class_index,class_name,threshold,selected,precision,recall,f1,macro_f1,support
0,attack,0.3,False,0.4809843400447427,0.6534954407294833,0.5541237113402062,0.7829941554414028,329
0,attack,0.35,False,0.48423423423423423,0.6534954407294833,0.55627425614489,0.7836538713743677,329
0,attack,0.4,False,0.48863636363636365,0.6534954407294833,0.5591677503250976,0.7843279016736961,329
0,attack,0.45,False,0.494199535962877,0.6474164133738601,0.5605263157894738,0.7845810839118594,329
0,attack,0.5,False,0.5207823960880196,0.6474164133738601,0.5772357723577236,0.789050521932542,329
0,attack,0.55,False,0.533678756476684,0.6261398176291794,0.5762237762237763,0.7889121724816333,329
0,attack,0.6000000000000001,False,0.5459459459459459,0.6139817629179332,0.5779685264663805,0.7892780341781372,329
0,attack,0.65,False,0.5718475073313783,0.5927051671732523,0.582089552238806,0.7900068401584915,329
0,attack,0.7,False,0.5835866261398176,0.5835866261398176,0.5835866261398176,0.789966896342482,329
0,attack,0.75,True,0.6084142394822006,0.5714285714285714,0.5893416927899686,0.7907990044927895,329
0,attack,0.8,False,0.6402877697841727,0.541033434650456,0.5864909390444811,0.7893490510899118,329
0,attack,0.8500000000000001,False,0.6653386454183267,0.5075987841945289,0.5758620689655172,0.7857789416713274,329
0,attack,0.9000000000000001,False,0.7083333333333334,0.46504559270516715,0.5614678899082569,0.7810875839058203,329
0,attack,0.95,False,0.78125,0.3799392097264438,0.5112474437627812,0.7667619132573789,329
1,investigation,0.3,True,0.8364225301421631,0.909767077706009,0.8715544721545097,0.7907990044927895,5109
1,investigation,0.35,False,0.8439221446933529,0.8995889606576629,0.8708668877309332,0.7907376260594126,5109
1,investigation,0.4,False,0.8511077731881337,0.8872577803875514,0.8688068998562529,0.7898155062828636,5109
1,investigation,0.45,False,0.8583509513742071,0.8741436680367978,0.8661753297129557,0.7884934462546833,5109
1,investigation,0.5,False,0.8638255698711595,0.8530045018594636,0.8583809336222178,0.7847733691989394,5109
1,investigation,0.55,False,0.8690938842299039,0.8316696026619691,0.8499699939987998,0.780554906317817,5109
1,investigation,0.6000000000000001,False,0.8751586965721541,0.8095517713838325,0.8410777834265379,0.7762471885563663,5109
1,investigation,0.65,False,0.8827525750602674,0.7884126052064984,0.8329197684036393,0.7713781858025159,5109
1,investigation,0.7,False,0.8906356801093643,0.7651203758073987,0.8231206569804169,0.7668577803637362,5109
1,investigation,0.75,False,0.8994225216554379,0.731650029359953,0.8069077172153265,0.7590893703756375,5109
1,investigation,0.8,False,0.9096354166666667,0.6836954394206303,0.7806458822214773,0.7469383871160136,5109
1,investigation,0.8500000000000001,False,0.9176893145764741,0.6001174398120963,0.725680473372781,0.7244083123273071,5109
1,investigation,0.9000000000000001,False,0.9347927340475082,0.3928361714621257,0.5531973539140023,0.6622538474273814,5109
1,investigation,0.95,False,1.0,0.004306126443531024,0.008575326447086338,0.4993575692368455,5109
2,mount,0.3,True,0.9257095158597662,0.7820874471086037,0.8478593272171253,0.7907990044927895,1418
2,mount,0.35,False,0.9292929292929293,0.7785613540197461,0.8472755180353032,0.7904186583506232,1418
2,mount,0.4,False,0.9291736930860034,0.7771509167842031,0.8463901689708142,0.79012900591593,1418
2,mount,0.45,False,0.9332191780821918,0.768688293370945,0.843000773395205,0.788945293373041,1418
2,mount,0.5,False,0.9351446099912357,0.7524682651622003,0.8339194998046112,0.7861815890458801,1418
2,mount,0.55,False,0.9395306859205776,0.734132581100141,0.8242280285035629,0.7831393998090085,1418
2,mount,0.6000000000000001,False,0.9438822447102115,0.7235543018335684,0.8191616766467066,0.781291526048003,1418
2,mount,0.65,False,0.9490566037735849,0.7094499294781382,0.8119451170298627,0.7787209927181311,1418
2,mount,0.7,False,0.9527027027027027,0.6960507757404796,0.8044009779951101,0.7760361838043278,1418
2,mount,0.75,False,0.9545004945598418,0.6805359661495064,0.7945656648826679,0.7727517015587604,1418
2,mount,0.8,False,0.9593082400813835,0.6650211565585331,0.785506039150354,0.7697260731292082,1418
2,mount,0.8500000000000001,False,0.9635974304068522,0.6346967559943583,0.7653061224489794,0.7631667865948721,1418
2,mount,0.9000000000000001,False,0.9707259953161592,0.5846262341325811,0.7297535211267606,0.7518146988510742,1418
2,mount,0.95,False,0.9808541973490427,0.4696755994358251,0.6351931330472103,0.7228266290514074,1418
