class_index,class_name,threshold,selected,precision,recall,f1,macro_f1,support
0,attack,0.3,False,0.5437158469945356,0.6048632218844985,0.5726618705035972,0.7431768202391783,329
0,attack,0.35,False,0.5467032967032966,0.6048632218844985,0.5743145743145742,0.7436051974961524,329
0,attack,0.4,False,0.5527777777777778,0.6048632218844985,0.5776487663280117,0.7444081487215675,329
0,attack,0.45,False,0.5641025641025641,0.601823708206687,0.5823529411764706,0.7454452989715232,329
0,attack,0.5,False,0.5818181818181818,0.5835866261398176,0.582701062215478,0.7455841909251937,329
0,attack,0.55,True,0.6105610561056105,0.5623100303951368,0.5854430379746836,0.7461102037730691,329
0,attack,0.6000000000000001,False,0.624561403508772,0.541033434650456,0.5798045602605865,0.7445749144071748,329
0,attack,0.65,False,0.6640926640926641,0.5227963525835866,0.5850340136054422,0.7456096114497035,329
0,attack,0.7,False,0.6936170212765957,0.49544072948328266,0.5780141843971631,0.7431704181148011,329
0,attack,0.75,False,0.7209302325581395,0.47112462006079026,0.5698529411764706,0.7405047654818775,329
0,attack,0.8,False,0.7888888888888889,0.4316109422492401,0.5579567779960707,0.736678191297718,329
0,attack,0.8500000000000001,False,0.8169934640522876,0.3799392097264438,0.5186721991701245,0.7261042448693826,329
0,attack,0.9000000000000001,False,0.8869565217391304,0.3100303951367781,0.4594594594594595,0.7106812057998082,329
0,attack,0.95,False,0.9583333333333334,0.1398176291793313,0.2440318302387268,0.6548874885885396,329
1,investigation,0.3,True,0.7900770195235537,0.8633783519279703,0.8251028806584363,0.7461102037730691,5109
1,investigation,0.35,False,0.7947310647639956,0.8502642395772166,0.8215602836879432,0.7441310326201005,5109
1,investigation,0.4,False,0.7995491264324629,0.8330397338030926,0.8159509202453988,0.7415266858819584,5109
1,investigation,0.45,False,0.8064391000775796,0.8138578978273635,0.8101315148563079,0.7392574067734908,5109
1,investigation,0.5,False,0.8145908907698509,0.7911528674887454,0.8027008241485454,0.735835039435692,5109
1,investigation,0.55,False,0.8234923303214962,0.7670777060090037,0.794284556141062,0.7344264141299575,5109
1,investigation,0.6000000000000001,False,0.8366085228527269,0.7416324133881386,0.7862627101058312,0.7322040714539761,5109
1,investigation,0.65,False,0.8488126028685634,0.7065962027794089,0.7712027344584491,0.725803054030434,5109
1,investigation,0.7,False,0.8616940581542352,0.6670581327069877,0.7519858781994705,0.716791251022771,5109
1,investigation,0.75,False,0.8715824357912179,0.6177334116265414,0.7230240549828179,0.704613791724766,5109
1,investigation,0.8,False,0.8846153846153846,0.5582305734977491,0.6845073802952119,0.6894557489895076,5109
1,investigation,0.8500000000000001,False,0.9036869826937547,0.4701507144255236,0.6185142268572165,0.6659247392455625,5109
1,investigation,0.9000000000000001,False,0.9227053140096618,0.33646506165590134,0.49311531841652323,0.6247061730688396,5109
1,investigation,0.95,False,0.9732142857142857,0.10667449598747308,0.19227376962427234,0.5349478743984036,5109
2,mount,0.3,True,0.9019047619047619,0.6678420310296191,0.7674230145867098,0.7461102037730691,1418
2,mount,0.35,False,0.9039385206532181,0.6636107193229901,0.7653517690117934,0.7453791158134562,1418
2,mount,0.4,False,0.903883495145631,0.656558533145275,0.7606209150326797,0.7438738175243811,1418
2,mount,0.45,False,0.9083743842364532,0.6502115655853314,0.7579120427455817,0.743059852651934,1418
2,mount,0.5,False,0.9145473041709054,0.6339915373765868,0.7488546438983756,0.7405338439363692,1418
2,mount,0.55,False,0.9233261339092873,0.6029619181946403,0.7295221843003413,0.7351133629839428,1418
2,mount,0.6000000000000001,False,0.927765237020316,0.5796897038081805,0.7135416666666666,0.7302587078582974,1418
2,mount,0.65,False,0.9382422802850356,0.5571227080394923,0.6991150442477876,0.7256144211775032,1418
2,mount,0.7,False,0.9472361809045227,0.5317348377997179,0.6811201445347786,0.7198179976405435,1418
2,mount,0.75,False,0.9512855209742895,0.49576868829337095,0.6518312471024571,0.710851329250839,1418
2,mount,0.8,False,0.9630723781388478,0.459802538787024,0.6224343675417661,0.7017389437798254,1418
2,mount,0.8500000000000001,False,0.9639794168096055,0.39633286318758815,0.5617191404297851,0.6838361540181743,1418
2,mount,0.9000000000000001,False,0.9732142857142857,0.307475317348378,0.4673097534833869,0.6565255106945698,1418
2,mount,0.95,False,0.9790794979079498,0.16502115655853314,0.28243814121907057,0.6048075937890895,1418
