class_index,class_name,support,selected_threshold,raw_precision,raw_recall,raw_f1,decoded_precision,decoded_recall,decoded_f1
0,attack,329,0.3,0.8102189781021898,0.6747720364741642,0.7363184079601991,0.8072727272727273,0.6747720364741642,0.7350993377483444
1,investigation,5109,0.3,0.8427069044352995,0.721471912311607,0.7773911209532848,0.8347665847665847,0.7980035231943629,0.8159711798258781
2,mount,1418,0.3,0.8978040540540541,0.7496473906911142,0.8170637970791699,0.8892561983471075,0.7588152327221439,0.8188736681887367
3,other,3223,0.0,0.6656463385919472,0.8771331058020477,0.7568942436412316,0.7380053908355795,0.8495190816009929,0.7898456656570028
