class_index,class_name,support,selected_threshold,raw_precision,raw_recall,raw_f1,decoded_precision,decoded_recall,decoded_f1
0,attack,329,0.6000000000000001,0.48760330578512395,0.5379939209726444,0.5115606936416185,0.6345381526104418,0.48024316109422494,0.5467128027681661
1,investigation,5109,0.3,0.8324659727782225,0.814053630847524,0.823156853043048,0.8148760330578513,0.8684674104521433,0.8408186469584992
2,mount,1418,0.3,0.8469314079422383,0.8272214386459803,0.8369603995718873,0.8463747307968413,0.8314527503526093,0.8388473852721452
3,other,3223,0.0,0.7934032983508246,0.820974247595408,0.8069533394327539,0.8435828877005348,0.7831213155445237,0.8122284794851167
