epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other,backbone,head,seed,model_name
1,0.6444437367065012,0.7560007837758401,0.4103348154295605,0.8555412243278103,0.7848332525078546,249.31141304969788,5e-05,5e-05,54.0,11.85,31.0,1.99,53.0,26.9,0.424812030075188,0.6869300911854104,0.5249709639953543,0.8572775263951734,0.8899980426697984,0.8733314126572553,0.9287392325763508,0.8363892806770099,0.880148423005566,0.8981793661496965,0.8265591064225877,0.8608822103732429,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
2,0.4604795526532123,0.8327618301165867,0.4092765465341255,0.8678440321460462,0.8065414918889324,251.28904962539676,5e-05,5e-05,52.4,11.82,30.0,1.99,53.0,29.1,0.6679245283018868,0.5379939209726444,0.5959595959595959,0.8616104868913858,0.9005676257584655,0.8806584362139918,0.9213139801375096,0.8504936530324401,0.8844884488448844,0.8729857819905213,0.8572758299720757,0.8650594865372574,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
3,0.4262598176022588,0.8427549720779857,0.4963370757938098,0.8560373052882231,0.7897354976862786,248.61943459510803,5e-05,5e-05,50.5,11.86,33.0,1.99,52.0,22.3,0.746606334841629,0.5015197568389058,0.6,0.8008756283444138,0.9667253865727148,0.8760198652004257,0.9567617295308188,0.7334273624823695,0.8303393213572853,0.9539170506912442,0.7707105181507912,0.8525828041874034,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
4,0.3976882637586433,0.8526991280493779,0.3724914617070305,0.8738962198630816,0.8175962861064419,249.1621024608612,5e-05,5e-05,50.7,11.85,36.0,1.99,53.0,29.3,0.6783216783216783,0.5896656534954408,0.6308943089430894,0.8629375810335247,0.9119201409277744,0.8867529501332319,0.8837375178316691,0.8737658674188998,0.878723404255319,0.9077540106951872,0.84269314303444,0.8740144810941272,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
5,0.3829687599232858,0.8590673067502694,0.3804242676916363,0.8727056255580911,0.820865382673074,249.8691565990448,5e-05,5e-05,50.6,11.86,35.0,1.99,53.0,29.1,0.6,0.7021276595744681,0.6470588235294118,0.8689356901090636,0.9044822861616756,0.8863527380838209,0.9247058823529412,0.8314527503526093,0.8756034162643891,0.891647855530474,0.8578963698417623,0.8744465528146742,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
6,0.3648317896959526,0.8655334574311747,0.4273824464468542,0.8695307074114496,0.8255218474978677,250.70945286750796,5e-05,5e-05,50.7,11.79,37.0,1.99,53.0,29.6,0.5793991416309013,0.8206686930091185,0.679245283018868,0.8550247116968699,0.9142689371697004,0.8836549375709422,0.8863636363636364,0.8526093088857546,0.8691588785046729,0.9382627422828428,0.8110456096804219,0.8700282908969879,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
7,0.3620077874562571,0.8693543646517096,0.3817593359474336,0.8701260045639448,0.8253504069406988,252.2644374370575,5e-05,5e-05,50.6,11.77,31.0,1.99,54.0,28.7,0.6009501187648456,0.7689969604863222,0.6746666666666667,0.8695652173913043,0.8964572323350949,0.8828064764841943,0.8767806267806267,0.8681241184767278,0.8724309000708717,0.9059256779377302,0.8395904436860068,0.8714975845410627,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
8,0.3467422643688078,0.873371215832272,0.4301174916579464,0.8637761682706617,0.8214726336524814,252.5087969303131,5e-05,5e-05,50.7,11.76,30.0,1.99,54.0,29.0,0.6175,0.7507598784194529,0.6776406035665296,0.8715703444249854,0.8766881972988844,0.8741217798594849,0.9355102040816328,0.8081805359661495,0.8671963677639046,0.8549019607843137,0.879304995345951,0.8669317834200061,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
9,0.3411797710663717,0.8737631037523268,0.5358306783017999,0.8380791745212819,0.8050337618487701,248.9059109687805,5e-05,5e-05,50.8,11.64,30.0,1.99,53.0,29.3,0.58719646799117,0.8085106382978723,0.6803069053708439,0.8935195286929959,0.8015267175572519,0.8450268262484524,0.9369747899159664,0.7863187588152327,0.8550613496932515,0.7710874643135219,0.921811976419485,0.8397399660825324,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
10,0.3287824009381655,0.878171842852944,0.3779039406984959,0.871614247445183,0.8384287785223349,249.07486510276797,5e-05,5e-05,50.9,11.7,31.0,1.99,52.0,22.6,0.6765498652291105,0.7629179331306991,0.7171428571428572,0.893866020984665,0.8670972793110198,0.8802781917536016,0.904970760233918,0.8730606488011283,0.8887293610911702,0.8469267139479906,0.889233633260937,0.8675647041017104,mobilenetv3_native,attention,43,mobilenetv3_native_full_attention256_seed43
1,0.6269144317146893,0.7680023513275204,0.5274467505045207,0.8308363924992559,0.7470874295618812,246.6473455429077,5e-05,5e-05,50.9,11.67,31.0,1.99,52.0,27.5,0.3976311336717428,0.7142857142857143,0.5108695652173914,0.8203614242261585,0.8974358974358975,0.8571695644045615,0.9725877192982456,0.6255289139633287,0.7613733905579398,0.8928690994308671,0.8274899162271175,0.8589371980676328,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
2,0.4539868176263701,0.8357989614970118,0.4452677513435721,0.857128683401131,0.7824106297939442,248.1227834224701,5e-05,5e-05,50.6,11.72,29.0,1.99,52.0,29.0,0.7578947368421053,0.4376899696048632,0.5549132947976879,0.8220646723154073,0.9305147778430222,0.8729342636797649,0.9534467323187108,0.7510578279266573,0.8402366863905326,0.8952827032452325,0.8302823456407075,0.8615582743077914,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
3,0.4235409731337316,0.8448123836582737,0.4031024389729744,0.8614941958527632,0.8063212894292964,246.84170198440552,5e-05,5e-05,50.6,11.72,29.0,1.99,53.0,28.6,0.565,0.6869300911854104,0.6200274348422496,0.8503313696612665,0.9040908201213544,0.8763874395218668,0.8972809667673716,0.8377997179125529,0.8665207877461707,0.9066028053369826,0.8222153273347813,0.8623494956068989,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
4,0.3968725908696535,0.8535808758695014,0.5209466484776515,0.8235936104772299,0.7781883692654747,247.18840384483337,5e-05,5e-05,50.6,11.75,30.0,1.99,53.0,26.6,0.6454849498327759,0.5866261398176292,0.6146496815286625,0.8644571914170385,0.7964376590330788,0.8290546047269765,0.9414335664335663,0.7595204513399154,0.8407494145199064,0.7538813947569356,0.9190195470058952,0.8282997762863535,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
5,0.3820995873082604,0.8560301753698443,0.4118404424249121,0.8635777358864967,0.8179739518397867,247.3920247554779,5e-05,5e-05,50.9,11.79,31.0,1.99,54.0,27.3,0.6048192771084338,0.7629179331306991,0.674731182795699,0.8539117538005191,0.901546290859268,0.8770827382652576,0.9135702746365104,0.7976022566995769,0.8516566265060241,0.895778364116095,0.84269314303444,0.8684252597921663,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
6,0.3726053798197532,0.8597041246203586,0.3783767611716434,0.8729040579422562,0.822812166329534,247.73707151412964,5e-05,5e-05,50.6,11.78,31.0,1.99,54.0,28.7,0.6729559748427673,0.6504559270516718,0.6615146831530139,0.8643403620078373,0.906635349383441,0.88498280473825,0.9306451612903226,0.8138222849083215,0.8683220466516178,0.8848829854522454,0.8681352776915917,0.8764291307752545,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
7,0.3563553315126059,0.8674439110414421,0.3606264406690903,0.871415815061018,0.8355161179348617,247.7876296043396,5e-05,5e-05,50.5,11.75,33.0,1.99,54.0,29.7,0.6435643564356436,0.790273556231003,0.7094133697135062,0.8922829581993569,0.8690546095126248,0.8805156172533466,0.8938953488372093,0.8674188998589563,0.8804581245526127,0.8585615407764069,0.8852001241079739,0.8716773602199815,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
8,0.3392946606379318,0.8784657587929852,0.4004170159340396,0.8702252207560274,0.8298514814044327,247.5908980369568,5e-05,5e-05,50.6,11.73,30.0,1.99,54.0,27.4,0.719626168224299,0.7021276595744681,0.7107692307692307,0.8484411605694719,0.9215110589156392,0.8834678176018015,0.9280397022332506,0.7912552891396333,0.8542063189950514,0.9033333333333332,0.84083152342538,0.870962558251647,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
9,0.3341119641067349,0.8783677868129715,0.4887803290848203,0.8567318186328009,0.7892493279918749,247.72303080558777,5e-05,5e-05,50.7,11.74,34.0,1.99,54.0,29.3,0.415929203539823,0.8571428571428571,0.5600794438927507,0.8603865640833177,0.8974358974358975,0.8785207894232612,0.9267676767676768,0.7764456981664316,0.8449731389102071,0.924757281553398,0.8274899162271175,0.8734239397412804,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
10,0.3344869763505729,0.8793475066131087,0.4956664513259302,0.8521678737970036,0.7948665923874592,247.42946910858157,5e-05,5e-05,50.8,11.72,31.0,1.99,53.0,28.9,0.5396825396825397,0.8267477203647416,0.6530612244897959,0.8440771349862259,0.8995889606576629,0.870949403069926,0.9677754677754676,0.656558533145275,0.7823529411764706,0.8806818181818182,0.8656531182128452,0.8731028008136442,mobilenetv3_native,attention,44,mobilenetv3_native_full_attention256_seed44
1,0.6974665542895143,0.7316057607524248,0.3892746871899045,0.8653636273439825,0.7951314645637736,682.4485058784485,5e-05,5e-05,34.1,10.67,9.0,1.44,38.0,15.4,0.6855895196506551,0.4772036474164133,0.5627240143369177,0.8408969567538708,0.9248385202583675,0.8808724832214765,0.8960176991150443,0.8568406205923836,0.8759913482335977,0.9130434782608696,0.8144585789636984,0.8609380124631025,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
2,0.4736555282633786,0.8263936514156951,0.3972712625963761,0.8650659787677349,0.8065319963107467,364.8212335109711,5e-05,5e-05,48.5,10.75,18.0,1.44,39.0,18.0,0.6327868852459017,0.5866261398176292,0.6088328075709779,0.8335652173913044,0.9381483656292816,0.8827700524910211,0.8985401459854014,0.8681241184767278,0.8830703012912483,0.942727957799548,0.7762953769779708,0.8514548238897397,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
3,0.4380857091087579,0.8432938179680611,0.5063441006976757,0.8415517412441711,0.7560150382886748,270.12036180496216,5e-05,5e-05,51.7,10.72,15.0,1.44,40.0,17.6,0.7738095238095238,0.3951367781155015,0.5231388329979879,0.815043156596794,0.9056566842826383,0.8579640274429816,0.9590583418628454,0.6607898448519041,0.7824634655532359,0.856002456248081,0.8650325783431585,0.8604938271604938,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
4,0.4170312574921543,0.8500538845890075,0.4044902897240328,0.862188709197341,0.8122381266869774,236.45067620277405,5e-05,5e-05,50.7,10.7,15.0,1.44,40.0,17.3,0.6521739130434783,0.6382978723404256,0.6451612903225806,0.8629170638703527,0.8858876492464278,0.874251497005988,0.9152941176470588,0.8229901269393513,0.8666914222057187,0.860982391102873,0.8647223084083152,0.8628482972136222,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
5,0.3888264532057936,0.8609777603605369,0.4277333253288701,0.8620894930052585,0.80434070625403,226.233834028244,5e-05,5e-05,50.8,10.7,16.0,1.44,41.0,17.7,0.7246963562753036,0.5440729483282675,0.6215277777777778,0.8190878378378378,0.9491094147582696,0.8793181612113519,0.9336609336609336,0.8039492242595204,0.8639636225843121,0.936826458565589,0.7821905057399938,0.8525532634426785,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
6,0.384953114030398,0.8622513961007152,0.4015099838686486,0.8698283559876971,0.8219590125527494,222.93845129013064,5e-05,5e-05,51.9,10.95,16.0,1.47,41.0,12.4,0.6993243243243243,0.6291793313069909,0.6624,0.8606038017144987,0.903895087101194,0.8817183770883055,0.9193173002327386,0.8356840620592384,0.8755079423716292,0.8813938618925832,0.8554142103630158,0.8682097307510628,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
7,0.3615237735445409,0.8684236308415794,0.4370247347893873,0.8563349538644707,0.8132975600205793,227.75078201293945,5e-05,5e-05,53.3,10.92,30.0,1.33,41.0,15.1,0.6646706586826348,0.6747720364741642,0.6696832579185521,0.8704837117472853,0.8629868858876493,0.8667190878710439,0.9308072487644152,0.7968970380818053,0.8586626139817629,0.8280438545874207,0.8904747130003102,0.8581252803109582,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
8,0.3462099953288896,0.8737631037523268,0.4641560993497334,0.8584184938982042,0.7998123005586077,228.2922170162201,2.5e-05,2.5e-05,53.7,11.02,20.0,1.64,41.0,14.3,0.5352697095435685,0.78419452887538,0.6362515413070283,0.8410679089768859,0.918770796633392,0.8782039289055191,0.935720844811754,0.7186177715091678,0.8129238133226965,0.91595490263068,0.831833695314924,0.871869918699187,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
9,0.3241636202828287,0.8844420495738219,0.4066519416517593,0.8720111122135132,0.8306626098443286,230.58761405944824,2.5e-05,2.5e-05,54.2,10.99,24.0,1.32,43.0,42.1,0.6259168704156479,0.7781155015197568,0.6937669376693768,0.8813229571984436,0.8866705813270699,0.8839886818226169,0.9056316590563166,0.8392101551480959,0.8711566617862373,0.8746890547263682,0.8727893267142414,0.8737381580990837,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
10,0.3240886678930874,0.8840991476437738,0.3934444256226665,0.8733009227105863,0.8327552402725358,228.6429762840271,2.5e-05,2.5e-05,53.8,11.02,25.0,1.59,41.0,15.3,0.6909620991253644,0.7203647416413373,0.7053571428571428,0.8645775041969782,0.9072225484439224,0.8853868194842406,0.913860610806578,0.8229901269393513,0.8660482374768089,0.8918657198192382,0.8572758299720757,0.8742287612719506,mobilenetv3_native,lstm,42,mobilenetv3_native_full_lstm256_seed42
1,0.6851530202130165,0.7348878220828843,0.4484493223625043,0.8375830935608691,0.7750346449408252,224.0521755218506,5e-05,5e-05,54.4,11.07,26.0,1.58,42.0,15.7,0.4372693726937269,0.7203647416413373,0.5442020665901263,0.894461404273877,0.8028968486983754,0.8462093862815884,0.7812316715542522,0.9393511988716502,0.8530259365994237,0.8536660505237215,0.8597579894508223,0.8567011902921626,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
2,0.4867786886024531,0.8239933379053591,0.402705927260427,0.8625855739656711,0.8002173502137502,225.56601572036743,5e-05,5e-05,53.6,10.87,25.0,1.39,41.0,15.2,0.7212389380530974,0.4954407294832826,0.5873873873873874,0.8524224986077594,0.898806028577021,0.875,0.906507105459985,0.8547249647390691,0.8798548094373866,0.8715244487056567,0.8461061123177164,0.8586272040302267,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
3,0.4571622368648975,0.8373665131772313,0.4349586401230818,0.861295763468598,0.7839922384357284,224.8793089389801,5e-05,5e-05,53.4,10.89,27.0,1.38,41.0,14.9,0.8035714285714286,0.4103343465045592,0.5432595573440644,0.8196331521739131,0.9446075552945782,0.877693916522688,0.9468267581475128,0.7785613540197461,0.8544891640866873,0.9156457822891144,0.8116661495501086,0.8605263157894737,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
4,0.4208069881424308,0.8485843048888018,0.4107684716153594,0.8639746006548269,0.7860360180296531,229.29894018173215,5e-05,5e-05,54.2,10.88,24.0,1.38,41.0,14.8,0.81875,0.3981762917933131,0.5357873210633948,0.834741288278775,0.9283617146212566,0.8790658882402002,0.9017517136329016,0.8349788434414669,0.8670816550714026,0.9062927496580028,0.8222153273347813,0.8622092077436149,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
5,0.4101724507970309,0.8521602821593024,0.4686320795341291,0.8543506300228197,0.7867474992938495,229.7216281890869,5e-05,5e-05,54.3,11.15,25.0,1.54,40.0,14.5,0.6308724832214765,0.5714285714285714,0.5996810207336523,0.823621227887617,0.9295361127422196,0.8733793103448276,0.9603097773475314,0.6995768688293371,0.8094655242758058,0.8993963782696177,0.8321439652497673,0.864464141821112,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
6,0.3837412488661403,0.8584794748701872,0.4001783662948698,0.8667526540331382,0.8175748527131599,228.1292552947998,5e-05,5e-05,53.6,10.95,25.0,1.38,40.0,15.2,0.5427974947807933,0.790273556231003,0.6435643564356435,0.858390633711206,0.9040908201213544,0.8806482364156338,0.8978692138133725,0.8617771509167842,0.8794530406621086,0.9219734079776069,0.8175612783121315,0.8666337773392534,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
7,0.3748705367846736,0.8660723033212501,0.3834131377168916,0.868538545490624,0.8221072644472445,235.1812002658844,5e-05,5e-05,56.2,11.06,11.0,1.67,41.0,17.2,0.6477272727272727,0.6930091185410334,0.6696035242290749,0.8632863849765258,0.8997846936778234,0.881157753498179,0.8827385287691187,0.8547249647390691,0.8685059118595486,0.8969957081545065,0.8430034129692833,0.8691618682021752,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
8,0.3638546934415554,0.8693053786617028,0.4267098754106666,0.8523663061811688,0.8161764176422676,227.89052176475525,5e-05,5e-05,53.0,10.88,24.0,1.39,40.0,15.4,0.6487252124645893,0.6960486322188449,0.6715542521994134,0.8893322133557329,0.8289293403797221,0.8580690912774795,0.909562638991846,0.8653032440056417,0.8868810986628117,0.8022130013831259,0.8997828110456096,0.8482012284293653,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
9,0.358362546228573,0.8719016361320663,0.4921011024278529,0.8438337136620696,0.8051355275111702,230.45524287223816,5e-05,5e-05,54.3,10.9,25.0,1.39,41.0,15.0,0.6329787234042553,0.723404255319149,0.675177304964539,0.8686889250814332,0.835192797024858,0.8516116156072249,0.9497354497354498,0.7595204513399154,0.8440438871473355,0.799289034727919,0.906919019547006,0.8497093023255814,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
10,0.3456458944074085,0.8735671597922994,0.4028399576863555,0.8705228693322751,0.8241700184159979,222.70411610603333,5e-05,5e-05,52.1,10.74,16.0,1.37,40.0,17.7,0.7012987012987013,0.6565349544072948,0.6781789638932497,0.8511526592848067,0.9177921315325897,0.883217178376342,0.922337870296237,0.8124118476727785,0.8638920134983127,0.9017590441420512,0.8430034129692833,0.8713919178960873,mobilenetv3_native,lstm,43,mobilenetv3_native_full_lstm256_seed43
1,0.6734632910944545,0.7456647398843931,0.4609974093432168,0.8341105268379799,0.764494818674616,217.4723620414734,5e-05,5e-05,50.8,10.72,16.0,1.37,41.0,17.6,0.3848631239935587,0.7264437689969605,0.5031578947368421,0.863443253085171,0.8353885300450186,0.8491842419419021,0.9377104377104376,0.7856135401974612,0.8549501151189564,0.8373910429816651,0.8644120384734719,0.8506870229007634,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
2,0.4763035431334918,0.8292838248260997,0.4196588491370517,0.8630816549260839,0.7913833353800934,218.91411328315732,5e-05,5e-05,50.7,10.73,15.0,1.37,40.0,17.3,0.7169811320754716,0.4620060790273556,0.5619223659889094,0.8344487495597042,0.927383049520454,0.8784648187633262,0.9400499583680266,0.7961918194640338,0.8621611302023674,0.8969210174029452,0.8315234253800806,0.8629850265657704,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
3,0.439756280231672,0.8406975604976976,0.426192583477435,0.8606012501240202,0.7977708916076992,221.54507613182068,5e-05,5e-05,51.4,10.83,16.0,1.39,39.0,14.2,0.6792452830188679,0.547112462006079,0.6060606060606061,0.8324819446890963,0.925034253278528,0.8763211570554422,0.934131736526946,0.770098730606488,0.8442211055276383,0.9016172506738545,0.8302823456407075,0.8644806977871102,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
4,0.418135764188247,0.8511805623591653,0.5290954672395148,0.8157555313027086,0.7582189052206387,221.49549078941345,5e-05,5e-05,52.2,10.87,18.0,1.39,40.0,12.9,0.7644230769230769,0.4832826747720364,0.5921787709497206,0.8269534333070244,0.82031708749266,0.823621892502702,0.950852557673019,0.6685472496473907,0.7850931677018633,0.7682606410930111,0.9072292894818492,0.8319817897282686,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
5,0.4013292432870704,0.8544136376996179,0.3928675998582519,0.8670503026093859,0.813283653318906,230.30941081047055,5e-05,5e-05,53.6,10.92,5.0,1.39,42.0,41.2,0.6186440677966102,0.6656534954407295,0.6412884333821377,0.8420771829983994,0.9267958504599726,0.8824077525158405,0.9185953711093376,0.811706629055007,0.8618494945713217,0.9245349245349246,0.8172510083772883,0.8675889328063241,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
6,0.3960219435525188,0.8554913294797688,0.3844873364556521,0.8667526540331382,0.8159652357872511,232.0855228900909,5e-05,5e-05,53.4,10.86,27.0,1.37,40.0,16.3,0.6417910447761194,0.6534954407294833,0.6475903614457831,0.8593077642656688,0.8990017615971815,0.8787067151329635,0.9168627450980392,0.8244005641748943,0.8681767545488304,0.8831626120358514,0.8560347502327025,0.8693871120214275,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
7,0.377862201584649,0.8641128637209758,0.3714363229505363,0.8747891655918246,0.8240985788373472,237.8284742832184,5e-05,5e-05,58.1,11.07,24.0,1.4,41.0,15.7,0.6852459016393443,0.6352583586626139,0.6593059936908516,0.8474636395885066,0.935212370326874,0.8891783753605658,0.9228971962616822,0.8356840620592384,0.8771280532938563,0.9274193548387096,0.8206639776605646,0.8707818930041152,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
8,0.3504151973455887,0.874399921622416,0.4080608940866244,0.8637761682706617,0.8133745589130981,228.64630103111267,5e-05,5e-05,54.4,11.05,23.0,1.4,41.0,14.8,0.6750788643533123,0.6504559270516718,0.6625386996904026,0.8438971387178559,0.912115873947935,0.8766814034427617,0.9425087108013938,0.763046544428773,0.843335931410756,0.889391979301423,0.8532423208191127,0.8709422011084718,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
9,0.3485161696610312,0.8756245713725874,0.3895356280533301,0.8675463835697986,0.8139620587781058,230.05005645751956,5e-05,5e-05,56.7,11.06,23.0,1.43,42.0,14.6,0.5158102766798419,0.7933130699088146,0.6251497005988024,0.8772031764478017,0.8864748483069094,0.8818146417445484,0.8804270462633452,0.8723554301833568,0.8763726532058095,0.9041597337770384,0.8430034129692833,0.8725112395632626,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
