epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other,backbone,head,seed,model_name
10,0.3464259190169574,0.8744978936024297,0.4749429839066348,0.8429407679333267,0.7850343180216329,235.93729186058044,5e-05,5e-05,56.5,10.84,25.0,1.43,41.0,14.7,0.6917562724014337,0.5866261398176292,0.6348684210526316,0.835882133532264,0.8772753963593658,0.8560786935345238,0.952047952047952,0.6720733427362482,0.7879288962381149,0.8344486470759384,0.8898541731306236,0.8612612612612612,mobilenetv3_native,lstm,44,mobilenetv3_native_full_lstm256_seed44
1,0.6642458106458281,0.7404232389536592,0.4285458792129319,0.8583192777061216,0.7697925137237207,189.74522042274475,5e-05,5e-05,50.8,8.99,20.0,1.24,41.0,18.1,0.7167630057803468,0.3768996960486322,0.49402390438247,0.8208776139869729,0.9373654335486395,0.8752627250296994,0.948471615720524,0.765867418899859,0.8474444010924698,0.9060471472497438,0.8228358672044679,0.8624390243902439,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
2,0.4610499196954445,0.8312432644263741,0.3801681065240354,0.8686377616827066,0.8080207507505559,191.3520290851593,5e-05,5e-05,50.6,8.99,20.0,1.24,41.0,18.0,0.6242038216560509,0.5957446808510638,0.609642301710731,0.8424220963172805,0.931297709923664,0.8846332620619132,0.9447650453421268,0.8081805359661495,0.87115165336374,0.9142561983471076,0.8237666770089979,0.8666557858658398,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
3,0.4343780271773194,0.842657000097972,0.4759842305864107,0.8383768230975295,0.7485958669963959,191.60175585746765,5e-05,5e-05,50.6,9.0,21.0,1.24,41.0,17.5,0.745945945945946,0.4194528875379939,0.5369649805447472,0.7854368932038835,0.9500880798590722,0.8599521658251396,0.9688221709006928,0.5916784203102962,0.7346760070052539,0.9195926966292136,0.8125969593546385,0.8627903146104431,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
4,0.4124669439500916,0.848535318898795,0.391500537464809,0.8653636273439825,0.8122162282931212,191.6369833946228,5e-05,5e-05,50.7,9.01,20.0,1.24,41.0,16.3,0.6391437308868502,0.6352583586626139,0.6371951219512194,0.8554752640355753,0.9036993540810336,0.8789263278126784,0.947324414715719,0.7990126939351199,0.8668706962509564,0.8746438746438746,0.8572758299720757,0.8658727671576307,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
5,0.3929463533967803,0.8594591946703243,0.4191059531953504,0.8597083043952773,0.7982041937226657,191.8451120853424,5e-05,5e-05,50.7,9.01,20.0,1.24,41.0,18.9,0.4923954372623574,0.7872340425531915,0.6058479532163742,0.8430388819208027,0.9209238598551576,0.8802619270346118,0.9625570776255707,0.7433004231311706,0.8388380421806605,0.9200556134862704,0.8212845175302513,0.8678688524590165,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
6,0.3893515015762521,0.859557166650338,0.4069714323266193,0.8717134636372657,0.8213980764007559,191.2686669826508,5e-05,5e-05,50.7,9.0,20.0,1.24,42.0,17.6,0.5277777777777778,0.8085106382978723,0.638655462184874,0.8634254963815179,0.9107457428068116,0.8864545627738616,0.9342105263157896,0.8511988716502116,0.8907749077490775,0.9191430545957152,0.8253180266832144,0.8697073728952102,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
7,0.372409559560058,0.8653375134711473,0.3638284833375586,0.8648675463835698,0.8192486296232255,191.22933888435364,5e-05,5e-05,50.7,9.0,19.0,1.24,42.0,18.7,0.5230769230769231,0.8267477203647416,0.64075382803298,0.8868987723888107,0.8625954198473282,0.8745782893431236,0.9128843338213762,0.8794076163610719,0.8958333333333333,0.8656947890818859,0.8659633881476885,0.8658290677834651,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
8,0.3745560712811645,0.8621044381306946,0.465647501143163,0.8396666335946026,0.7758283923932043,192.87468481063843,5e-05,5e-05,51.2,9.08,20.0,1.24,42.0,18.6,0.4883303411131059,0.8267477203647416,0.6139954853273139,0.8390289449112979,0.8794284595811314,0.8587538226299694,0.9664864864864864,0.6304654442877292,0.763124199743918,0.864898210980876,0.8699968973006516,0.8674400618716165,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
9,0.3590631480394428,0.8709219163319291,0.4032175112147501,0.853854549062407,0.8022029351499156,191.865163564682,5e-05,5e-05,50.8,9.15,20.0,1.24,42.0,18.0,0.4466463414634146,0.8905775075987842,0.5949238578680203,0.9025541961794376,0.8230573497749071,0.860974610974611,0.8478964401294499,0.923836389280677,0.8842389470131624,0.8692140416278348,0.8681352776915917,0.8686743247438684,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
10,0.3575581771739084,0.8699911825217987,0.3337010157994911,0.8756821113205675,0.839591944945388,191.8732385635376,5e-05,5e-05,50.8,9.17,20.0,1.24,42.0,17.9,0.6433915211970075,0.78419452887538,0.7068493150684932,0.8849470795766367,0.8837345860246624,0.8843404171971404,0.8864265927977839,0.9026798307475318,0.8944793850454228,0.8853767560664112,0.8603785293205088,0.8726986624704957,yolo_sppf,attention,42,yolo_sppf_full_attention256_seed42
1,0.6433330596392525,0.7496815910649555,0.4749693667105309,0.8271653933922016,0.7664996253435832,188.922021150589,5e-05,5e-05,50.8,8.94,20.0,1.24,41.0,19.6,0.45703125,0.7112462006079028,0.5564803804994055,0.8981166326299069,0.7747112937952633,0.8318621269440941,0.715572033898305,0.9527503526093088,0.8173018753781005,0.8539119804400978,0.8668941979522184,0.8603541185527328,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
2,0.4608218088559222,0.8317821103164494,0.3817254266886425,0.8703244369481099,0.8202841851829764,191.22478222846985,5e-05,5e-05,50.6,8.97,19.0,1.24,41.0,17.6,0.7196969696969697,0.5775075987841946,0.6408094435075886,0.8628956733470687,0.9017420238794284,0.8818912710566615,0.90421729807005,0.892101551480959,0.8981185658501953,0.880727981800455,0.84083152342538,0.8603174603174603,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
3,0.4363774837178636,0.840942490447732,0.3910966516958387,0.8682408969143764,0.8092111460765399,191.48809051513672,5e-05,5e-05,50.7,8.96,21.0,1.24,42.0,17.2,0.7426160337552743,0.5349544072948328,0.6219081272084805,0.8312359937941735,0.9438246232139362,0.8839596700274976,0.939967105263158,0.806064880112835,0.8678815489749431,0.9238938053097344,0.8098045299410487,0.8630952380952381,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
4,0.4097166664075095,0.8490741647888704,0.3668632003772978,0.8679432483381287,0.8185262238179428,190.86469268798828,5e-05,5e-05,50.8,8.98,20.0,1.24,42.0,18.1,0.7392996108949417,0.5775075987841946,0.6484641638225257,0.8696737044145874,0.8868663143472304,0.8781858707239074,0.8388324873096447,0.9322990126939352,0.8830995323981295,0.8909749670619236,0.8392801737511635,0.8643553283272088,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
5,0.4004952057168401,0.8502988145390419,0.3675288510040402,0.8723087607897609,0.8214511819897273,191.28777861595157,5e-05,5e-05,50.7,8.96,19.0,1.24,42.0,18.2,0.6218487394957983,0.6747720364741642,0.6472303206997085,0.8563606497536047,0.9183793305930712,0.8862863619191538,0.9382422802850356,0.8356840620592384,0.8839985080193957,0.9036912751677852,0.8355569345330437,0.8682895373206513,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
6,0.3882809789985605,0.860242970510434,0.3670642768906426,0.8750868141680722,0.8316207663718516,191.53558158874512,5e-05,5e-05,50.8,8.99,20.0,1.24,42.0,18.0,0.6104218362282878,0.7477203647416414,0.6721311475409837,0.8728411463275764,0.9001761597181445,0.8862979379456543,0.902491103202847,0.8942172073342737,0.8983351044987602,0.9017321785476348,0.8399007136208502,0.8697188755020081,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
7,0.3811387554844578,0.863329087880866,0.3586222157789586,0.8744915170155769,0.8304940116664769,191.44850492477417,5e-05,5e-05,50.7,8.97,20.0,1.24,42.0,19.4,0.60381861575179,0.7689969604863222,0.6764705882352942,0.8652165830079941,0.910941475826972,0.887490465293669,0.9084194977843428,0.8674188998589563,0.8874458874458874,0.9145883156815852,0.8305926155755508,0.8705691056910569,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
8,0.379448427372031,0.8629861859508181,0.3617376857811386,0.8717134636372657,0.8281794546359387,191.8509657382965,5e-05,5e-05,50.7,8.97,20.0,1.24,41.0,17.1,0.5854214123006833,0.7811550151975684,0.6692708333333333,0.8718779790276454,0.8950871011939714,0.8833301139656172,0.934261407579273,0.8519040902679831,0.8911840649206935,0.8858800773694391,0.852621780949426,0.8689328063241105,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
9,0.3633204527902869,0.8684726168315862,0.3915502320558372,0.8613949796606806,0.8232469745755198,192.11049842834475,5e-05,5e-05,50.8,8.99,19.0,1.24,41.0,17.9,0.5874439461883408,0.7963525835866262,0.6761290322580645,0.8832794830371568,0.8561362301820317,0.8694960739489117,0.9378930817610064,0.8413258110014105,0.8869888475836432,0.8369023173951305,0.8852001241079739,0.8603739445114595,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
10,0.3554119996881247,0.8683746448515725,0.3755865464125582,0.868538545490624,0.8328338484569577,191.7898724079132,5e-05,5e-05,50.7,8.98,21.0,1.24,41.0,17.6,0.68,0.723404255319149,0.7010309278350516,0.8782114140027456,0.8764924642787238,0.8773510971786834,0.943784639746635,0.840620592383639,0.8892204401342783,0.8452628452628452,0.8830282345640708,0.8637329286798179,yolo_sppf,attention,43,yolo_sppf_full_attention256_seed43
1,0.6399611903144321,0.7579112373861076,0.533045882474061,0.8221053675959916,0.7352948303232361,190.7846601009369,5e-05,5e-05,50.8,9.0,20.0,1.24,42.0,17.3,0.4408163265306122,0.6565349544072948,0.5274725274725275,0.8087188612099644,0.8896065766294774,0.8472364619256222,0.9741379310344828,0.5578279266572638,0.7094170403587443,0.866012036743744,0.8482780018616196,0.8570532915360501,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
2,0.467219366423412,0.8313902223963946,0.3904488996589428,0.8699275721797798,0.810216169816913,192.07481861114505,5e-05,5e-05,50.9,9.05,13.0,1.24,43.0,18.1,0.7160493827160493,0.5288753799392097,0.6083916083916084,0.8333045430989808,0.9442160892542572,0.8853000550559736,0.9168539325842696,0.8631875881523272,0.8892117689792953,0.9387905604719764,0.7899472541110767,0.857961246840775,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
3,0.4373270255341238,0.8385911629274028,0.3794623909457605,0.8642722492310745,0.8118232635415599,193.04849219322205,5e-05,5e-05,50.9,9.05,19.0,1.24,42.0,17.6,0.5994397759103641,0.6504559270516718,0.6239067055393586,0.8717948717948718,0.8784497944803288,0.8751096811933312,0.864247311827957,0.9069111424541608,0.8850653819683414,0.8823720025923526,0.8448650325783431,0.8632112854652083,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
4,0.4065780974326065,0.8506907024590967,0.4408461229406558,0.8377815259450342,0.7904027660080006,193.2028272151947,5e-05,5e-05,50.6,9.03,20.0,1.24,42.0,17.7,0.5330296127562643,0.7112462006079028,0.609375,0.875314333612741,0.817576825210413,0.8454609857301891,0.9294975688816856,0.808885754583921,0.8650075414781297,0.7941662080352229,0.8954390319578033,0.8417675368236838,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
5,0.3974995563291363,0.8511315763691584,0.4052446686181827,0.8634785196944141,0.809105949784786,192.13450717926025,5e-05,5e-05,50.7,9.03,20.0,1.24,41.0,17.0,0.5195876288659794,0.7659574468085106,0.6191646191646192,0.8551046877895127,0.9033078880407124,0.8785455929944793,0.9123076923076924,0.8363892806770099,0.872700515084621,0.9147393855712806,0.8222153273347813,0.8660130718954249,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
6,0.3882632231570453,0.8573527971000294,0.3507836864188513,0.873598571286834,0.8303580184074645,193.5812029838562,5e-05,5e-05,50.7,9.05,19.0,1.24,42.0,17.9,0.6201550387596899,0.729483282674772,0.670391061452514,0.8792869598914939,0.8882364454883539,0.8837390457643622,0.8972554539057002,0.8991537376586742,0.8982035928143712,0.884887459807074,0.8538628606887992,0.8690983735986104,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
7,0.3803114599028608,0.863378073870873,0.3367096603892389,0.8777656513543011,0.8354369646842588,193.192946434021,5e-05,5e-05,50.7,9.15,20.0,1.24,42.0,17.8,0.6358839050131926,0.7325227963525835,0.6807909604519774,0.8713560278352455,0.9068310824036014,0.8887396892384423,0.8989473684210526,0.9033850493653032,0.9011607456911712,0.9100743745774172,0.8352466645982004,0.8710564633554441,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
8,0.3639788188910269,0.8703340844518468,0.3669453369379635,0.8747891655918246,0.8302662229383063,192.78370761871335,5e-05,5e-05,50.7,9.15,20.0,1.24,42.0,18.2,0.6647398843930635,0.6990881458966566,0.6814814814814815,0.8465627214741318,0.935212370326874,0.8886822282153817,0.9416466826538769,0.8307475317348378,0.8827276133383289,0.927061310782241,0.8163201985727583,0.8681735687180333,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
9,0.3646342353676343,0.8708239443519153,0.3928370376051004,0.8700267883718623,0.8179427965607402,193.09811639785767,5e-05,5e-05,50.7,8.96,19.0,1.24,42.0,17.4,0.5114068441064639,0.817629179331307,0.6292397660818714,0.8687287815918522,0.901546290859268,0.8848333493420422,0.9034381858083396,0.8709449929478138,0.8868940754039497,0.921983356449376,0.8250077567483711,0.8708039954150973,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
10,0.3589316689596164,0.8711178602919565,0.3953583401742406,0.8615934120448457,0.8098087234638983,192.6737220287323,5e-05,5e-05,50.8,8.98,20.0,1.24,42.0,18.2,0.5323886639676113,0.7993920972644377,0.6391251518833535,0.8655831739961759,0.8860833822665883,0.8757133185027566,0.9562937062937062,0.771509167842031,0.8540202966432475,0.8720024914356899,0.8687558175612783,0.8703761268262357,yolo_sppf,attention,44,yolo_sppf_full_attention256_seed44
1,0.6835360423337703,0.735671597922994,0.4514304830633577,0.8508780632999305,0.7646996310277683,183.4795308113098,5e-05,5e-05,51.0,10.5,11.0,1.51,39.0,15.7,0.7300613496932515,0.3617021276595745,0.483739837398374,0.8390613451589062,0.8888236445488353,0.8632259290941926,0.9361880772460116,0.7863187588152327,0.854733614411652,0.8454572894657411,0.8690660874961216,0.8570991432068543,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
2,0.4743913434223975,0.8314881943764083,0.4665495511033528,0.8420478222045837,0.7719275989595573,195.34788727760315,5e-05,5e-05,50.9,10.53,11.0,1.51,38.0,14.9,0.735,0.4468085106382978,0.555765595463138,0.8357089272318079,0.8721863378351928,0.8535580883057178,0.9572093023255814,0.7256699576868829,0.8255114320096271,0.8222926267281107,0.8858206639776606,0.8528752800597461,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
3,0.4515199843548869,0.8379543450573136,0.5553116675569779,0.8178390713364421,0.7246810158975993,187.38297200202945,5e-05,5e-05,51.4,9.38,11.0,1.18,36.0,12.0,0.8098591549295775,0.3495440729483283,0.4883227176220806,0.7998557518932564,0.8682716774319827,0.8326607226654154,0.9587628865979382,0.5902679830747531,0.7306852902662593,0.8115406480955089,0.8858206639776606,0.8470553330366415,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
4,0.4370592074457053,0.8449103556382874,0.4562812318903438,0.8550451433673976,0.7914933127024121,196.34518313407895,5e-05,5e-05,51.1,9.2,11.0,1.18,36.0,15.0,0.6532846715328468,0.5440729483282675,0.593698175787728,0.8463110945920832,0.8913681738109219,0.8682554814108675,0.9445422535211268,0.7566995768688294,0.8402505873140174,0.8552311435523114,0.8724790567793981,0.8637690062970358,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
5,0.4129587809371303,0.8545605956696385,0.4548483652605986,0.8473062803849588,0.7752627800409504,195.7293984889984,5e-05,5e-05,50.8,9.19,11.0,1.18,37.0,15.3,0.603125,0.5866261398176292,0.5947611710323575,0.8129594802530347,0.9307105108631826,0.8678590983756159,0.95625,0.6473906911142454,0.7720773759461732,0.9064406779661016,0.8296618057710208,0.866353474809655,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
6,0.4033964411691298,0.8568629371999608,0.388136464818972,0.8737970036709991,0.8272902569031055,195.948267698288,5e-05,5e-05,50.9,9.18,11.0,1.18,37.0,16.2,0.5817307692307693,0.7355623100303952,0.6496644295302013,0.8823414634146342,0.8851047171657859,0.8837209302325582,0.9073550212164072,0.9047954866008464,0.9060734463276836,0.8834827144686299,0.8563450201675458,0.8697022215219788,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
7,0.3868646419236325,0.8625453120407564,0.5342753384007318,0.7954162119257863,0.7611938313482405,195.6119406223297,5e-05,5e-05,50.8,9.2,11.0,1.18,38.0,15.5,0.5465393794749404,0.6960486322188449,0.6122994652406417,0.8725444340505145,0.7302798982188295,0.7950985615343633,0.9565217391304348,0.7447108603667136,0.8374306106264869,0.7011682242990654,0.9311200744647844,0.7999466879914701,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
8,0.3813898582872715,0.861271676300578,0.5033982852629075,0.8196249627939279,0.768403939140504,195.98165798187256,5e-05,5e-05,50.9,9.22,11.0,1.18,38.0,15.8,0.6067708333333334,0.7082066869300911,0.6535764375876577,0.829093027772383,0.8355842630651791,0.8323259894716319,0.9662542182227222,0.6057827926657263,0.7446900736887733,0.7929997265518184,0.8997828110456096,0.8430232558139534,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
9,0.3642215839336074,0.8715587342020182,0.4034547338417421,0.857128683401131,0.8244096185291858,195.6965696811676,5e-05,5e-05,50.9,9.19,11.0,1.18,38.0,15.7,0.6666666666666666,0.7173252279635258,0.6910688140556368,0.9066753078418665,0.8214914856136231,0.8619839802834257,0.874830852503383,0.9118476727785614,0.8929558011049723,0.8051409618573798,0.9038163201985728,0.8516298786727086,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
10,0.3661682260380386,0.8697462525717645,0.4040088435156374,0.8639746006548269,0.8227701745215955,195.78148221969604,5e-05,5e-05,50.9,9.2,11.0,1.18,39.0,17.1,0.6746987951807228,0.6808510638297872,0.6777609682299546,0.8733607359561558,0.8733607359561558,0.8733607359561558,0.941747572815534,0.8208744710860366,0.8771665410700827,0.8400940623162846,0.8867514737821905,0.8627924528301888,yolo_sppf,lstm,42,yolo_sppf_full_lstm256_seed42
1,0.6793179084608174,0.7389046732634467,0.4412446142573442,0.8394682012104375,0.7757992212217423,182.73985624313357,5e-05,5e-05,50.9,9.21,10.0,1.18,38.0,15.0,0.6583333333333333,0.4802431610942249,0.5553602811950791,0.8795435333896873,0.8146408299080055,0.8458489990854587,0.7957446808510639,0.9231311706629056,0.8547175971269998,0.8180242634315424,0.8786844554762644,0.8472700074794317,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
2,0.4867110537937302,0.8276183011658665,0.4739186822599361,0.8371862287925389,0.7774087912225804,194.42612743377688,5e-05,5e-05,50.7,9.24,10.0,1.18,38.0,15.7,0.6692913385826772,0.5167173252279635,0.5831903945111492,0.84364694471387,0.8512429046780192,0.8474279033515199,0.957116788321168,0.7397743300423131,0.8345266507557677,0.8030218242865137,0.8904747130003102,0.8444902162718846,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
3,0.4589751423117602,0.8355540315469776,0.3896527570627984,0.8673479511856335,0.8037127472315888,194.59795379638672,5e-05,5e-05,50.9,9.24,10.0,1.18,38.0,15.9,0.7224669603524229,0.4984802431610942,0.5899280575539567,0.8488646684831971,0.9146604032100216,0.8805351422649332,0.934283452098179,0.8321579689703809,0.8802685565087653,0.8835927367055771,0.8454855724480298,0.8641192325986998,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
4,0.4352519607294035,0.8432448319780542,0.4051553488376417,0.8600059529715249,0.8082292417652527,193.94727897644043,5e-05,5e-05,50.8,9.25,10.0,1.18,38.0,15.1,0.696969696969697,0.5592705167173252,0.6205733558178752,0.8778,0.8590722254844392,0.8683351468988031,0.8842917251051894,0.889280677009873,0.8867791842475388,0.8362348775449985,0.879304995345951,0.8572292800967937,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
5,0.4290579573826449,0.8464779073185069,0.4116634327053491,0.8662565730727255,0.8060684895809614,194.6784303188324,5e-05,5e-05,50.9,9.25,10.0,1.18,39.0,16.3,0.6690391459074733,0.5714285714285714,0.6163934426229508,0.8330725091288471,0.9377568995889608,0.8823204419889503,0.955249569707401,0.7827926657263752,0.8604651162790699,0.9157712305025996,0.8197331678560348,0.8650949574328749,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
6,0.401868063909787,0.8572548251200157,0.3835733500257548,0.875582895128485,0.823056954956978,194.90527439117432,5e-05,5e-05,50.8,9.23,10.0,1.18,39.0,16.0,0.6213872832369942,0.6534954407294833,0.6370370370370371,0.8619038851040324,0.9162262673713056,0.8882352941176471,0.9382239382239382,0.8568406205923836,0.8956874308883156,0.9025606917193216,0.8420726031647533,0.8712680577849118,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
7,0.3966848303382883,0.8611737043205643,0.4283769457859711,0.8521678737970036,0.7925361500276564,195.3668930530548,5e-05,5e-05,50.9,9.24,10.0,1.18,39.0,15.6,0.6462585034013606,0.5775075987841946,0.6099518459069021,0.8445644080416977,0.8880407124681934,0.8657570842476863,0.9630655586334256,0.735543018335684,0.8340663734506197,0.8465465465465466,0.8746509463233013,0.8603692965054174,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
8,0.3868437663938114,0.8636719898109141,0.3903636826545976,0.8566326024407184,0.8158316931912946,194.95474195480347,5e-05,5e-05,50.9,9.25,10.0,1.18,39.0,16.5,0.6865203761755486,0.6656534954407295,0.6759259259259259,0.8660137120470127,0.8653356821295752,0.8656745643234774,0.9238171611868484,0.8124118476727785,0.8645403377110693,0.8339201877934272,0.8817871548246975,0.8571859448047052,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
9,0.3737062720675313,0.8657783873812089,0.4448427070466254,0.8483976584978669,0.7992756213392009,195.2034294605255,5e-05,5e-05,50.8,9.24,10.0,1.18,39.0,15.5,0.660436137071651,0.6443768996960486,0.6523076923076923,0.8497131931166348,0.8698375415932668,0.8596576071186768,0.964319248826291,0.7242595204513399,0.8272251308900522,0.8281836557897776,0.8898541731306236,0.8579120550403828,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
10,0.3607465417772461,0.8688155187616342,0.3878758613526495,0.8690346264510368,0.824184066701277,195.3855800628662,5e-05,5e-05,50.9,9.25,10.0,1.18,39.0,16.3,0.7137809187279152,0.6139817629179332,0.6601307189542484,0.8763430357491697,0.8780583284400079,0.8771998435666797,0.9195230998509688,0.8702397743300423,0.8942028985507247,0.8506746626686656,0.8802358051504809,0.8652028057334552,yolo_sppf,lstm,43,yolo_sppf_full_lstm256_seed43
1,0.6815440187254063,0.7349368080728912,0.475629136486659,0.8192280980255978,0.7620878950325564,182.14767694473267,5e-05,5e-05,50.9,9.32,10.0,1.18,39.0,15.2,0.4070945945945945,0.7325227963525835,0.5233441910966341,0.8776677667766777,0.7807790174202388,0.8263932048891651,0.9124709527498064,0.8307475317348378,0.8696936138796605,0.7803341550260202,0.8839590443686007,0.8289205702647656,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
2,0.4859990932596234,0.8284510629959831,0.39682000494296,0.8670503026093859,0.8054702045149068,193.31711792945865,5e-05,5e-05,50.7,9.32,10.0,1.18,38.0,16.6,0.6654135338345865,0.5379939209726444,0.5949579831932773,0.8494447478609138,0.913290272068898,0.880211280890398,0.8798043326345213,0.88787023977433,0.8838188838188837,0.912772585669782,0.8181818181818182,0.862892670157068,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
3,0.4574477385764585,0.8375134711472518,0.3918743484575922,0.8653636273439825,0.8099377273034181,193.5069124698639,5e-05,5e-05,50.8,9.33,10.0,1.18,38.0,15.4,0.6608996539792388,0.5805471124620061,0.6181229773462783,0.8658256880733946,0.8866705813270699,0.8761241659413983,0.8498360655737704,0.913963328631876,0.8807339449541284,0.891856247939334,0.8392801737511635,0.864769820971867,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
4,0.4364098460854361,0.8472126971686098,0.4936489320470996,0.8348050401825577,0.7731024878454362,193.59004759788516,5e-05,5e-05,50.8,9.34,10.0,1.18,38.0,15.8,0.7354260089686099,0.4984802431610942,0.5942028985507246,0.8287645512579798,0.8639655509884517,0.8459990416866316,0.9490874159462056,0.6967559943582511,0.8035786905246035,0.8162797363141301,0.8836487744337573,0.8486293206197854,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
5,0.4203102138699222,0.8468697952385618,0.4323890937725082,0.8548467109832325,0.7894295003371973,193.79570293426517,5e-05,5e-05,50.9,9.32,11.0,1.18,38.0,16.3,0.431578947368421,0.7477203647416414,0.5472747497219131,0.8660333462582396,0.8743394010569583,0.8701665530339924,0.921278254091972,0.8335684062059239,0.875231395779341,0.886897001303781,0.8442444927086565,0.8650453028135431,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
6,0.4068897950979749,0.8527481140393848,0.3737230876604804,0.8662565730727255,0.8181819595220676,194.1421480178833,5e-05,5e-05,51.0,9.21,10.0,1.18,38.0,15.8,0.6858108108108109,0.6170212765957447,0.6496000000000001,0.8729571984435798,0.8782540614601684,0.8755976192799297,0.8833097595473833,0.8808180535966149,0.8820621468926555,0.8646639826571694,0.8662736580825318,0.865468071915685,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
7,0.3961807719860985,0.8590183207602625,0.377157565327509,0.8623871415815061,0.8159626109839124,193.4934597015381,5e-05,5e-05,50.8,9.19,10.0,1.18,39.0,15.6,0.576271186440678,0.723404255319149,0.6415094339622641,0.880623875224955,0.8620082207868467,0.8712166172106824,0.897196261682243,0.8801128349788434,0.8885724457102171,0.8558338423946243,0.869376357430965,0.8625519470524858,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
8,0.3801105360100542,0.866121289311257,0.4159648837883853,0.8565333862486357,0.7985961766348204,193.88926482200625,5e-05,5e-05,50.8,9.17,10.0,1.18,39.0,16.7,0.7164179104477612,0.5835866261398176,0.6432160804020101,0.8208491542975492,0.9309062438833432,0.8724204347427313,0.9481621112158342,0.7094499294781382,0.8116175877369907,0.9062922868741544,0.8312131554452373,0.8671306036575498,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
9,0.3689220622926366,0.8702850984618399,0.3981068528778407,0.8604028177398552,0.8074459153485616,193.7765626907349,5e-05,5e-05,50.9,9.17,10.0,1.18,39.0,15.5,0.5141129032258065,0.7750759878419453,0.6181818181818183,0.8874898456539398,0.8553532981013897,0.8711252865543706,0.8426966292134831,0.8991537376586742,0.8700102354145343,0.8811188811188811,0.8600682593856656,0.8704663212435233,yolo_sppf,lstm,44,yolo_sppf_full_lstm256_seed44
