epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other
1,0.8156058441228627,0.6629763887528167,0.8444411881024106,0.6418295465820022,0.601009748702065,200.92455339431763,5e-05,5e-05,50.9,6.6,nan,nan,nan,nan,0.21716738197424892,0.7689969604863222,0.3386880856760375,0.8594392523364486,0.449990213348992,0.5906988694758478,0.8053639846743295,0.7411847672778561,0.7719427102460522,0.580867450344548,0.889233633260937,0.7027093294103225
2,0.6119237116546746,0.7636915842069169,0.5919744338019796,0.7613850580414724,0.7014858757539851,202.54685926437378,5e-05,5e-05,50.5,6.62,nan,nan,nan,nan,0.47560975609756095,0.47416413373860183,0.4748858447488584,0.8136333843128687,0.728909767077706,0.7689448688829238,0.8514376996805112,0.7517630465444288,0.798501872659176,0.6955634880163182,0.8464163822525598,0.7636109167249826
3,0.5777096507959886,0.7762809836386794,0.5375625357238782,0.7956146443099514,0.7084444789328067,203.75738191604614,5e-05,5e-05,50.6,6.62,nan,nan,nan,nan,0.39166666666666666,0.5714285714285714,0.4647713226205192,0.766847915636843,0.910941475826972,0.8327071032385043,0.8751191611058151,0.6473906911142454,0.7442237535468179,0.9105199516324063,0.7008997828110456,0.7920757363253856
4,0.5433024667629675,0.7901440188106201,0.5781508224055407,0.7820220259946423,0.7142716753180759,203.00838589668274,5e-05,5e-05,50.7,6.63,nan,nan,nan,nan,0.31920529801324504,0.7325227963525835,0.4446494464944649,0.8388136686009027,0.7639459776864357,0.7996312231100184,0.7579963789981895,0.8857545839210155,0.816910569105691,0.8234903782349038,0.7700899782811046,0.7958954625621292
5,0.5188543571065819,0.8007249926521015,0.5230094095048983,0.8091080464331779,0.744657821422327,203.17443299293518,5e-05,5e-05,50.8,6.62,nan,nan,nan,nan,0.48760330578512395,0.5379939209726444,0.5115606936416185,0.8324659727782225,0.814053630847524,0.823156853043048,0.8469314079422383,0.8272214386459803,0.8369603995718873,0.7934032983508246,0.820974247595408,0.8069533394327539
6,0.5155956665211617,0.8039090820025473,0.5707191458999342,0.7657505704931045,0.7278711704375581,203.2267587184906,5e-05,5e-05,50.7,6.76,nan,nan,nan,nan,0.3816155988857939,0.8328267477203647,0.5234001910219677,0.870722433460076,0.6723429242513213,0.7587806494367131,0.8440934065934066,0.8667136812411848,0.8552540013917885,0.702020202020202,0.8625504188644121,0.7740498398997633
7,0.5040379136824122,0.8058685216028216,0.5631212012565118,0.7809306478817343,0.7147304988949414,202.93057513237,5e-05,5e-05,50.7,6.75,nan,nan,nan,nan,0.375,0.6474164133738601,0.4749163879598661,0.8275497249259416,0.7655118418477197,0.7953228266395526,0.8873362445414847,0.7165021156558533,0.7928209129925867,0.7502747252747253,0.8473471920570896,0.7958618679877604
8,0.4907731704770071,0.8110610365435486,0.6318744303492297,0.7428316301220359,0.7074592654530496,202.9481818675995,5e-05,5e-05,50.7,6.75,nan,nan,nan,nan,0.3670886075949367,0.7933130699088146,0.5019230769230769,0.8670645686380901,0.6255627324329615,0.7267765776009095,0.8819444444444444,0.806064880112835,0.8422991893883567,0.6582307341541268,0.8957493018926466,0.7588382178998555
9,0.47054625533778094,0.8190457529146664,0.5299630744898293,0.7993848596090882,0.7411458131774518,203.3573498725891,5e-05,5e-05,50.8,6.53,nan,nan,nan,nan,0.5240641711229946,0.5957446808510638,0.5576102418207681,0.8126336248785229,0.818359757291055,0.8154866393602498,0.8646362098138748,0.7207334273624824,0.7861538461538462,0.7868561278863233,0.8246974868135277,0.8053325253749432
10,0.4668485799681711,0.8218869403350642,0.5769757629978278,0.7756721897013593,0.7091316148073495,203.21863913536072,5e-05,5e-05,50.7,6.53,nan,nan,nan,nan,0.3469945355191257,0.7720364741641338,0.4787935909519322,0.8186345714878606,0.7721667645331768,0.7947219983883965,0.8933962264150943,0.6678420310296191,0.764326069410815,0.7704728950403691,0.8290412659013342,0.7986848004782544
