epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other
1,0.6015596747702006,0.7769178015087685,0.4451083133041504,0.8511757118761782,0.783249665505958,188.54201126098633,5e-05,5e-05,51.0,6.58,nan,nan,nan,nan,0.5645645645645646,0.5714285714285714,0.56797583081571,0.811489218328841,0.9428459581131337,0.8722498868266184,0.9399141630901288,0.7722143864598026,0.8478513356562137,0.9372400756143667,0.7691591684765746,0.8449216087252895
2,0.4728248898555936,0.8308513765063192,0.4555852094916479,0.8419486060125012,0.7677210650817865,189.18247961997986,5e-05,5e-05,50.8,6.62,nan,nan,nan,nan,0.6287878787878788,0.5045592705167173,0.5598650927487353,0.8221265913573605,0.8974358974358975,0.8581321355043982,0.9427184466019417,0.6847672778561354,0.7933006535947713,0.8615960099750624,0.857586099906919,0.8595863784792412
3,0.43873491130921066,0.8419222102478691,0.3745552073022173,0.8671495188014684,0.8109962907052785,188.0872721672058,5e-05,5e-05,50.9,6.63,nan,nan,nan,nan,0.6,0.6382978723404256,0.6185567010309279,0.8677087304613038,0.8909767077706009,0.879188797682279,0.850132625994695,0.9040902679830748,0.8762816131237183,0.906218487394958,0.8364877443375737,0.8699580509841884
4,0.41840696101570296,0.8509846183991379,0.40910752194578803,0.8553427919436452,0.7933784790284615,188.18999099731445,5e-05,5e-05,50.8,6.6,nan,nan,nan,nan,0.4412811387900356,0.7537993920972644,0.5566778900112234,0.8911423841059603,0.8428263848111176,0.8663112362941353,0.86743711760707,0.8998589562764457,0.8833506403599862,0.8683883011823273,0.8659633881476885,0.8671741494485008
5,0.4020980902856981,0.8551484275497208,0.4047848239145611,0.8613949796606806,0.8020349236973898,187.8074824810028,5e-05,5e-05,50.7,6.59,nan,nan,nan,nan,0.5977653631284916,0.6504559270516718,0.6229985443959243,0.8266505357760111,0.9361910354276767,0.8780174391922901,0.9350086655112652,0.7609308885754584,0.8390357698289268,0.9370729953254225,0.8085634502016754,0.8680879413724183
6,0.3824890025097258,0.8619574801606741,0.3881844291574366,0.8592122234348646,0.8089411542760565,187.6387815475464,5e-05,5e-05,50.8,6.59,nan,nan,nan,nan,0.499054820415879,0.8024316109422492,0.6153846153846154,0.8973821989528796,0.8387159913877471,0.867057871307163,0.8623914495657983,0.9104372355430184,0.8857632933104632,0.860280658938377,0.8749612162581446,0.8675588371019842
7,0.3834167995364595,0.8639659057509552,0.4141151861259936,0.8605020339319377,0.8044914447530236,187.62314128875732,5e-05,5e-05,50.7,6.58,nan,nan,nan,nan,0.5654320987654321,0.6960486322188449,0.6239782016348774,0.8536539895600298,0.8962614993149345,0.8744390337057196,0.9560246262093228,0.7665726375176305,0.850880626223092,0.8755121336274819,0.8619298789947254,0.8686679174484053
8,0.36313789102853183,0.8682766728715587,0.4170016450753864,0.8442305784303998,0.8129027766728791,187.57451248168945,5e-05,5e-05,50.8,6.59,nan,nan,nan,nan,0.6266318537859008,0.729483282674772,0.6741573033707865,0.9132711131345322,0.7852808768839303,0.8444537992001684,0.8589157413455258,0.9273624823695346,0.8918277382163444,0.7799575821845175,0.9128141483090288,0.8411722659042173
9,0.36443896208624105,0.8679827569315176,0.44588602312650194,0.853854549062407,0.7997717201125525,188.57568764686584,5e-05,5e-05,50.7,6.58,nan,nan,nan,nan,0.718213058419244,0.6352583586626139,0.6741935483870968,0.8245737387941642,0.9181835975729106,0.8688646045563994,0.9563008130081301,0.6636107193229901,0.7835137385512072,0.8876404494382022,0.8578963698417623,0.8725149889555065
10,0.3236169352088135,0.8825315959635545,0.39864451532198547,0.8664550054568906,0.8200877489113978,188.21007418632507,2.5e-05,2.5e-05,50.7,6.58,nan,nan,nan,nan,0.6068796068796068,0.7507598784194529,0.671195652173913,0.8658930949210576,0.8909767077706009,0.878255836388192,0.9144684252597922,0.8067700987306065,0.8572499063319595,0.881795195954488,0.8656531182128452,0.8736496007515265
