epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other
1,0.9050475086281106,0.6165376702263152,0.6801599238245261,0.7245758507788471,0.6487589572554524,377.5777835845947,5e-05,5e-05,47.4,6.34,nan,nan,nan,nan,0.2507082152974504,0.5379939209726444,0.3420289855072464,0.8182036503362152,0.6668623996868271,0.734821524857112,0.7099463966646814,0.840620592383639,0.7697772037455601,0.7158640226628895,0.7840521253490537,0.7484081149118911
2,0.6157264229914517,0.7661898696972665,0.6759992524271919,0.7372755233654132,0.6725778318682096,226.58718180656433,5e-05,5e-05,50.4,6.32,nan,nan,nan,nan,0.29428989751098095,0.6109422492401215,0.39723320158102765,0.8333333333333334,0.6840869054609513,0.7513705256368913,0.9139194139194139,0.7038081805359662,0.7952191235059761,0.6659367396593674,0.8492088116661496,0.7464884767489431
3,0.5810352142806804,0.7763299696286862,0.6273538454894035,0.7653537057247742,0.6795184951341041,193.02542066574097,5e-05,5e-05,50.6,6.33,nan,nan,nan,nan,0.2638731596828992,0.7082066869300911,0.3844884488448845,0.7589891451831751,0.8759052652182423,0.8132666969559291,0.9539267015706806,0.6424541607898449,0.7678044669195111,0.8933901918976546,0.6500155134967421,0.7525143678160919
4,0.5448312485724874,0.7918095424708533,0.581096458095052,0.7722988391705526,0.7038679514947672,181.25453734397888,5e-05,5e-05,50.7,6.32,nan,nan,nan,nan,0.27901785714285715,0.7598784194528876,0.40816326530612246,0.8412942989214176,0.7480916030534351,0.7919602154993785,0.8437270726338958,0.8110014104372355,0.8270406328658755,0.7818126335062557,0.7949115730685696,0.7883076923076924
5,0.5253959507404077,0.7995983148819438,0.5316069401623238,0.8055362635182062,0.7377224757735226,176.2174801826477,5e-05,5e-05,50.8,6.38,nan,nan,nan,nan,0.5147540983606558,0.47720364741641336,0.4952681388012618,0.8129800307219662,0.8287336073595616,0.8207812348550935,0.8887122416534181,0.7884344146685472,0.8355754857997011,0.7889963724304716,0.8098045299410487,0.799265043638034
6,0.5181245175263257,0.8012148525521701,0.5181650393479873,0.795713860502034,0.7519387378289148,175.01983499526978,5e-05,5e-05,50.9,6.39,nan,nan,nan,nan,0.4955357142857143,0.6747720364741642,0.5714285714285714,0.8432595140829929,0.7676649050694853,0.8036885245901639,0.7979924717691342,0.8970380818053597,0.8446215139442231,0.7690490253987006,0.8079429103319888,0.7880163413527008
7,0.5108503476602717,0.8065053394729107,0.6409080840055905,0.7508681416807222,0.6710043936843081,173.98491406440735,5e-05,5e-05,50.8,6.37,nan,nan,nan,nan,0.28921568627450983,0.7173252279635258,0.4122270742358079,0.8168679896462467,0.7412409473478175,0.7772190867111338,0.9205816554809844,0.580394922425952,0.7119377162629759,0.7291722475221002,0.8445547626434998,0.7826336975273146
8,0.4915327153994839,0.8117958263936514,0.650490510624109,0.7277507689254886,0.6813857492946389,173.37245082855225,5e-05,5e-05,50.8,6.38,nan,nan,nan,nan,0.29775280898876405,0.8054711246200608,0.4347826086956522,0.877283105022831,0.6016833039733803,0.7138047138047139,0.8198451794510908,0.8215796897038082,0.8207115181401903,0.6639305816135085,0.878374185541421,0.7562441565379991
9,0.478692946006722,0.8192906828647007,0.5937177151278962,0.7655521381089394,0.7231157710110516,173.5943202972412,5e-05,5e-05,50.8,6.37,nan,nan,nan,nan,0.4962962962962963,0.6109422492401215,0.547683923705722,0.8472744360902256,0.7058132706987669,0.7701014415376403,0.8524590163934426,0.770098730606488,0.8091885883660614,0.6809282088469906,0.8740304064536146,0.7654891304347826
10,0.4724104374845667,0.8205153326148722,0.6401491216960408,0.7563250322452624,0.6701036452029928,173.61097145080566,5e-05,5e-05,50.9,6.38,nan,nan,nan,nan,0.2575452716297787,0.7781155015197568,0.38699924414210135,0.7581632653061224,0.8725778038755138,0.8113568113568114,0.8576744186046512,0.6502115655853314,0.7396710790212595,0.9328638497652583,0.6165063605336643,0.7423874462917991
