class_index,class_name,threshold,selected,precision,recall,f1,macro_f1,support
0,attack,0.3,False,0.5349344978165939,0.7446808510638298,0.6226175349428208,0.8138651064855212,329
0,attack,0.35,False,0.5361050328227571,0.7446808510638298,0.6234096692111959,0.8141095603026256,329
0,attack,0.4,False,0.5372807017543859,0.7446808510638298,0.624203821656051,0.8144117902481884,329
0,attack,0.45,False,0.5432372505543237,0.7446808510638298,0.6282051282051282,0.8155917772762948,329
0,attack,0.5,False,0.5504587155963303,0.729483282674772,0.6274509803921569,0.8152238094295637,329
0,attack,0.55,False,0.5650118203309693,0.7264437689969605,0.6356382978723405,0.8175229355888841,329
0,attack,0.6000000000000001,False,0.5815085158150851,0.7264437689969605,0.6459459459459459,0.8202286843699372,329
0,attack,0.65,False,0.6030534351145038,0.7203647416413373,0.6565096952908587,0.8224841549226235,329
0,attack,0.7,False,0.6164021164021164,0.7082066869300911,0.6591230551626591,0.822601115389105,329
0,attack,0.75,False,0.6356164383561644,0.7051671732522796,0.6685878962536024,0.8245045937288009,329
0,attack,0.8,False,0.6695906432748538,0.6960486322188449,0.6825633383010432,0.8271845802211434,329
0,attack,0.8500000000000001,True,0.6947040498442367,0.6778115501519757,0.6861538461538462,0.8273444178677857,329
0,attack,0.9000000000000001,False,0.7128378378378378,0.6413373860182371,0.6752,0.8238150936765499,329
0,attack,0.95,False,0.7579365079365079,0.5805471124620061,0.657487091222031,0.8179493178677715,329
1,investigation,0.3,False,0.8497492836676218,0.9287531806615776,0.8874964930328252,0.8264406091742278,5109
1,investigation,0.35,True,0.8558983666061706,0.9230769230769231,0.8882192296826443,0.8273444178677857,5109
1,investigation,0.4,False,0.8599300570587153,0.914464670189861,0.8863593246063365,0.8263500631247516,5109
1,investigation,0.45,False,0.8640595903165735,0.908201213544725,0.8855806851798835,0.8261944236426781,5109
1,investigation,0.5,False,0.869935630443014,0.8993932276375024,0.8844192089308055,0.8256829427979631,5109
1,investigation,0.55,False,0.875625721986908,0.8901937756899589,0.8828496554401631,0.8249637604270301,5109
1,investigation,0.6000000000000001,False,0.8806584362139918,0.8796241926012919,0.8801410105757932,0.8230557632623399,5109
1,investigation,0.65,False,0.8870418586020429,0.8669015462908592,0.8768560681053257,0.8211900845366906,5109
1,investigation,0.7,False,0.8923895253682488,0.8537874339401057,0.8726617985395619,0.819195199690218,5109
1,investigation,0.75,False,0.9003167898627243,0.8344098649442161,0.866111336854937,0.8153372517100135,5109
1,investigation,0.8,False,0.9092920353982301,0.8044627128596594,0.8536712015785647,0.8086497395888718,5109
1,investigation,0.8500000000000001,False,0.9180405087140838,0.7629673125856332,0.8333511491181187,0.7985863183348827,5109
1,investigation,0.9000000000000001,False,0.9317226890756303,0.6944607555294579,0.7957833352024224,0.7821260175696592,5109
1,investigation,0.95,False,0.9568141592920354,0.5290663534938345,0.6813713133350139,0.7382407193688748,5109
2,mount,0.3,True,0.9066059225512528,0.842031029619182,0.8731261425959781,0.8273444178677857,1418
2,mount,0.35,False,0.9088820826952527,0.8370944992947814,0.8715124816446403,0.8265565475211343,1418
2,mount,0.4,False,0.9109062980030722,0.8363892806770099,0.8720588235294118,0.8266347214778834,1418
2,mount,0.45,False,0.9147286821705426,0.8321579689703809,0.8714918759231906,0.8262250201366997,1418
2,mount,0.5,False,0.915625,0.8265162200282088,0.8687916975537436,0.8253935691446941,1418
2,mount,0.55,False,0.9193037974683544,0.8194640338504936,0.8665175242356449,0.8245548124588512,1418
2,mount,0.6000000000000001,False,0.9261637239165329,0.8138222849083215,0.8663663663663663,0.8242529029618636,1418
2,mount,0.65,False,0.9308380797396257,0.8067700987306065,0.8643747638836418,0.8232635382534066,1418
2,mount,0.7,False,0.9338296112489661,0.7961918194640338,0.8595355919299582,0.8214488365441706,1418
2,mount,0.75,False,0.9424703891708968,0.7856135401974612,0.8569230769230769,0.8199572604568734,1418
2,mount,0.8,False,0.9504347826086956,0.7708039492242595,0.8512461059190031,0.8174594519739156,1418
2,mount,0.8500000000000001,False,0.9584837545126353,0.7489421720733427,0.8408551068883611,0.8136204739111929,1418
2,mount,0.9000000000000001,False,0.9668560606060606,0.7200282087447109,0.8253839935327404,0.8081229916885232,1418
2,mount,0.95,False,0.9775401069518717,0.6445698166431594,0.7768805779855502,0.7922038033655837,1418
