epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other
1,0.9654458795782167,0.6213382972469874,0.7238192211223554,0.7330092271058637,0.6056747846768775,102.96437954902649,5e-05,5e-05,19.7,24.86,nan,nan,nan,nan,0.2629815745393635,0.47720364741641336,0.3390928725701944,0.8049721388769824,0.735173223722842,0.7684910485933504,0.8913412563667232,0.3702397743300423,0.523168908819133,0.6978944878164183,0.9152963077877754,0.7919463087248323
2,0.5980005991122566,0.7790241990790634,0.5630685884175421,0.8012699672586566,0.7168993175159638,32.67732787132263,5e-05,5e-05,26.9,25.3,nan,nan,nan,nan,0.37105751391465674,0.60790273556231,0.4608294930875576,0.8538947368421053,0.7938931297709924,0.8228015011664469,0.8953488372093024,0.6516220028208745,0.7542857142857142,0.7706226716338478,0.8985417313062364,0.8296805615241368
3,0.5297103164524868,0.8063583815028902,0.4328000752278898,0.8492906042266097,0.7719105712422921,25.043904542922974,5e-05,5e-05,27.5,25.3,nan,nan,nan,nan,0.509641873278237,0.5623100303951368,0.5346820809248556,0.849512743628186,0.8872577803875514,0.8679751077070369,0.8935993349958438,0.7581100141043724,0.820297596337276,0.8709474346868115,0.858516909711449,0.8646875
4,0.5011709206810565,0.816106593514255,0.5038731820126877,0.8347058239904752,0.7345162483064666,21.91783618927002,5e-05,5e-05,28.7,25.44,nan,nan,nan,nan,0.4224137931034483,0.5957446808510638,0.4943253467843632,0.8121783876500858,0.9267958504599726,0.865709845506902,0.9435957696827262,0.5662905500705219,0.7078007933010135,0.9130879345603272,0.8312131554452373,0.8702290076335878
5,0.4785424697922315,0.8168903693543647,0.42067610628054114,0.8526639547574164,0.774313865084036,20.65896487236023,5e-05,5e-05,28.5,25.36,nan,nan,nan,nan,0.4,0.6869300911854104,0.5055928411633109,0.8724609375,0.8743394010569583,0.8733991592531037,0.8582791033984093,0.8370944992947814,0.8475544448411283,0.9013616738625041,0.8420726031647533,0.8707090150786012
6,0.45971693546981274,0.8261977074556677,0.4139035584145709,0.8584184938982042,0.7820255905572548,20.48739218711853,5e-05,5e-05,29.5,25.38,nan,nan,nan,nan,0.5292479108635098,0.5775075987841946,0.5523255813953488,0.8453328509406657,0.9146604032100215,0.8786311930055466,0.907861369399831,0.7574047954866009,0.825836216839677,0.9022931206380858,0.8423828730995967,0.8713093709884467
7,0.44906426274851197,0.8338395218967375,0.4430064840973178,0.84968746899494,0.7651317562870759,19.929858684539795,5e-05,5e-05,28.6,25.61,nan,nan,nan,nan,0.44893617021276594,0.6413373860182371,0.5281602002503129,0.8368731036944494,0.9177921315325895,0.8754667662434654,0.945382323733863,0.6713681241184767,0.7851546391752577,0.9043014338112704,0.8414520632950667,0.8717454194792672
8,0.4462034029646727,0.8351621436269226,0.4055660950680134,0.8574263319773787,0.7809697530100864,20.136672258377075,5e-05,5e-05,29.5,25.57,nan,nan,nan,nan,0.41459074733096085,0.7082066869300911,0.5230078563411896,0.8656291516416778,0.8927383049520454,0.8789747542879168,0.874251497005988,0.8236953455571228,0.8482207697893973,0.9203296703296703,0.8315234253800806,0.8736756316218418
9,0.4371109622118989,0.8382482609973547,0.43327440565475556,0.8461156860799682,0.761545600553464,19.38265323638916,5e-05,5e-05,28.9,25.49,nan,nan,nan,nan,0.3628048780487805,0.723404255319149,0.4832487309644671,0.856711346044931,0.8882364454883539,0.8721891216605804,0.9209138840070299,0.7390691114245416,0.8200312989045384,0.9049531459170014,0.8389699038163202,0.8707132506842699
10,0.43573295219938585,0.8369746252571765,0.397065582083939,0.8606012501240202,0.7882895488095909,19.6829731464386,5e-05,5e-05,29.5,25.48,nan,nan,nan,nan,0.44022770398481975,0.7051671732522796,0.5420560747663551,0.872528316375504,0.8896065766294774,0.8809846869548362,0.9047619047619048,0.8173483779971791,0.858836606150426,0.8941868060091444,0.8495190816009929,0.8712808273667463
