model_name,stream,head,capacity,seed,prediction_type,evaluated_videos,total_frames,gt_bouts_total,pred_bouts_total,mean_accuracy,mean_frame_macro_f1_present_behaviors,mean_bout_macro_f1_iou10_present_behaviors,mean_bout_macro_f1_iou25_present_behaviors,mean_bout_macro_f1_iou50_present_behaviors,sd_accuracy,sd_frame_macro_f1_present_behaviors,sd_bout_macro_f1_iou10_present_behaviors,sd_bout_macro_f1_iou25_present_behaviors,sd_bout_macro_f1_iou50_present_behaviors,best_val_epoch,best_epoch_train_loss,best_epoch_val_loss,best_validation_macroF1,best_epoch_elapsed_s,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_power_w
yolo_sppf_animal_visual_only_lstm512_seed43,animal_visual_only,lstm,512,43,raw_windows,28,348368,2031,1446,0.8464683521745094,0.6155751494752142,0.6161367034535861,0.5395151207049113,0.3776280572688648,0.0583226932802371,0.16254602707251276,0.15853675390900063,0.18423394873965704,0.2139205977954595,10,0.4632757502056214,0.5743554207888092,0.7350391431795924,190.8092141151428,51.0,9.12,10.0,1.05,16.2
yolo_sppf_animal_visual_only_lstm512_seed43,animal_visual_only,lstm,512,43,smoothed_frames,28,348368,2031,1450,0.8464061080073918,0.6155357140866575,0.6160710109613278,0.5393357522665326,0.3775499557366048,0.058384766062903305,0.1626060427913282,0.1588288816307323,0.18446290538162297,0.213991553915705,10,0.4632757502056214,0.5743554207888092,0.7350391431795924,190.8092141151428,51.0,9.12,10.0,1.05,16.2
yolo_sppf_animal_visual_only_lstm512_seed44,animal_visual_only,lstm,512,44,raw_windows,28,348368,2031,1778,0.7976663850863925,0.6513981148569238,0.6392074776758516,0.5637233454509057,0.37783389095335934,0.07360081514814198,0.14578558844789807,0.14602740077480533,0.16130195194802158,0.17648777335603513,6,0.5224194602287582,0.4975901490875652,0.7528366431686072,193.65508127212524,50.9,9.01,10.0,1.05,15.1
yolo_sppf_animal_visual_only_lstm512_seed44,animal_visual_only,lstm,512,44,smoothed_frames,28,348368,2031,1782,0.797604140919275,0.6513591044064689,0.6391633610891613,0.5635512229285801,0.3777796904885142,0.07357781052711101,0.14585946991867718,0.1462748492129766,0.16163001893528753,0.1765757135100131,6,0.5224194602287582,0.4975901490875652,0.7528366431686072,193.65508127212524,50.9,9.01,10.0,1.05,15.1
yolo_sppf_animal_visual_only_lstm896_seed42,animal_visual_only,lstm,896,42,raw_windows,28,348368,2031,1688,0.8289595675780638,0.6510798287218156,0.6370725171497592,0.559996305815708,0.39248579245710846,0.0687611513323294,0.15129740082507612,0.12635882214035887,0.15257424583810905,0.17869792988653016,2,0.616381617946124,0.537712368780067,0.7437266641093107,202.8962333202362,50.4,9.25,23.0,1.13,15.2
yolo_sppf_animal_visual_only_lstm896_seed42,animal_visual_only,lstm,896,42,smoothed_frames,28,348368,2031,1692,0.8288973234109462,0.6510421074754322,0.6370024334798394,0.5598033453649339,0.3923850641424845,0.06875033722334838,0.15134372223897838,0.12647556856146522,0.15282121014020347,0.1787824543558831,2,0.616381617946124,0.537712368780067,0.7437266641093107,202.8962333202362,50.4,9.25,23.0,1.13,15.2
yolo_sppf_animal_visual_only_lstm896_seed43,animal_visual_only,lstm,896,43,raw_windows,28,348368,2031,1666,0.8037330783210933,0.6051846223675813,0.6238068024510842,0.5194818854870341,0.3529162242893603,0.06753882220175414,0.17044316594741893,0.16485061649462499,0.1848563178742681,0.2076434444821338,3,0.5702201453005445,0.507323657940068,0.7398058822092527,201.37368655204773,50.8,9.09,22.0,1.13,20.0
yolo_sppf_animal_visual_only_lstm896_seed43,animal_visual_only,lstm,896,43,smoothed_frames,28,348368,2031,1670,0.8036708341539758,0.6051448632703531,0.6237467597572975,0.5192805229849591,0.35279418625152487,0.06749441936562989,0.17050468637510963,0.16517606707954413,0.18512199802894633,0.20776218681412315,3,0.5702201453005445,0.507323657940068,0.7398058822092527,201.37368655204773,50.8,9.09,22.0,1.13,20.0
yolo_sppf_animal_visual_only_lstm896_seed44,animal_visual_only,lstm,896,44,raw_windows,28,348368,2031,1741,0.8120302707984036,0.6513748527816651,0.6335957483158686,0.5568502457797531,0.3869444119383485,0.0665392761815751,0.14655169715381772,0.14029188470944196,0.15800341547821622,0.16427126504684533,6,0.5160554451430012,0.4969566390657472,0.7509734996200188,200.4378321170807,50.7,9.25,23.0,1.13,17.5
yolo_sppf_animal_visual_only_lstm896_seed44,animal_visual_only,lstm,896,44,smoothed_frames,28,348368,2031,1745,0.8119680266312861,0.651334412536621,0.63355491258526,0.5566868302183546,0.38685896325100533,0.06651938983816076,0.14662229432779805,0.1405156777721444,0.1583282244258049,0.16440682771239723,6,0.5160554451430012,0.4969566390657472,0.7509734996200188,200.4378321170807,50.7,9.25,23.0,1.13,17.5
