stream,head,capacity,class,threshold,n_seeds,matched_bouts_mean,median_tiou_mean,median_tiou_sd,median_abs_start_offset_frames_mean,median_abs_start_offset_frames_sd,median_abs_end_offset_frames_mean,median_abs_end_offset_frames_sd,median_abs_mean_boundary_offset_frames_mean,median_abs_mean_boundary_offset_frames_sd,median_duration_error_frames_mean,median_duration_error_frames_sd,median_abs_duration_error_frames_mean,median_abs_duration_error_frames_sd,median_pred_duration_frames_mean,median_pred_duration_frames_sd,median_gt_duration_frames_mean,median_gt_duration_frames_sd
animal_visual_only,lstm,256,investigation,0.5,3,364.3333333333333,0.685515873015873,0.012764989317914465,10.666666666666666,1.5275252316519468,8.0,0.0,10.666666666666666,0.7637626158259733,15.833333333333334,2.0207259421636903,18.0,2.6457513110645907,79.0,0.0,62.5,2.179449471770337
animal_visual_only,lstm,256,mount,0.1,3,149.66666666666666,0.760059326506044,0.04733691022808357,8.0,0.0,15.666666666666666,3.7859388972001824,13.166666666666666,1.2583057392117913,-7.333333333333333,11.50362261782493,20.333333333333332,3.214550253664318,87.0,8.0,103.16666666666667,2.362907813126306
animal_visual_only,lstm,256,mount,0.25,3,143.33333333333334,0.769646191815475,0.0457198151846421,8.0,0.0,15.0,3.4641016151377544,12.75,1.299038105676658,-7.0,11.0,19.666666666666668,3.752776749732568,92.33333333333333,12.220201853215574,102.5,1.3228756555322954
animal_visual_only,lstm,256,mount,0.5,3,122.0,0.7949824897453758,0.03920864799941139,7.666666666666667,0.5773502691896257,13.0,2.6457513110645907,11.5,1.3228756555322954,-6.333333333333333,10.503967504392486,17.666666666666668,3.785938897200183,105.66666666666667,9.237604307034012,106.33333333333333,3.214550253664317
animal_visual_only,lstm,512,attack,0.1,3,199.0,0.48560418441442543,0.025240902822310108,13.0,2.29128784747792,16.833333333333332,2.9297326385411577,20.166666666666668,4.0722639076235385,12.666666666666666,15.50268793897798,30.666666666666668,7.094598884597588,68.33333333333333,18.475208614068027,57.5,0.8660254037844386
animal_visual_only,lstm,512,attack,0.25,3,169.0,0.542750289483244,0.037169877107867705,11.333333333333334,2.0816659994661326,14.666666666666666,2.5166114784235836,16.5,3.307189138830738,11.833333333333334,13.13709759929237,26.0,6.0,68.33333333333333,18.475208614068027,60.333333333333336,3.214550253664319
animal_visual_only,lstm,512,attack,0.5,3,97.33333333333333,0.6874322493224932,0.02170954676794087,7.666666666666667,1.1547005383792517,9.0,1.7320508075688772,10.583333333333334,2.4281337140555777,8.833333333333334,7.75134396948899,17.333333333333332,4.041451884327381,68.33333333333333,18.475208614068027,61.166666666666664,6.251666444503684
animal_visual_only,lstm,512,investigation,0.1,3,742.0,0.4797697368421052,0.045617955666109405,14.666666666666666,4.509249752822894,12.333333333333334,1.1547005383792515,16.666666666666668,3.329164059239696,21.333333333333332,7.234178138070235,26.833333333333332,5.346338310781814,63.0,0.0,37.666666666666664,1.5275252316519456
animal_visual_only,lstm,512,investigation,0.25,3,616.6666666666666,0.5545419429860919,0.03138576160946036,13.166666666666666,3.752776749732568,11.0,1.0,14.666666666666666,2.5166114784235836,18.5,6.5383484153110105,24.0,4.358898943540674,68.33333333333333,4.618802153517007,46.0,0.5
animal_visual_only,lstm,512,investigation,0.5,3,362.3333333333333,0.6888888888888888,0.022948210613692125,11.0,2.6457513110645907,7.666666666666667,0.5773502691896257,10.666666666666666,2.0207259421636903,13.666666666666666,4.932882862316248,17.333333333333332,3.785938897200183,84.33333333333333,9.237604307034013,64.33333333333333,2.081665999466134
animal_visual_only,lstm,512,mount,0.1,3,151.33333333333334,0.7604234804998812,0.030701827683447615,8.333333333333334,0.5773502691896258,15.166666666666666,1.607275126832159,14.083333333333334,1.6645820296198484,-5.333333333333333,11.372481406154654,21.0,4.58257569495584,84.33333333333333,9.237604307034013,101.83333333333333,3.0138568866708524
animal_visual_only,lstm,512,mount,0.25,3,143.66666666666666,0.7778919479792492,0.020869230368076887,8.166666666666666,0.28867513459481275,14.333333333333334,1.5275252316519468,13.5,1.8027756377319946,-3.6666666666666665,10.866615541802027,19.666666666666668,4.618802153517007,97.66666666666667,4.618802153517004,100.66666666666667,1.2583057392117918
animal_visual_only,lstm,512,mount,0.5,3,122.66666666666667,0.8063869123760794,0.011517763207767843,7.833333333333333,0.2886751345948129,13.0,1.0,11.833333333333334,0.28867513459481275,-1.6666666666666667,8.32666399786453,18.166666666666668,3.883726732577015,113.66666666666667,12.220201853215572,108.5,5.894913061275798
animal_visual_only,lstm,896,attack,0.1,3,196.66666666666666,0.4730853415395284,0.020414173403513085,15.0,0.0,16.0,1.7320508075688772,20.416666666666668,1.8763883748662835,15.333333333333334,4.509249752822894,32.833333333333336,4.645786621588784,73.66666666666667,9.237604307034012,57.666666666666664,1.5275252316519468
animal_visual_only,lstm,896,attack,0.25,3,163.33333333333334,0.5397302350427351,0.0327303938663189,12.333333333333334,0.5773502691896255,13.666666666666666,0.5773502691896258,16.666666666666668,2.362907813126304,14.0,3.605551275463989,26.333333333333332,3.5118845842842465,73.66666666666667,9.237604307034012,60.5,0.5
animal_visual_only,lstm,896,attack,0.5,3,93.0,0.7021573315118398,0.014198250298062202,8.333333333333334,0.5773502691896255,9.333333333333334,0.5773502691896255,10.666666666666666,0.7637626158259736,10.666666666666666,2.3094010767585034,18.333333333333332,2.081665999466133,79.0,0.0,62.666666666666664,3.214550253664319
animal_visual_only,lstm,896,investigation,0.1,3,753.3333333333334,0.45649801587301586,0.016541524585714694,15.666666666666666,2.3094010767585034,13.0,1.7320508075688772,18.0,1.5,23.0,7.0,29.0,3.605551275463989,68.33333333333333,9.237604307034012,36.333333333333336,2.0816659994661326
animal_visual_only,lstm,896,investigation,0.25,3,604.0,0.531040258747652,0.004127148372733442,14.0,1.7320508075688772,10.833333333333334,0.7637626158259733,15.583333333333334,0.9464847243000455,19.666666666666668,5.131601439446884,25.333333333333332,2.309401076758503,68.33333333333333,9.237604307034012,45.833333333333336,1.6072751268321601
animal_visual_only,lstm,896,investigation,0.5,3,343.3333333333333,0.6752955487132702,0.008445237187931123,11.5,1.3228756555322954,8.333333333333334,0.5773502691896258,11.5,0.5,13.666666666666666,4.509249752822894,18.0,2.0,79.0,0.0,64.33333333333333,1.1547005383792526
animal_visual_only,lstm,896,mount,0.1,3,166.0,0.7710882016036655,0.010655247166392474,9.0,1.0,13.0,2.0,12.333333333333334,0.5773502691896258,5.833333333333333,7.653975002136689,18.333333333333332,1.1547005383792517,89.66666666666667,9.237604307034012,97.83333333333333,3.6170890690351167
