model_name,head,capacity,seed,track,source,frequency_bin,motif_recall
Markov baseline,null,0,51,Markov baseline,null,Intermediate,0.8058823529411765
Markov baseline,null,0,51,Markov baseline,null,Common,0.8845208845208845
Composition shuffle,null,0,52,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,52,Composition shuffle,null,Intermediate,0.9029411764705882
Composition shuffle,null,0,52,Composition shuffle,null,Common,0.7414004914004914
Markov baseline,null,0,52,Markov baseline,null,Rare,0.14285714285714285
Markov baseline,null,0,52,Markov baseline,null,Intermediate,0.8235294117647058
Markov baseline,null,0,52,Markov baseline,null,Common,0.8722358722358723
Composition shuffle,null,0,53,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,53,Composition shuffle,null,Intermediate,0.8823529411764706
Composition shuffle,null,0,53,Composition shuffle,null,Common,0.7285012285012284
Markov baseline,null,0,53,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,53,Markov baseline,null,Intermediate,0.8676470588235294
Markov baseline,null,0,53,Markov baseline,null,Common,0.8501228501228502
Composition shuffle,null,0,54,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,54,Composition shuffle,null,Intermediate,0.9235294117647059
Composition shuffle,null,0,54,Composition shuffle,null,Common,0.7444717444717445
Markov baseline,null,0,54,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,54,Markov baseline,null,Intermediate,0.8382352941176471
Markov baseline,null,0,54,Markov baseline,null,Common,0.8667076167076168
Composition shuffle,null,0,55,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,55,Composition shuffle,null,Intermediate,0.8794117647058823
Composition shuffle,null,0,55,Composition shuffle,null,Common,0.7647420147420148
Markov baseline,null,0,55,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,55,Markov baseline,null,Intermediate,0.8911764705882353
Markov baseline,null,0,55,Markov baseline,null,Common,0.8452088452088452
Composition shuffle,null,0,56,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,56,Composition shuffle,null,Intermediate,0.9235294117647059
Composition shuffle,null,0,56,Composition shuffle,null,Common,0.7125307125307125
Markov baseline,null,0,56,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,56,Markov baseline,null,Intermediate,0.8058823529411765
Markov baseline,null,0,56,Markov baseline,null,Common,0.8366093366093366
Composition shuffle,null,0,57,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,57,Composition shuffle,null,Intermediate,0.9
Composition shuffle,null,0,57,Composition shuffle,null,Common,0.7702702702702703
Markov baseline,null,0,57,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,57,Markov baseline,null,Intermediate,0.8676470588235294
Markov baseline,null,0,57,Markov baseline,null,Common,0.8341523341523341
Composition shuffle,null,0,58,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,58,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,58,Composition shuffle,null,Common,0.7444717444717445
Markov baseline,null,0,58,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,58,Markov baseline,null,Intermediate,0.8441176470588235
Markov baseline,null,0,58,Markov baseline,null,Common,0.8495085995085995
Composition shuffle,null,0,59,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,59,Composition shuffle,null,Intermediate,0.9147058823529411
Composition shuffle,null,0,59,Composition shuffle,null,Common,0.7463144963144963
Markov baseline,null,0,59,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,59,Markov baseline,null,Intermediate,0.8911764705882353
Markov baseline,null,0,59,Markov baseline,null,Common,0.8587223587223587
Composition shuffle,null,0,60,Composition shuffle,null,Rare,0.8571428571428571
Composition shuffle,null,0,60,Composition shuffle,null,Intermediate,0.9058823529411765
Composition shuffle,null,0,60,Composition shuffle,null,Common,0.7585995085995086
Markov baseline,null,0,60,Markov baseline,null,Rare,0.14285714285714285
Markov baseline,null,0,60,Markov baseline,null,Intermediate,0.861764705882353
Markov baseline,null,0,60,Markov baseline,null,Common,0.8175675675675675
Composition shuffle,null,0,61,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,61,Composition shuffle,null,Intermediate,0.9058823529411765
Composition shuffle,null,0,61,Composition shuffle,null,Common,0.7542997542997543
Markov baseline,null,0,61,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,61,Markov baseline,null,Intermediate,0.85
Markov baseline,null,0,61,Markov baseline,null,Common,0.8574938574938575
Composition shuffle,null,0,62,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,62,Composition shuffle,null,Intermediate,0.8911764705882353
Composition shuffle,null,0,62,Composition shuffle,null,Common,0.7321867321867321
Markov baseline,null,0,62,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,62,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,62,Markov baseline,null,Common,0.8654791154791155
Composition shuffle,null,0,63,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,63,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,63,Composition shuffle,null,Common,0.7604422604422605
Markov baseline,null,0,63,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,63,Markov baseline,null,Intermediate,0.8147058823529412
Markov baseline,null,0,63,Markov baseline,null,Common,0.8445945945945946
Composition shuffle,null,0,64,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,64,Composition shuffle,null,Intermediate,0.8735294117647059
Composition shuffle,null,0,64,Composition shuffle,null,Common,0.7524570024570024
Markov baseline,null,0,64,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,64,Markov baseline,null,Intermediate,0.85
Markov baseline,null,0,64,Markov baseline,null,Common,0.8495085995085995
Composition shuffle,null,0,65,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,65,Composition shuffle,null,Intermediate,0.9
Composition shuffle,null,0,65,Composition shuffle,null,Common,0.742014742014742
Markov baseline,null,0,65,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,65,Markov baseline,null,Intermediate,0.9147058823529411
Markov baseline,null,0,65,Markov baseline,null,Common,0.8372235872235873
Composition shuffle,null,0,66,Composition shuffle,null,Rare,1.0
Composition shuffle,null,0,66,Composition shuffle,null,Intermediate,0.8852941176470588
Composition shuffle,null,0,66,Composition shuffle,null,Common,0.7678132678132679
Markov baseline,null,0,66,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,66,Markov baseline,null,Intermediate,0.8558823529411764
Markov baseline,null,0,66,Markov baseline,null,Common,0.8581081081081081
Composition shuffle,null,0,67,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,67,Composition shuffle,null,Intermediate,0.9088235294117647
Composition shuffle,null,0,67,Composition shuffle,null,Common,0.7475429975429976
Markov baseline,null,0,67,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,67,Markov baseline,null,Intermediate,0.8588235294117647
Markov baseline,null,0,67,Markov baseline,null,Common,0.8237100737100738
Composition shuffle,null,0,68,Composition shuffle,null,Rare,0.8571428571428571
Composition shuffle,null,0,68,Composition shuffle,null,Intermediate,0.8911764705882353
Composition shuffle,null,0,68,Composition shuffle,null,Common,0.7444717444717445
Markov baseline,null,0,68,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,68,Markov baseline,null,Intermediate,0.8705882352941177
Markov baseline,null,0,68,Markov baseline,null,Common,0.847051597051597
Composition shuffle,null,0,69,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,69,Composition shuffle,null,Intermediate,0.8941176470588236
Composition shuffle,null,0,69,Composition shuffle,null,Common,0.7493857493857494
Markov baseline,null,0,69,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,69,Markov baseline,null,Intermediate,0.8676470588235294
Markov baseline,null,0,69,Markov baseline,null,Common,0.8673218673218673
Composition shuffle,null,0,70,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,70,Composition shuffle,null,Intermediate,0.9117647058823529
Composition shuffle,null,0,70,Composition shuffle,null,Common,0.7444717444717445
Markov baseline,null,0,70,Markov baseline,null,Rare,1.0
Markov baseline,null,0,70,Markov baseline,null,Intermediate,0.8647058823529412
Markov baseline,null,0,70,Markov baseline,null,Common,0.8452088452088452
Composition shuffle,null,0,71,Composition shuffle,null,Rare,0.14285714285714285
Composition shuffle,null,0,71,Composition shuffle,null,Intermediate,0.9117647058823529
Composition shuffle,null,0,71,Composition shuffle,null,Common,0.7610565110565111
Markov baseline,null,0,71,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,71,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,71,Markov baseline,null,Common,0.8587223587223587
Composition shuffle,null,0,72,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,72,Composition shuffle,null,Intermediate,0.9088235294117647
Composition shuffle,null,0,72,Composition shuffle,null,Common,0.745085995085995
Markov baseline,null,0,72,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,72,Markov baseline,null,Intermediate,0.8352941176470589
Markov baseline,null,0,72,Markov baseline,null,Common,0.85995085995086
Composition shuffle,null,0,73,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,73,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,73,Composition shuffle,null,Common,0.7592137592137592
Markov baseline,null,0,73,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,73,Markov baseline,null,Intermediate,0.8764705882352941
Markov baseline,null,0,73,Markov baseline,null,Common,0.8427518427518428
Composition shuffle,null,0,74,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,74,Composition shuffle,null,Intermediate,0.9058823529411765
Composition shuffle,null,0,74,Composition shuffle,null,Common,0.7291154791154791
Markov baseline,null,0,74,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,74,Markov baseline,null,Intermediate,0.8705882352941177
Markov baseline,null,0,74,Markov baseline,null,Common,0.8574938574938575
Composition shuffle,null,0,75,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,75,Composition shuffle,null,Intermediate,0.8794117647058823
Composition shuffle,null,0,75,Composition shuffle,null,Common,0.7616707616707616
Markov baseline,null,0,75,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,75,Markov baseline,null,Intermediate,0.8647058823529412
Markov baseline,null,0,75,Markov baseline,null,Common,0.8194103194103194
Composition shuffle,null,0,76,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,76,Composition shuffle,null,Intermediate,0.9176470588235294
Composition shuffle,null,0,76,Composition shuffle,null,Common,0.7377149877149877
Markov baseline,null,0,76,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,76,Markov baseline,null,Intermediate,0.8058823529411765
Markov baseline,null,0,76,Markov baseline,null,Common,0.8851351351351351
Composition shuffle,null,0,77,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,77,Composition shuffle,null,Intermediate,0.9088235294117647
Composition shuffle,null,0,77,Composition shuffle,null,Common,0.7493857493857494
Markov baseline,null,0,77,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,77,Markov baseline,null,Intermediate,0.8558823529411764
Markov baseline,null,0,77,Markov baseline,null,Common,0.8525798525798526
Composition shuffle,null,0,78,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,78,Composition shuffle,null,Intermediate,0.8764705882352941
Composition shuffle,null,0,78,Composition shuffle,null,Common,0.7708845208845209
Markov baseline,null,0,78,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,78,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,78,Markov baseline,null,Common,0.8304668304668305
Composition shuffle,null,0,79,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,79,Composition shuffle,null,Intermediate,0.9029411764705882
Composition shuffle,null,0,79,Composition shuffle,null,Common,0.7383292383292384
Markov baseline,null,0,79,Markov baseline,null,Rare,1.0
Markov baseline,null,0,79,Markov baseline,null,Intermediate,0.8676470588235294
Markov baseline,null,0,79,Markov baseline,null,Common,0.8323095823095823
Composition shuffle,null,0,80,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,80,Composition shuffle,null,Intermediate,0.8941176470588236
Composition shuffle,null,0,80,Composition shuffle,null,Common,0.7352579852579852
Markov baseline,null,0,80,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,80,Markov baseline,null,Intermediate,0.8235294117647058
Markov baseline,null,0,80,Markov baseline,null,Common,0.871007371007371
Composition shuffle,null,0,81,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,81,Composition shuffle,null,Intermediate,0.9147058823529411
Composition shuffle,null,0,81,Composition shuffle,null,Common,0.754914004914005
Markov baseline,null,0,81,Markov baseline,null,Rare,0.14285714285714285
Markov baseline,null,0,81,Markov baseline,null,Intermediate,0.8794117647058823
Markov baseline,null,0,81,Markov baseline,null,Common,0.8267813267813268
Composition shuffle,null,0,82,Composition shuffle,null,Rare,1.0
Composition shuffle,null,0,82,Composition shuffle,null,Intermediate,0.9
Composition shuffle,null,0,82,Composition shuffle,null,Common,0.7143734643734644
Markov baseline,null,0,82,Markov baseline,null,Rare,0.14285714285714285
Markov baseline,null,0,82,Markov baseline,null,Intermediate,0.8794117647058823
Markov baseline,null,0,82,Markov baseline,null,Common,0.8593366093366094
Composition shuffle,null,0,83,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,83,Composition shuffle,null,Intermediate,0.8676470588235294
Composition shuffle,null,0,83,Composition shuffle,null,Common,0.7457002457002457
Markov baseline,null,0,83,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,83,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,83,Markov baseline,null,Common,0.8273955773955773
Composition shuffle,null,0,84,Composition shuffle,null,Rare,0.14285714285714285
Composition shuffle,null,0,84,Composition shuffle,null,Intermediate,0.9029411764705882
Composition shuffle,null,0,84,Composition shuffle,null,Common,0.7469287469287469
Markov baseline,null,0,84,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,84,Markov baseline,null,Intermediate,0.8911764705882353
Markov baseline,null,0,84,Markov baseline,null,Common,0.8421375921375921
Composition shuffle,null,0,85,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,85,Composition shuffle,null,Intermediate,0.9058823529411765
Composition shuffle,null,0,85,Composition shuffle,null,Common,0.7536855036855037
Markov baseline,null,0,85,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,85,Markov baseline,null,Intermediate,0.8705882352941177
Markov baseline,null,0,85,Markov baseline,null,Common,0.8316953316953317
Composition shuffle,null,0,86,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,86,Composition shuffle,null,Intermediate,0.9
Composition shuffle,null,0,86,Composition shuffle,null,Common,0.7457002457002457
Markov baseline,null,0,86,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,86,Markov baseline,null,Intermediate,0.9
Markov baseline,null,0,86,Markov baseline,null,Common,0.8476658476658476
Composition shuffle,null,0,87,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,87,Composition shuffle,null,Intermediate,0.9117647058823529
Composition shuffle,null,0,87,Composition shuffle,null,Common,0.7487714987714987
Markov baseline,null,0,87,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,87,Markov baseline,null,Intermediate,0.8647058823529412
Markov baseline,null,0,87,Markov baseline,null,Common,0.8501228501228502
Composition shuffle,null,0,88,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,88,Composition shuffle,null,Intermediate,0.8794117647058823
Composition shuffle,null,0,88,Composition shuffle,null,Common,0.7598280098280098
Markov baseline,null,0,88,Markov baseline,null,Rare,1.0
Markov baseline,null,0,88,Markov baseline,null,Intermediate,0.8911764705882353
Markov baseline,null,0,88,Markov baseline,null,Common,0.8464373464373465
Composition shuffle,null,0,89,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,89,Composition shuffle,null,Intermediate,0.8794117647058823
Composition shuffle,null,0,89,Composition shuffle,null,Common,0.7524570024570024
Markov baseline,null,0,89,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,89,Markov baseline,null,Intermediate,0.8823529411764706
Markov baseline,null,0,89,Markov baseline,null,Common,0.8464373464373465
Composition shuffle,null,0,90,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,90,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,90,Composition shuffle,null,Common,0.7481572481572482
Markov baseline,null,0,90,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,90,Markov baseline,null,Intermediate,0.8323529411764706
Markov baseline,null,0,90,Markov baseline,null,Common,0.8464373464373465
Composition shuffle,null,0,91,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,91,Composition shuffle,null,Intermediate,0.8911764705882353
Composition shuffle,null,0,91,Composition shuffle,null,Common,0.745085995085995
Markov baseline,null,0,91,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,91,Markov baseline,null,Intermediate,0.8411764705882353
Markov baseline,null,0,91,Markov baseline,null,Common,0.8630221130221131
Composition shuffle,null,0,92,Composition shuffle,null,Rare,0.8571428571428571
Composition shuffle,null,0,92,Composition shuffle,null,Intermediate,0.9176470588235294
Composition shuffle,null,0,92,Composition shuffle,null,Common,0.7383292383292384
Markov baseline,null,0,92,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,92,Markov baseline,null,Intermediate,0.8970588235294118
Markov baseline,null,0,92,Markov baseline,null,Common,0.8402948402948403
Composition shuffle,null,0,93,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,93,Composition shuffle,null,Intermediate,0.9058823529411765
Composition shuffle,null,0,93,Composition shuffle,null,Common,0.7647420147420148
Markov baseline,null,0,93,Markov baseline,null,Rare,0.14285714285714285
Markov baseline,null,0,93,Markov baseline,null,Intermediate,0.8558823529411764
Markov baseline,null,0,93,Markov baseline,null,Common,0.8605651105651105
Composition shuffle,null,0,94,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,94,Composition shuffle,null,Intermediate,0.8794117647058823
Composition shuffle,null,0,94,Composition shuffle,null,Common,0.7598280098280098
Markov baseline,null,0,94,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,94,Markov baseline,null,Intermediate,0.8852941176470588
Markov baseline,null,0,94,Markov baseline,null,Common,0.8439803439803439
Composition shuffle,null,0,95,Composition shuffle,null,Rare,0.8571428571428571
Composition shuffle,null,0,95,Composition shuffle,null,Intermediate,0.8794117647058823
Composition shuffle,null,0,95,Composition shuffle,null,Common,0.765970515970516
Markov baseline,null,0,95,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,95,Markov baseline,null,Intermediate,0.8352941176470589
Markov baseline,null,0,95,Markov baseline,null,Common,0.8673218673218673
Composition shuffle,null,0,96,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,96,Composition shuffle,null,Intermediate,0.9176470588235294
Composition shuffle,null,0,96,Composition shuffle,null,Common,0.7561425061425061
Markov baseline,null,0,96,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,96,Markov baseline,null,Intermediate,0.8382352941176471
Markov baseline,null,0,96,Markov baseline,null,Common,0.8525798525798526
Composition shuffle,null,0,97,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,97,Composition shuffle,null,Intermediate,0.8911764705882353
Composition shuffle,null,0,97,Composition shuffle,null,Common,0.7733415233415234
Markov baseline,null,0,97,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,97,Markov baseline,null,Intermediate,0.861764705882353
Markov baseline,null,0,97,Markov baseline,null,Common,0.8556511056511057
Composition shuffle,null,0,98,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,98,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,98,Composition shuffle,null,Common,0.7530712530712531
Markov baseline,null,0,98,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,98,Markov baseline,null,Intermediate,0.85
Markov baseline,null,0,98,Markov baseline,null,Common,0.8544226044226044
Composition shuffle,null,0,99,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,99,Composition shuffle,null,Intermediate,0.9176470588235294
Composition shuffle,null,0,99,Composition shuffle,null,Common,0.7585995085995086
Markov baseline,null,0,99,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,99,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,99,Markov baseline,null,Common,0.8390663390663391
Composition shuffle,null,0,100,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,100,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,100,Composition shuffle,null,Common,0.7684275184275184
Markov baseline,null,0,100,Markov baseline,null,Rare,1.0
Markov baseline,null,0,100,Markov baseline,null,Intermediate,0.8382352941176471
Markov baseline,null,0,100,Markov baseline,null,Common,0.8452088452088452
Composition shuffle,null,0,101,Composition shuffle,null,Rare,1.0
Composition shuffle,null,0,101,Composition shuffle,null,Intermediate,0.9264705882352942
Composition shuffle,null,0,101,Composition shuffle,null,Common,0.7192874692874693
Markov baseline,null,0,101,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,101,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,101,Markov baseline,null,Common,0.8335380835380836
Composition shuffle,null,0,102,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,102,Composition shuffle,null,Intermediate,0.8911764705882353
Composition shuffle,null,0,102,Composition shuffle,null,Common,0.7469287469287469
Markov baseline,null,0,102,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,102,Markov baseline,null,Intermediate,0.8941176470588236
Markov baseline,null,0,102,Markov baseline,null,Common,0.8409090909090909
Composition shuffle,null,0,103,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,103,Composition shuffle,null,Intermediate,0.8941176470588236
Composition shuffle,null,0,103,Composition shuffle,null,Common,0.7278869778869779
Markov baseline,null,0,103,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,103,Markov baseline,null,Intermediate,0.8823529411764706
Markov baseline,null,0,103,Markov baseline,null,Common,0.85995085995086
Composition shuffle,null,0,104,Composition shuffle,null,Rare,0.2857142857142857
Composition shuffle,null,0,104,Composition shuffle,null,Intermediate,0.9
Composition shuffle,null,0,104,Composition shuffle,null,Common,0.7530712530712531
Markov baseline,null,0,104,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,104,Markov baseline,null,Intermediate,0.8764705882352941
Markov baseline,null,0,104,Markov baseline,null,Common,0.8464373464373465
Composition shuffle,null,0,105,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,105,Composition shuffle,null,Intermediate,0.8911764705882353
Composition shuffle,null,0,105,Composition shuffle,null,Common,0.7788697788697788
Markov baseline,null,0,105,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,105,Markov baseline,null,Intermediate,0.8411764705882353
Markov baseline,null,0,105,Markov baseline,null,Common,0.8488943488943489
Composition shuffle,null,0,106,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,106,Composition shuffle,null,Intermediate,0.9117647058823529
Composition shuffle,null,0,106,Composition shuffle,null,Common,0.745085995085995
Markov baseline,null,0,106,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,106,Markov baseline,null,Intermediate,0.8764705882352941
Markov baseline,null,0,106,Markov baseline,null,Common,0.8396805896805897
Composition shuffle,null,0,107,Composition shuffle,null,Rare,0.8571428571428571
Composition shuffle,null,0,107,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,107,Composition shuffle,null,Common,0.7457002457002457
Markov baseline,null,0,107,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,107,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,107,Markov baseline,null,Common,0.85995085995086
Composition shuffle,null,0,108,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,108,Composition shuffle,null,Intermediate,0.9117647058823529
Composition shuffle,null,0,108,Composition shuffle,null,Common,0.7469287469287469
Markov baseline,null,0,108,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,108,Markov baseline,null,Intermediate,0.85
Markov baseline,null,0,108,Markov baseline,null,Common,0.8642506142506142
Composition shuffle,null,0,109,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,109,Composition shuffle,null,Intermediate,0.9029411764705882
Composition shuffle,null,0,109,Composition shuffle,null,Common,0.742014742014742
Markov baseline,null,0,109,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,109,Markov baseline,null,Intermediate,0.8529411764705882
Markov baseline,null,0,109,Markov baseline,null,Common,0.8611793611793612
Composition shuffle,null,0,110,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,110,Composition shuffle,null,Intermediate,0.9
Composition shuffle,null,0,110,Composition shuffle,null,Common,0.7371007371007371
Markov baseline,null,0,110,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,110,Markov baseline,null,Intermediate,0.8176470588235294
Markov baseline,null,0,110,Markov baseline,null,Common,0.8697788697788698
Composition shuffle,null,0,111,Composition shuffle,null,Rare,0.7142857142857143
Composition shuffle,null,0,111,Composition shuffle,null,Intermediate,0.9029411764705882
Composition shuffle,null,0,111,Composition shuffle,null,Common,0.7291154791154791
Markov baseline,null,0,111,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,111,Markov baseline,null,Intermediate,0.8558823529411764
Markov baseline,null,0,111,Markov baseline,null,Common,0.8409090909090909
Composition shuffle,null,0,112,Composition shuffle,null,Rare,0.14285714285714285
Composition shuffle,null,0,112,Composition shuffle,null,Intermediate,0.9029411764705882
Composition shuffle,null,0,112,Composition shuffle,null,Common,0.7463144963144963
Markov baseline,null,0,112,Markov baseline,null,Rare,0.7142857142857143
Markov baseline,null,0,112,Markov baseline,null,Intermediate,0.85
Markov baseline,null,0,112,Markov baseline,null,Common,0.8452088452088452
Composition shuffle,null,0,113,Composition shuffle,null,Rare,0.42857142857142855
Composition shuffle,null,0,113,Composition shuffle,null,Intermediate,0.8970588235294118
Composition shuffle,null,0,113,Composition shuffle,null,Common,0.7328009828009828
Markov baseline,null,0,113,Markov baseline,null,Rare,0.42857142857142855
Markov baseline,null,0,113,Markov baseline,null,Intermediate,0.888235294117647
Markov baseline,null,0,113,Markov baseline,null,Common,0.8366093366093366
Composition shuffle,null,0,114,Composition shuffle,null,Rare,0.5714285714285714
Composition shuffle,null,0,114,Composition shuffle,null,Intermediate,0.8852941176470588
Composition shuffle,null,0,114,Composition shuffle,null,Common,0.7389434889434889
Markov baseline,null,0,114,Markov baseline,null,Rare,0.8571428571428571
Markov baseline,null,0,114,Markov baseline,null,Intermediate,0.8735294117647059
Markov baseline,null,0,114,Markov baseline,null,Common,0.8452088452088452
Composition shuffle,null,0,115,Composition shuffle,null,Rare,0.8571428571428571
Composition shuffle,null,0,115,Composition shuffle,null,Intermediate,0.9235294117647059
Composition shuffle,null,0,115,Composition shuffle,null,Common,0.7414004914004914
Markov baseline,null,0,115,Markov baseline,null,Rare,0.5714285714285714
Markov baseline,null,0,115,Markov baseline,null,Intermediate,0.8441176470588235
Markov baseline,null,0,115,Markov baseline,null,Common,0.8452088452088452
Composition shuffle,null,0,116,Composition shuffle,null,Rare,1.0
