source,track,head,capacity,seed,split,video_id,gt_sequence_length,pred_sequence_length,sequence_length_ratio_pred_over_gt,n,ngram_tp,pred_ngram_total,gt_ngram_total,ngram_precision,ngram_recall,ngram_f1
null,Markov baseline,null,0,52,test_2,Mouse627_20181026_17-29-36_16209-22286,32,32,1.0,1,26,32,32,0.8125,0.8125,0.8125
null,Markov baseline,null,0,52,test_2,Mouse627_20181026_17-29-36_16209-22286,32,32,1.0,2,20,31,31,0.6451612903225806,0.6451612903225806,0.6451612903225806
null,Markov baseline,null,0,52,test_2,Mouse627_20181026_17-29-36_16209-22286,32,32,1.0,3,17,30,30,0.5666666666666667,0.5666666666666667,0.5666666666666667
null,Markov baseline,null,0,52,test_2,Mouse627_20181026_17-29-36_16209-22286,32,32,1.0,4,14,29,29,0.4827586206896552,0.4827586206896552,0.4827586206896552
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,1,76,76,76,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,2,58,75,75,0.7733333333333333,0.7733333333333333,0.7733333333333333
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,3,51,74,74,0.6891891891891891,0.6891891891891891,0.6891891891891891
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,4,43,73,73,0.589041095890411,0.589041095890411,0.589041095890411
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,1,54,76,76,0.7105263157894737,0.7105263157894737,0.7105263157894737
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,2,32,75,75,0.4266666666666667,0.4266666666666667,0.42666666666666675
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,3,19,74,74,0.25675675675675674,0.25675675675675674,0.25675675675675674
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_01807-21458,76,76,1.0,4,11,73,73,0.1506849315068493,0.1506849315068493,0.1506849315068493
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,1,33,33,33,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,2,25,32,32,0.78125,0.78125,0.78125
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,3,20,31,31,0.6451612903225806,0.6451612903225806,0.6451612903225806
null,Composition shuffle,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,4,16,30,30,0.5333333333333333,0.5333333333333333,0.5333333333333333
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,1,26,33,33,0.7878787878787878,0.7878787878787878,0.7878787878787878
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,2,18,32,32,0.5625,0.5625,0.5625
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,3,11,31,31,0.3548387096774194,0.3548387096774194,0.35483870967741943
null,Markov baseline,null,0,52,test_2,Mouse630_20181025_18-44-29_21460-30528,33,33,1.0,4,8,30,30,0.26666666666666666,0.26666666666666666,0.26666666666666666
null,Composition shuffle,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,1,49,49,49,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,2,44,48,48,0.9166666666666666,0.9166666666666666,0.9166666666666666
null,Composition shuffle,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,3,41,47,47,0.8723404255319149,0.8723404255319149,0.8723404255319149
null,Composition shuffle,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,4,38,46,46,0.8260869565217391,0.8260869565217391,0.8260869565217391
null,Markov baseline,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,1,39,49,49,0.7959183673469388,0.7959183673469388,0.7959183673469388
null,Markov baseline,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,2,29,48,48,0.6041666666666666,0.6041666666666666,0.6041666666666666
null,Markov baseline,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,3,22,47,47,0.46808510638297873,0.46808510638297873,0.46808510638297873
null,Markov baseline,null,0,52,test_2,Mouse835-female_20200325_18-28-49_10767-24391,49,49,1.0,4,16,46,46,0.34782608695652173,0.34782608695652173,0.34782608695652173
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,1,43,43,43,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,2,42,42,42,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,3,39,41,41,0.9512195121951219,0.9512195121951219,0.9512195121951219
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,4,36,40,40,0.9,0.9,0.9
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,1,39,43,43,0.9069767441860465,0.9069767441860465,0.9069767441860465
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,2,35,42,42,0.8333333333333334,0.8333333333333334,0.8333333333333334
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,3,33,41,41,0.8048780487804879,0.8048780487804879,0.8048780487804877
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_00957-13323,43,43,1.0,4,32,40,40,0.8,0.8,0.8000000000000002
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,1,45,45,45,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,2,42,44,44,0.9545454545454546,0.9545454545454546,0.9545454545454546
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,3,40,43,43,0.9302325581395349,0.9302325581395349,0.9302325581395349
null,Composition shuffle,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,4,38,42,42,0.9047619047619048,0.9047619047619048,0.9047619047619048
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,1,38,45,45,0.8444444444444444,0.8444444444444444,0.8444444444444444
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,2,31,44,44,0.7045454545454546,0.7045454545454546,0.7045454545454546
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,3,25,43,43,0.5813953488372093,0.5813953488372093,0.5813953488372093
null,Markov baseline,null,0,52,test_2,Mouse836-female_20200322_19-33-17_14594-23870,45,45,1.0,4,19,42,42,0.4523809523809524,0.4523809523809524,0.4523809523809524
null,Composition shuffle,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,1,68,68,68,1.0,1.0,1.0
null,Composition shuffle,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,2,57,67,67,0.8507462686567164,0.8507462686567164,0.8507462686567164
null,Composition shuffle,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,3,50,66,66,0.7575757575757576,0.7575757575757576,0.7575757575757576
null,Composition shuffle,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,4,44,65,65,0.676923076923077,0.676923076923077,0.676923076923077
null,Markov baseline,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,1,60,68,68,0.8823529411764706,0.8823529411764706,0.8823529411764706
null,Markov baseline,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,2,51,67,67,0.7611940298507462,0.7611940298507462,0.7611940298507462
null,Markov baseline,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,3,44,66,66,0.6666666666666666,0.6666666666666666,0.6666666666666666
null,Markov baseline,null,0,52,test_2,Mouse839-female_20200322_20-15-11_12885-24623,68,68,1.0,4,39,65,65,0.6,0.6,0.6
null,Composition shuffle,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,1,109,109,109,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,2,94,108,108,0.8703703703703703,0.8703703703703703,0.8703703703703703
null,Composition shuffle,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,3,84,107,107,0.7850467289719626,0.7850467289719626,0.7850467289719625
null,Composition shuffle,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,4,78,106,106,0.7358490566037735,0.7358490566037735,0.7358490566037735
null,Markov baseline,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,1,86,109,109,0.7889908256880734,0.7889908256880734,0.7889908256880734
null,Markov baseline,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,2,69,108,108,0.6388888888888888,0.6388888888888888,0.6388888888888888
null,Markov baseline,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,3,56,107,107,0.5233644859813084,0.5233644859813084,0.5233644859813084
null,Markov baseline,null,0,53,test_1,Mouse060_20160526_18-16-27,109,109,1.0,4,46,106,106,0.4339622641509434,0.4339622641509434,0.43396226415094347
null,Composition shuffle,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,1,63,63,63,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,2,56,62,62,0.9032258064516129,0.9032258064516129,0.9032258064516129
null,Composition shuffle,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,3,50,61,61,0.819672131147541,0.819672131147541,0.819672131147541
null,Composition shuffle,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,4,46,60,60,0.7666666666666667,0.7666666666666667,0.7666666666666667
null,Markov baseline,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,1,53,63,63,0.8412698412698413,0.8412698412698413,0.8412698412698413
null,Markov baseline,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,2,43,62,62,0.6935483870967742,0.6935483870967742,0.6935483870967742
null,Markov baseline,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,3,34,61,61,0.5573770491803278,0.5573770491803278,0.5573770491803278
null,Markov baseline,null,0,53,test_1,Mouse061_20160526_18-38-49,63,63,1.0,4,27,60,60,0.45,0.45,0.45
null,Composition shuffle,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,1,79,79,79,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,2,77,78,78,0.9871794871794872,0.9871794871794872,0.9871794871794872
null,Composition shuffle,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,3,76,77,77,0.987012987012987,0.987012987012987,0.987012987012987
null,Composition shuffle,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,4,74,76,76,0.9736842105263158,0.9736842105263158,0.9736842105263158
null,Markov baseline,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,1,60,79,79,0.759493670886076,0.759493670886076,0.759493670886076
null,Markov baseline,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,2,41,78,78,0.5256410256410257,0.5256410256410257,0.5256410256410257
null,Markov baseline,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,3,32,77,77,0.4155844155844156,0.4155844155844156,0.4155844155844156
null,Markov baseline,null,0,53,test_1,Mouse062_20160526_18-56-26,79,79,1.0,4,28,76,76,0.3684210526315789,0.3684210526315789,0.3684210526315789
null,Composition shuffle,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,1,144,144,144,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,2,123,143,143,0.8601398601398601,0.8601398601398601,0.8601398601398601
null,Composition shuffle,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,3,113,142,142,0.795774647887324,0.795774647887324,0.795774647887324
null,Composition shuffle,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,4,104,141,141,0.7375886524822695,0.7375886524822695,0.7375886524822695
null,Markov baseline,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,1,114,144,144,0.7916666666666666,0.7916666666666666,0.7916666666666666
null,Markov baseline,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,2,81,143,143,0.5664335664335665,0.5664335664335665,0.5664335664335665
null,Markov baseline,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,3,55,142,142,0.3873239436619718,0.3873239436619718,0.3873239436619718
null,Markov baseline,null,0,53,test_1,Mouse063_20160526_19-14-46,144,144,1.0,4,36,141,141,0.2553191489361702,0.2553191489361702,0.2553191489361702
null,Composition shuffle,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,1,66,66,66,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,2,59,65,65,0.9076923076923077,0.9076923076923077,0.9076923076923076
null,Composition shuffle,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,3,48,64,64,0.75,0.75,0.75
null,Composition shuffle,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,4,39,63,63,0.6190476190476191,0.6190476190476191,0.6190476190476191
null,Markov baseline,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,1,55,66,66,0.8333333333333334,0.8333333333333334,0.8333333333333334
null,Markov baseline,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,2,42,65,65,0.6461538461538462,0.6461538461538462,0.6461538461538462
null,Markov baseline,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,3,33,64,64,0.515625,0.515625,0.515625
null,Markov baseline,null,0,53,test_1,Mouse069_20160709_16-02-03,66,66,1.0,4,25,63,63,0.3968253968253968,0.3968253968253968,0.3968253968253968
null,Composition shuffle,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,1,193,193,193,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,2,159,192,192,0.828125,0.828125,0.828125
null,Composition shuffle,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,3,147,191,191,0.7696335078534031,0.7696335078534031,0.7696335078534031
null,Composition shuffle,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,4,132,190,190,0.6947368421052632,0.6947368421052632,0.6947368421052632
null,Markov baseline,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,1,163,193,193,0.844559585492228,0.844559585492228,0.8445595854922279
null,Markov baseline,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,2,136,192,192,0.7083333333333334,0.7083333333333334,0.7083333333333334
null,Markov baseline,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,3,126,191,191,0.6596858638743456,0.6596858638743456,0.6596858638743456
null,Markov baseline,null,0,53,test_1,Mouse070_20160709_16-58-36,193,193,1.0,4,114,190,190,0.6,0.6,0.6
null,Composition shuffle,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,1,119,119,119,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,2,90,118,118,0.7627118644067796,0.7627118644067796,0.7627118644067796
null,Composition shuffle,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,3,75,117,117,0.6410256410256411,0.6410256410256411,0.6410256410256411
null,Composition shuffle,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,4,67,116,116,0.5775862068965517,0.5775862068965517,0.5775862068965517
null,Markov baseline,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,1,97,119,119,0.8151260504201681,0.8151260504201681,0.8151260504201681
null,Markov baseline,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,2,75,118,118,0.635593220338983,0.635593220338983,0.635593220338983
null,Markov baseline,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,3,70,117,117,0.5982905982905983,0.5982905982905983,0.5982905982905983
null,Markov baseline,null,0,53,test_1,Mouse074_20160709_19-15-23,119,119,1.0,4,60,116,116,0.5172413793103449,0.5172413793103449,0.5172413793103449
null,Composition shuffle,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,1,280,280,280,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,2,176,279,279,0.6308243727598566,0.6308243727598566,0.6308243727598566
null,Composition shuffle,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,3,123,278,278,0.44244604316546765,0.44244604316546765,0.44244604316546765
null,Composition shuffle,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,4,114,277,277,0.41155234657039713,0.41155234657039713,0.41155234657039713
null,Markov baseline,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,1,211,280,280,0.7535714285714286,0.7535714285714286,0.7535714285714286
null,Markov baseline,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,2,141,279,279,0.5053763440860215,0.5053763440860215,0.5053763440860215
null,Markov baseline,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,3,124,278,278,0.4460431654676259,0.4460431654676259,0.4460431654676259
null,Markov baseline,null,0,53,test_1,Mouse077_20160709_18-29-34,280,280,1.0,4,101,277,277,0.36462093862815886,0.36462093862815886,0.3646209386281589
null,Composition shuffle,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,1,80,80,80,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,2,78,79,79,0.9873417721518988,0.9873417721518988,0.9873417721518988
null,Composition shuffle,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,3,72,78,78,0.9230769230769231,0.9230769230769231,0.9230769230769231
null,Composition shuffle,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,4,67,77,77,0.8701298701298701,0.8701298701298701,0.8701298701298701
null,Markov baseline,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,1,74,80,80,0.925,0.925,0.925
null,Markov baseline,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,2,66,79,79,0.8354430379746836,0.8354430379746836,0.8354430379746836
null,Markov baseline,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,3,57,78,78,0.7307692307692307,0.7307692307692307,0.7307692307692306
null,Markov baseline,null,0,53,test_1,Mouse162_20161017_19-58-28,80,80,1.0,4,53,77,77,0.6883116883116883,0.6883116883116883,0.6883116883116883
null,Composition shuffle,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,1,52,52,52,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,2,45,51,51,0.8823529411764706,0.8823529411764706,0.8823529411764706
null,Composition shuffle,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,3,37,50,50,0.74,0.74,0.74
null,Composition shuffle,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,4,31,49,49,0.6326530612244898,0.6326530612244898,0.6326530612244898
null,Markov baseline,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,1,39,52,52,0.75,0.75,0.75
null,Markov baseline,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,2,25,51,51,0.49019607843137253,0.49019607843137253,0.49019607843137253
null,Markov baseline,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,3,15,50,50,0.3,0.3,0.3
null,Markov baseline,null,0,53,test_1,Mouse163_20161018_18-22-45,52,52,1.0,4,13,49,49,0.2653061224489796,0.2653061224489796,0.2653061224489796
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,1,25,25,25,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,2,22,24,24,0.9166666666666666,0.9166666666666666,0.9166666666666666
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,3,18,23,23,0.782608695652174,0.782608695652174,0.782608695652174
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,4,15,22,22,0.6818181818181818,0.6818181818181818,0.6818181818181818
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,1,20,25,25,0.8,0.8,0.8000000000000002
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,2,15,24,24,0.625,0.625,0.625
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,3,11,23,23,0.4782608695652174,0.4782608695652174,0.4782608695652174
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-48-31,25,25,1.0,4,6,22,22,0.2727272727272727,0.2727272727272727,0.2727272727272727
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,1,58,58,58,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,2,54,57,57,0.9473684210526315,0.9473684210526315,0.9473684210526315
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,3,47,56,56,0.8392857142857143,0.8392857142857143,0.8392857142857143
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,4,46,55,55,0.8363636363636363,0.8363636363636363,0.8363636363636363
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,1,54,58,58,0.9310344827586207,0.9310344827586207,0.9310344827586207
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,2,49,57,57,0.8596491228070176,0.8596491228070176,0.8596491228070176
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,3,44,56,56,0.7857142857142857,0.7857142857142857,0.7857142857142857
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_20-56-05,58,58,1.0,4,37,55,55,0.6727272727272727,0.6727272727272727,0.6727272727272727
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,1,32,32,32,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,2,31,31,31,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,3,25,30,30,0.8333333333333334,0.8333333333333334,0.8333333333333334
null,Composition shuffle,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,4,21,29,29,0.7241379310344828,0.7241379310344828,0.7241379310344829
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,1,27,32,32,0.84375,0.84375,0.84375
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,2,21,31,31,0.6774193548387096,0.6774193548387096,0.6774193548387096
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,3,15,30,30,0.5,0.5,0.5
null,Markov baseline,null,0,53,test_2,Mouse155_20151124_21-11-28,32,32,1.0,4,10,29,29,0.3448275862068966,0.3448275862068966,0.3448275862068966
null,Composition shuffle,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,1,33,33,33,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,2,31,32,32,0.96875,0.96875,0.96875
null,Composition shuffle,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,3,27,31,31,0.8709677419354839,0.8709677419354839,0.8709677419354839
null,Composition shuffle,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,4,24,30,30,0.8,0.8,0.8000000000000002
null,Markov baseline,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,1,26,33,33,0.7878787878787878,0.7878787878787878,0.7878787878787878
null,Markov baseline,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,2,19,32,32,0.59375,0.59375,0.59375
null,Markov baseline,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,3,15,31,31,0.4838709677419355,0.4838709677419355,0.4838709677419355
null,Markov baseline,null,0,53,test_2,Mouse155_20151129_22-41-43,33,33,1.0,4,13,30,30,0.43333333333333335,0.43333333333333335,0.43333333333333335
null,Composition shuffle,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,1,123,123,123,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,2,120,122,122,0.9836065573770492,0.9836065573770492,0.9836065573770492
null,Composition shuffle,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,3,113,121,121,0.9338842975206612,0.9338842975206612,0.9338842975206612
null,Composition shuffle,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,4,100,120,120,0.8333333333333334,0.8333333333333334,0.8333333333333334
null,Markov baseline,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,1,109,123,123,0.8861788617886179,0.8861788617886179,0.8861788617886179
null,Markov baseline,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,2,93,122,122,0.7622950819672131,0.7622950819672131,0.7622950819672131
null,Markov baseline,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,3,77,121,121,0.6363636363636364,0.6363636363636364,0.6363636363636364
null,Markov baseline,null,0,53,test_2,Mouse156_20151012_20-16-37,123,123,1.0,4,64,120,120,0.5333333333333333,0.5333333333333333,0.5333333333333333
null,Composition shuffle,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,1,43,43,43,1.0,1.0,1.0
null,Composition shuffle,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,2,31,42,42,0.7380952380952381,0.7380952380952381,0.7380952380952381
null,Composition shuffle,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,3,24,41,41,0.5853658536585366,0.5853658536585366,0.5853658536585366
null,Composition shuffle,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,4,21,40,40,0.525,0.525,0.525
null,Markov baseline,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,1,37,43,43,0.8604651162790697,0.8604651162790697,0.8604651162790697
null,Markov baseline,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,2,28,42,42,0.6666666666666666,0.6666666666666666,0.6666666666666666
null,Markov baseline,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,3,20,41,41,0.4878048780487805,0.4878048780487805,0.4878048780487805
null,Markov baseline,null,0,53,test_2,Mouse156_20151124_21-53-46,43,43,1.0,4,13,40,40,0.325,0.325,0.325
null,Composition shuffle,null,0,53,test_2,Mouse158_20151129_21-12-54,49,49,1.0,1,49,49,49,1.0,1.0,1.0
