epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other
1,0.6926420898816101,0.7385127853433918,0.4880747026597549,0.8396666335946026,0.7567860321916889,154.73455262184143,5e-05,5e-05,50.8,6.42,nan,nan,nan,nan,0.5642857142857143,0.48024316109422494,0.5188834154351396,0.7988948425987944,0.9338422391857506,0.8611136179045212,0.9156736938588451,0.7045133991537377,0.7963332004782783,0.9265350877192983,0.7865342848278002,0.8508138949488169
2,0.5370746282539491,0.8086607230332125,0.569738503914356,0.8098025597777557,0.7381017237465165,157.36370873451233,5e-05,5e-05,50.6,6.45,nan,nan,nan,nan,0.5212121212121212,0.5227963525835866,0.5220030349013657,0.8305527638190955,0.8087688393031904,0.8195160650535501,0.9164265129682997,0.6727785613540197,0.7759251728344855,0.7779266005893384,0.9010238907849829,0.8349626221966647
3,0.5099877387250199,0.8163515234642892,0.4863257433509543,0.8379799583291994,0.7656196315343173,157.46276783943176,5e-05,5e-05,50.7,6.44,nan,nan,nan,nan,0.5128939828080229,0.5440729483282675,0.528023598820059,0.8488758553274682,0.8498727735368957,0.8493740219092333,0.9135593220338983,0.7602256699576869,0.829869130100077,0.8288209606986899,0.883338504498914,0.8552117753079003
4,0.4930889357587901,0.8238463799353385,0.47671937645017537,0.8331183649171545,0.7527129032633381,156.88756394386292,5e-05,5e-05,50.7,6.43,nan,nan,nan,nan,0.3411580594679186,0.662613981762918,0.45041322314049587,0.8650081566068516,0.8302994715208456,0.8472985119344852,0.9179528838342811,0.7968970380818053,0.8531521328803322,0.8493192133131618,0.8709277071051815,0.8599877450980392
5,0.46774786424627496,0.832663858136573,0.492781463968161,0.8282567715051097,0.7483641739980238,157.81867861747742,5e-05,5e-05,50.7,6.42,nan,nan,nan,nan,0.41030534351145037,0.6534954407294833,0.5041031652989449,0.8385546799923121,0.8539831669602662,0.8461986035686578,0.9373163565132223,0.6748942172073342,0.7847478474784747,0.8444911438006605,0.8727893267142414,0.8584070796460177
6,0.4521539998518122,0.8362888213970804,0.5692059313196556,0.7837087012600457,0.7311737340864546,158.13721871376038,5e-05,5e-05,50.9,6.45,nan,nan,nan,nan,0.40421792618629176,0.6990881458966566,0.512249443207127,0.867699642431466,0.712468193384224,0.7824591573516768,0.9318584070796461,0.7425952045133991,0.8265306122448979,0.7111111111111111,0.9233633260937015,0.8034557235421167
7,0.4488034062700632,0.840942490447732,0.5550291346175419,0.8205179085226709,0.7354946249910328,157.53841996192932,5e-05,5e-05,50.7,6.44,nan,nan,nan,nan,0.4184549356223176,0.5927051671732523,0.49056603773584906,0.8387033782464363,0.8406733215893522,0.8396871945259042,0.9552238805970149,0.6318758815232722,0.7606112054329373,0.8114800225098481,0.8948184920881167,0.8511140622694408
8,0.4305413345715796,0.8431468599980405,0.6568250186408737,0.7111816648477032,0.6963019666988026,158.09417581558228,5e-05,5e-05,50.7,6.44,nan,nan,nan,nan,0.4685598377281947,0.7021276595744681,0.5620437956204379,0.8502545672356994,0.5556860442356626,0.6721117424242424,0.9315315315315316,0.7291960507757405,0.8180379746835443,0.5964570761144637,0.9506670803599131,0.7330143540669858
9,0.42715181973193506,0.8446654256882532,0.5474507714837923,0.8186328008731025,0.7554143400190915,157.64115238189697,5e-05,5e-05,50.9,6.46,nan,nan,nan,nan,0.4874476987447699,0.7082066869300911,0.5774473358116481,0.8347205707491082,0.8244274809160306,0.8295420974889217,0.9469302809573361,0.6417489421720733,0.7650273224043714,0.8057874234835838,0.8985417313062364,0.8496406043714244
10,0.4085258924399377,0.8507886744391104,0.4826056927998757,0.8392697688262725,0.7795669082836479,157.51107239723206,5e-05,5e-05,50.8,6.44,nan,nan,nan,nan,0.48155737704918034,0.7142857142857143,0.5752753977968176,0.8642698444758634,0.8375415932667841,0.8506958250497016,0.942630185348632,0.7531734837799718,0.8373186985495884,0.8203592814371258,0.8926466025442135,0.8549777117384845
