class_index,class_name,support,selected_threshold,raw_precision,raw_recall,raw_f1,decoded_precision,decoded_recall,decoded_f1
0,attack,329,0.7,0.4019607843137255,0.7477203647416414,0.5228480340063762,0.5595854922279793,0.6565349544072948,0.6041958041958041
1,investigation,5109,0.3,0.8683446272991288,0.7022900763358778,0.7765393355697434,0.8426851662925934,0.8083773732628694,0.8251748251748252
2,mount,1418,0.3,0.8105548037889039,0.844851904090268,0.8273480662983426,0.808695652173913,0.8526093088857546,0.8300720906282182
3,other,3223,0.0,0.7241379310344828,0.8665839280173752,0.7889830508474576,0.7989080982711556,0.8172510083772883,0.8079754601226993
