stream,head,capacity,seed,class,threshold,matched_bouts,median_tiou,mean_tiou,median_abs_start_offset_frames,median_abs_end_offset_frames,median_abs_mean_boundary_offset_frames,q75_abs_mean_boundary_offset_frames,median_duration_error_frames,median_abs_duration_error_frames,median_pred_duration_frames,median_gt_duration_frames
no_group_visual,attention,896,42,mount,0.1,171,0.8110236220472441,0.7530384649735691,9.0,10.0,11.5,18.5,6.0,15.0,95.0,96.0
no_group_visual,attention,896,42,mount,0.25,168,0.8125,0.7661631116609294,9.0,10.0,11.0,18.5,6.0,15.0,95.0,98.0
no_group_visual,attention,896,42,mount,0.5,152,0.825,0.807976688550481,8.0,9.0,10.0,16.125,6.0,13.5,95.0,101.5
no_group_visual,attention,896,43,attack,0.1,218,0.5195075757575758,0.5237885108568407,18.5,14.0,20.25,40.375,30.0,35.0,95.0,57.5
no_group_visual,attention,896,43,attack,0.25,197,0.5573770491803278,0.5643642322746992,18.0,14.0,18.5,36.0,28.0,33.0,95.0,61.0
no_group_visual,attention,896,43,attack,0.5,116,0.6875,0.7013367269477551,13.5,9.0,13.5,23.625,21.0,25.0,111.0,77.0
no_group_visual,attention,896,43,investigation,0.1,734,0.5817424505380077,0.5810990360862515,9.0,10.0,11.5,22.0,11.0,17.0,63.0,41.0
no_group_visual,attention,896,43,investigation,0.25,662,0.625,0.6255436434292864,8.0,9.0,10.5,18.5,10.0,15.0,63.0,46.5
no_group_visual,attention,896,43,investigation,0.5,451,0.75,0.7441149014228572,7.0,7.0,7.5,13.75,7.0,11.0,63.0,61.0
no_group_visual,attention,896,43,mount,0.1,173,0.8221153846153846,0.7624915042526771,8.0,9.0,10.0,16.5,5.0,15.0,95.0,95.0
no_group_visual,attention,896,43,mount,0.25,169,0.825,0.7777189404817791,8.0,9.0,10.0,16.0,5.0,14.0,95.0,98.0
no_group_visual,attention,896,43,mount,0.5,154,0.8364952263627965,0.8165198242203655,8.0,8.5,9.5,14.5,5.0,12.5,95.0,101.5
no_group_visual,attention,896,44,attack,0.1,217,0.5357142857142857,0.5339126913525354,18.0,14.0,20.0,38.5,31.0,37.0,111.0,57.0
no_group_visual,attention,896,44,attack,0.25,193,0.5803571428571429,0.5800055067755803,17.0,13.0,19.0,34.5,28.0,33.0,111.0,61.0
no_group_visual,attention,896,44,attack,0.5,123,0.6953125,0.7006917558009559,13.0,10.0,13.5,23.75,19.0,23.0,95.0,77.0
no_group_visual,attention,896,44,investigation,0.1,736,0.6018867924528302,0.5841890226594435,9.0,10.0,11.5,22.125,14.0,18.0,63.0,40.0
no_group_visual,attention,896,44,investigation,0.25,661,0.6415094339622641,0.6320598897513289,8.0,9.0,10.5,19.0,13.0,17.0,63.0,46.0
no_group_visual,attention,896,44,investigation,0.5,457,0.7619047619047619,0.7501065291240293,7.0,7.0,7.5,14.5,9.0,12.0,79.0,61.0
no_group_visual,attention,896,44,mount,0.1,165,0.8125,0.7440353576604797,7.0,10.0,10.5,17.5,-7.0,15.0,79.0,100.0
no_group_visual,attention,896,44,mount,0.25,163,0.8135593220338984,0.7647888941063248,7.0,10.0,10.5,17.0,-7.0,15.0,79.0,100.0
no_group_visual,attention,896,44,mount,0.5,145,0.828125,0.8115342548352199,7.0,9.0,9.5,15.0,-5.0,14.0,95.0,101.0
no_group_visual,lstm,256,42,attack,0.1,220,0.5365138592750534,0.541374319782538,13.0,13.5,17.75,34.5,19.0,26.5,79.0,55.0
no_group_visual,lstm,256,42,attack,0.25,203,0.5625,0.5738324319126084,12.0,12.0,16.0,30.5,17.0,25.0,79.0,58.0
no_group_visual,lstm,256,42,attack,0.5,122,0.6884101941747574,0.7123587106190169,9.0,7.0,9.5,21.0,12.5,16.5,79.0,65.5
no_group_visual,lstm,256,42,investigation,0.1,721,0.6216216216216216,0.5950197245368574,9.0,9.0,10.5,22.5,11.0,16.0,63.0,42.0
no_group_visual,lstm,256,42,investigation,0.25,650,0.6486486486486487,0.645056485698864,8.0,9.0,9.75,19.0,9.0,14.0,63.0,49.5
no_group_visual,lstm,256,42,investigation,0.5,469,0.7560975609756098,0.748269343945685,7.0,7.0,7.5,13.0,5.0,11.0,63.0,63.0
no_group_visual,lstm,256,42,mount,0.1,168,0.8161195301789619,0.7444726217001464,7.0,10.0,10.0,16.5,-5.0,14.5,79.0,98.5
no_group_visual,lstm,256,42,mount,0.25,163,0.8240740740740741,0.7641635406553117,7.0,10.0,10.0,16.0,-5.0,14.0,95.0,101.0
no_group_visual,lstm,256,42,mount,0.5,144,0.8477564102564102,0.8132839455163748,7.0,10.0,9.25,15.0,-4.0,12.0,95.0,107.5
no_group_visual,lstm,256,43,attack,0.1,226,0.5653409090909092,0.5780625421637579,11.0,8.0,13.5,31.75,13.0,23.0,63.0,55.0
no_group_visual,lstm,256,43,attack,0.25,212,0.5917508417508417,0.6058865735018363,10.0,8.0,12.75,28.625,12.5,21.5,63.0,56.5
no_group_visual,lstm,256,43,attack,0.5,140,0.7079234972677595,0.7241848995761704,7.0,6.0,8.0,15.125,11.0,15.0,63.0,58.5
no_group_visual,lstm,256,43,investigation,0.1,748,0.6056547619047619,0.588609239573598,8.0,10.0,10.5,22.5,10.0,16.0,63.0,41.0
no_group_visual,lstm,256,43,investigation,0.25,668,0.6458333333333334,0.6390835122242703,8.0,9.0,9.5,18.5,9.0,14.5,63.0,47.0
no_group_visual,lstm,256,43,investigation,0.5,479,0.75,0.7417382129698469,7.0,7.0,7.5,12.5,7.0,12.0,63.0,60.0
no_group_visual,lstm,256,43,mount,0.1,165,0.8110236220472441,0.7488131329655131,7.0,11.0,11.0,16.0,-5.0,15.0,95.0,100.0
no_group_visual,lstm,256,43,mount,0.25,161,0.8147208121827412,0.765722507797114,7.0,11.0,10.0,15.5,-5.0,15.0,95.0,102.0
no_group_visual,lstm,256,43,mount,0.5,141,0.8352941176470589,0.819394448498456,7.0,10.0,9.5,15.0,-5.0,13.0,95.0,111.0
no_group_visual,lstm,256,44,attack,0.1,218,0.5440605590062111,0.5530617638253595,12.0,13.0,16.0,33.875,19.5,25.5,79.0,56.0
no_group_visual,lstm,256,44,attack,0.25,200,0.5745670995670996,0.5871386266530343,11.0,12.5,15.5,31.0,18.0,24.5,79.0,59.5
no_group_visual,lstm,256,44,attack,0.5,124,0.7104166666666667,0.7216063374459638,8.0,8.0,9.75,18.0,15.0,17.0,79.0,65.5
no_group_visual,lstm,256,44,investigation,0.1,764,0.5924336353520903,0.5818574302764018,9.0,10.0,11.0,22.5,11.0,17.0,63.0,39.5
no_group_visual,lstm,256,44,investigation,0.25,688,0.625,0.6278367372036024,8.0,9.0,10.0,18.625,9.0,15.0,63.0,44.0
no_group_visual,lstm,256,44,investigation,0.5,477,0.75,0.7400521753655749,7.0,7.0,8.0,14.5,6.0,12.0,63.0,61.0
no_group_visual,lstm,256,44,mount,0.1,163,0.7916666666666666,0.7258370175067544,7.0,14.0,11.5,19.25,-10.0,15.0,79.0,101.0
no_group_visual,lstm,256,44,mount,0.25,157,0.8,0.7508175859611433,7.0,12.0,11.5,17.0,-9.0,15.0,79.0,100.0
no_group_visual,lstm,256,44,mount,0.5,136,0.823549064528446,0.8066191906439096,6.0,11.0,10.0,15.125,-8.5,12.5,95.0,105.0
no_group_visual,lstm,512,42,attack,0.1,220,0.5208333333333334,0.5378517271818649,15.0,14.0,17.5,37.75,25.0,30.5,95.0,56.0
no_group_visual,lstm,512,42,attack,0.25,199,0.5625,0.5779907824125018,14.0,12.0,16.0,34.25,24.0,28.0,95.0,60.0
no_group_visual,lstm,512,42,attack,0.5,122,0.6875,0.7081680918136789,12.0,9.0,12.0,21.375,17.0,22.0,95.0,72.0
no_group_visual,lstm,512,42,investigation,0.1,722,0.6011363636363636,0.5839160421905765,10.0,9.0,11.0,21.5,11.0,17.0,63.0,42.0
no_group_visual,lstm,512,42,investigation,0.25,645,0.6415094339622641,0.6359556813045127,9.0,8.0,10.5,18.5,10.0,16.0,63.0,49.0
no_group_visual,lstm,512,42,investigation,0.5,453,0.7516778523489933,0.7459066061828713,8.0,7.0,8.5,14.5,8.0,13.0,79.0,65.0
no_group_visual,lstm,512,42,mount,0.1,165,0.7421875,0.692815553240582,7.0,15.0,12.5,20.0,-10.0,16.0,79.0,100.0
no_group_visual,lstm,512,42,mount,0.25,160,0.7595238095238095,0.7189436348048777,7.5,15.0,12.5,19.5,-10.0,16.0,95.0,100.5
no_group_visual,lstm,512,42,mount,0.5,135,0.7974683544303798,0.7804678408644812,7.0,15.0,11.5,17.0,-9.0,14.0,95.0,105.0
no_group_visual,lstm,512,43,attack,0.1,224,0.5653409090909092,0.5622723238050995,12.0,12.0,14.5,33.625,16.0,25.5,79.0,56.0
no_group_visual,lstm,512,43,attack,0.25,208,0.589572192513369,0.5939288478419251,12.0,11.0,13.75,32.5,16.0,23.5,79.0,58.0
no_group_visual,lstm,512,43,attack,0.5,133,0.703125,0.7226971921463178,7.0,8.0,8.5,15.5,12.0,16.0,79.0,64.0
no_group_visual,lstm,512,43,investigation,0.1,678,0.6155525697010413,0.6090238649827764,8.0,9.0,10.5,20.875,4.0,15.0,63.0,49.5
no_group_visual,lstm,512,43,investigation,0.25,620,0.6546556122448979,0.6523438047988629,7.0,8.5,10.0,18.0,3.0,14.0,63.0,55.0
no_group_visual,lstm,512,43,investigation,0.5,456,0.7714285714285715,0.7516476629688945,7.0,7.0,7.5,13.125,1.0,10.0,63.0,66.0
no_group_visual,lstm,512,43,mount,0.1,161,0.7777777777777778,0.7055272800600557,7.0,14.0,12.5,19.5,-9.0,19.0,79.0,100.0
no_group_visual,lstm,512,43,mount,0.25,155,0.7894736842105263,0.7318607753220705,7.0,14.0,12.5,18.5,-9.0,19.0,95.0,102.0
no_group_visual,lstm,512,43,mount,0.5,132,0.8203441295546559,0.7939641850289049,7.0,13.0,11.5,15.5,-8.0,15.5,95.0,107.5
no_group_visual,lstm,512,44,attack,0.1,218,0.5295138888888888,0.5292359890468727,15.0,14.0,18.5,39.0,25.0,32.5,95.0,56.0
no_group_visual,lstm,512,44,attack,0.25,195,0.5625,0.5722599725959996,14.0,13.0,16.5,35.25,24.0,30.0,95.0,59.0
no_group_visual,lstm,512,44,attack,0.5,117,0.7,0.7081155922371312,11.0,10.0,12.0,18.0,19.0,22.0,95.0,66.0
no_group_visual,lstm,512,44,investigation,0.1,736,0.6,0.5870514539192152,9.0,9.0,11.0,20.5,8.0,15.0,63.0,42.0
no_group_visual,lstm,512,44,investigation,0.25,661,0.64,0.634749559537316,9.0,9.0,10.0,19.0,8.0,14.0,63.0,48.0
no_group_visual,lstm,512,44,investigation,0.5,465,0.7516778523489933,0.745202871851003,7.0,7.0,8.0,14.0,6.0,12.0,79.0,64.0
no_group_visual,lstm,512,44,mount,0.1,165,0.8125,0.7371284225346139,8.0,11.0,11.5,18.5,-3.0,14.0,95.0,98.0
no_group_visual,lstm,512,44,mount,0.25,161,0.8205128205128205,0.754887978430436,8.0,11.0,11.5,17.0,-4.0,14.0,95.0,100.0
no_group_visual,lstm,512,44,mount,0.5,141,0.8333333333333334,0.8065582459485424,7.0,10.0,11.0,15.5,-3.0,12.0,95.0,105.0
no_group_visual,lstm,896,42,attack,0.1,217,0.5208333333333334,0.5290665694628797,16.0,14.0,19.5,41.0,31.0,34.0,95.0,57.0
no_group_visual,lstm,896,42,attack,0.25,197,0.5625,0.5663132298676111,16.0,13.0,18.0,37.0,28.0,32.0,111.0,62.0
no_group_visual,lstm,896,42,attack,0.5,117,0.6875,0.7070115911437984,12.0,10.0,12.5,20.5,21.0,23.0,95.0,73.0
no_group_visual,lstm,896,42,investigation,0.1,711,0.6,0.5829581975549242,9.0,10.0,11.5,22.75,10.0,17.0,63.0,42.0
no_group_visual,lstm,896,42,investigation,0.25,636,0.6394444444444445,0.6332725067640345,9.0,9.0,10.5,18.5,9.0,15.0,63.0,49.0
no_group_visual,lstm,896,42,investigation,0.5,442,0.75,0.7460372062337333,8.0,7.0,8.0,13.5,7.0,12.0,79.0,63.5
no_group_visual,lstm,896,42,mount,0.1,166,0.7660954301075269,0.7095741323111792,10.0,14.0,13.25,21.5,-1.5,13.5,95.0,98.5
no_group_visual,lstm,896,42,mount,0.25,160,0.7768843888558004,0.7367487265857365,10.0,12.5,12.75,21.125,-1.5,13.5,95.0,101.5
no_group_visual,lstm,896,42,mount,0.5,139,0.8110236220472441,0.7903195495084744,9.0,11.0,12.0,18.5,-1.0,12.0,95.0,111.0
no_group_visual,lstm,896,43,attack,0.1,220,0.542572463768116,0.554295211670288,11.0,14.0,16.25,36.0,21.0,29.5,79.0,56.5
no_group_visual,lstm,896,43,attack,0.25,201,0.5749128919860628,0.5904999434874031,11.0,13.0,15.5,33.5,21.0,28.0,79.0,59.0
no_group_visual,lstm,896,43,attack,0.5,123,0.7142857142857143,0.7267203085186394,7.0,8.0,9.5,17.0,12.0,17.0,79.0,69.0
no_group_visual,lstm,896,43,investigation,0.1,707,0.6153846153846154,0.6003365832424075,8.0,9.0,10.0,20.5,5.0,15.0,63.0,45.0
no_group_visual,lstm,896,43,investigation,0.25,647,0.6458333333333334,0.6432678512935011,8.0,9.0,9.5,18.5,5.0,14.0,63.0,50.0
no_group_visual,lstm,896,43,investigation,0.5,467,0.7551020408163265,0.7485742905645311,7.0,7.0,7.5,13.0,2.0,11.0,63.0,61.0
no_group_visual,lstm,896,43,mount,0.1,163,0.7894736842105263,0.7122595224518423,8.0,13.0,12.0,20.5,-4.0,15.0,79.0,99.0
no_group_visual,lstm,896,43,mount,0.25,155,0.7974683544303798,0.7455843018603887,8.0,12.0,12.0,20.0,-4.0,15.0,95.0,102.0
no_group_visual,lstm,896,43,mount,0.5,135,0.8240740740740741,0.7987006016808729,7.0,11.0,11.0,16.25,-3.0,14.0,95.0,111.0
no_group_visual,lstm,896,44,attack,0.1,223,0.5368852459016393,0.5526169218595098,13.0,13.0,16.0,36.0,21.0,26.0,95.0,57.0
no_group_visual,lstm,896,44,attack,0.25,204,0.5687064459930313,0.5883600503606848,13.0,12.0,15.5,33.0,21.0,24.5,87.0,59.0
no_group_visual,lstm,896,44,attack,0.5,128,0.7071078431372549,0.7162256123470052,9.5,8.5,9.5,17.125,15.0,18.0,79.0,69.5
no_group_visual,lstm,896,44,investigation,0.1,671,0.609375,0.5971379784660924,8.0,10.0,10.5,20.5,4.0,15.0,47.0,48.0
no_group_visual,lstm,896,44,investigation,0.25,625,0.6367521367521367,0.6359430419072883,7.0,9.0,10.0,19.0,4.0,14.0,63.0,51.0
no_group_visual,lstm,896,44,investigation,0.5,441,0.7540983606557377,0.7450396315557793,7.0,7.0,7.5,13.5,2.0,11.0,63.0,62.0
no_group_visual,lstm,896,44,mount,0.1,162,0.7987341772151899,0.7286807489630063,8.0,12.0,12.0,19.875,-5.5,16.0,95.0,100.5
no_group_visual,lstm,896,44,mount,0.25,156,0.8045454545454546,0.7540286568806046,7.0,11.5,12.0,18.5,-5.0,15.5,95.0,100.5
no_group_visual,lstm,896,44,mount,0.5,137,0.8333333333333334,0.8057207945073052,7.0,11.0,11.0,16.5,-5.0,14.0,95.0,105.0
no_relations,attention,256,42,attack,0.1,221,0.510548523206751,0.5189985257845402,18.0,14.0,20.5,38.5,30.0,35.0,95.0,56.0
no_relations,attention,256,42,attack,0.25,191,0.5625,0.5722173088400135,17.0,14.0,17.5,33.75,28.0,33.0,95.0,61.0
no_relations,attention,256,42,attack,0.5,113,0.7,0.7036213915854145,13.0,11.0,14.0,21.0,21.0,24.0,95.0,73.0
no_relations,attention,256,42,investigation,0.1,687,0.5416666666666666,0.538823003556071,10.0,12.0,13.5,26.5,11.0,20.0,63.0,42.0
no_relations,attention,256,42,investigation,0.25,606,0.5954913880445796,0.5912979268286906,9.0,11.0,12.0,24.0,11.0,19.0,63.0,48.0
no_relations,attention,256,42,investigation,0.5,383,0.7111111111111111,0.7204502355277199,8.0,9.0,9.5,16.75,8.0,14.0,63.0,61.0
no_relations,attention,256,42,mount,0.1,169,0.7847222222222222,0.729648346468043,11.0,12.0,12.0,19.5,9.0,18.0,95.0,98.0
no_relations,attention,256,42,mount,0.25,166,0.7876893939393939,0.7483123989433209,11.0,11.0,12.0,19.5,9.0,18.0,111.0,98.5
no_relations,attention,256,42,mount,0.5,147,0.8027210884353742,0.7968878729878337,10.0,10.0,11.0,18.0,9.0,14.0,111.0,100.0
no_relations,attention,256,43,attack,0.1,217,0.4861111111111111,0.5083945847431097,21.0,16.0,21.5,41.5,33.0,38.0,95.0,56.0
no_relations,attention,256,43,attack,0.25,189,0.55,0.5563301476170626,19.0,15.0,20.0,37.0,30.0,36.0,95.0,60.0
no_relations,attention,256,43,attack,0.5,107,0.6875,0.6989095905744761,14.0,12.0,14.5,23.0,21.0,26.0,95.0,77.0
no_relations,attention,256,43,investigation,0.1,715,0.53125,0.5351203310592956,11.0,12.0,14.0,27.75,19.0,23.0,63.0,40.0
no_relations,attention,256,43,investigation,0.25,625,0.5833333333333334,0.5891568550181824,10.0,11.0,13.0,24.5,17.0,22.0,63.0,48.0
no_relations,attention,256,43,investigation,0.5,393,0.71875,0.7205992918904066,8.0,9.0,10.5,17.5,12.0,16.0,79.0,63.0
no_relations,attention,256,43,mount,0.1,151,0.7804878048780488,0.7146753304104854,8.0,14.0,13.5,22.0,-3.0,21.0,95.0,105.0
no_relations,attention,256,43,mount,0.25,145,0.8046875,0.7412543791562426,9.0,13.0,13.0,20.0,-2.0,19.0,95.0,102.0
no_relations,attention,256,43,mount,0.5,125,0.8214285714285714,0.8010735536300304,8.0,12.0,11.0,18.5,-1.0,16.0,111.0,110.0
no_relations,attention,256,44,attack,0.1,217,0.4875,0.5105326932549353,18.0,14.0,20.5,39.0,24.0,35.0,79.0,56.0
no_relations,attention,256,44,attack,0.25,190,0.5376179245283019,0.5600060442352021,18.0,14.0,19.25,34.375,23.0,32.0,87.0,61.0
no_relations,attention,256,44,attack,0.5,106,0.7,0.7046687448346504,12.0,10.0,13.5,21.0,18.0,23.0,95.0,67.0
no_relations,attention,256,44,investigation,0.1,733,0.53125,0.5385089052193653,11.0,11.0,13.5,27.5,18.0,23.0,63.0,40.0
no_relations,attention,256,44,investigation,0.25,633,0.6,0.5988202167340797,10.0,10.0,12.0,24.5,16.0,20.0,63.0,48.0
no_relations,attention,256,44,investigation,0.5,401,0.7142857142857143,0.7264275126979156,8.0,8.0,9.5,17.5,11.0,14.0,79.0,61.0
no_relations,attention,256,44,mount,0.1,151,0.75,0.6836221934968487,8.0,15.0,14.0,26.0,-11.0,24.0,79.0,103.0
no_relations,attention,256,44,mount,0.25,141,0.7708333333333334,0.7273885243503825,8.0,14.0,13.5,23.5,-8.0,22.0,95.0,100.0
no_relations,attention,256,44,mount,0.5,123,0.8053435114503816,0.7793301555839461,8.0,11.0,12.0,19.5,-7.0,21.0,95.0,103.0
no_relations,attention,512,42,attack,0.1,203,0.45,0.47755559562032845,22.0,19.0,25.0,53.5,39.0,44.0,127.0,59.0
no_relations,attention,512,42,attack,0.25,170,0.5052742616033755,0.537654436589649,20.0,17.0,23.0,44.875,36.0,38.5,127.0,66.5
no_relations,attention,512,42,attack,0.5,89,0.6829268292682927,0.6966530616865717,15.0,13.0,16.0,25.0,25.0,29.0,111.0,85.0
no_relations,attention,512,42,investigation,0.1,709,0.5,0.5265373247529987,11.0,12.0,14.0,31.5,19.0,24.0,63.0,40.0
no_relations,attention,512,42,investigation,0.25,613,0.5675675675675675,0.5837110493970624,10.0,11.0,12.5,28.0,16.0,21.0,63.0,48.0
no_relations,attention,512,42,investigation,0.5,364,0.7243421052631579,0.7305049743272112,9.0,8.0,9.5,17.0,10.0,14.0,79.0,64.5
no_relations,attention,512,42,mount,0.1,144,0.7607379858528404,0.700797943743372,8.0,13.5,13.0,25.5,-7.0,20.5,79.0,101.0
no_relations,attention,512,42,mount,0.25,138,0.772888888888889,0.7402373420395214,8.0,13.0,11.75,23.375,-7.0,18.5,87.0,98.5
no_relations,attention,512,42,mount,0.5,122,0.7992234798631219,0.7883741667256136,7.5,12.0,11.0,21.5,-6.5,16.5,95.0,102.5
no_relations,attention,512,43,attack,0.1,225,0.5,0.510203794954111,19.0,15.0,19.5,39.0,29.0,35.0,95.0,56.0
no_relations,attention,512,43,attack,0.25,195,0.5446428571428571,0.5620648394949086,18.0,14.0,17.5,34.25,27.0,32.0,95.0,60.0
no_relations,attention,512,43,attack,0.5,114,0.6931818181818181,0.6938398578425516,14.0,10.0,14.0,21.75,22.0,25.5,95.0,77.5
no_relations,attention,512,43,investigation,0.1,724,0.5246951219512195,0.5306315729956442,10.0,13.0,14.0,28.0,17.0,24.0,63.0,40.5
no_relations,attention,512,43,investigation,0.25,623,0.5853658536585366,0.5911740540593495,9.0,12.0,12.5,25.5,15.0,21.0,63.0,49.0
no_relations,attention,512,43,investigation,0.5,391,0.7142857142857143,0.7212870641296727,8.0,9.0,9.5,17.5,11.0,15.0,79.0,61.0
no_relations,attention,512,43,mount,0.1,145,0.7634408602150538,0.7094384777269152,8.0,13.0,13.5,25.0,-10.0,22.0,79.0,103.0
no_relations,attention,512,43,mount,0.25,136,0.7784237726098191,0.7476728719810176,8.0,12.0,12.75,22.0,-7.0,21.0,79.0,98.5
no_relations,attention,512,43,mount,0.5,121,0.7974683544303798,0.7915575220331634,7.0,12.0,11.0,19.5,-5.0,20.0,95.0,102.0
no_relations,attention,512,44,attack,0.1,220,0.48394966615305596,0.5012414863059065,21.0,16.0,21.75,42.5,35.0,39.0,95.0,56.0
no_relations,attention,512,44,attack,0.25,190,0.5234375,0.5500233181327105,20.0,15.0,20.5,37.0,32.0,36.0,95.0,62.0
no_relations,attention,512,44,attack,0.5,104,0.6817411924119241,0.689827448812149,14.0,13.0,15.25,23.0,22.5,27.5,95.0,78.5
no_relations,attention,512,44,investigation,0.1,753,0.46875,0.49107269909108486,14.0,15.0,17.0,34.5,27.0,30.0,79.0,37.0
no_relations,attention,512,44,investigation,0.25,622,0.5357142857142857,0.5587230428909836,13.0,13.0,15.0,29.5,24.0,26.0,79.0,42.0
no_relations,attention,512,44,investigation,0.5,349,0.6990291262135923,0.7074509090689006,10.0,10.0,11.5,21.5,19.0,20.0,95.0,65.0
no_relations,attention,512,44,mount,0.1,144,0.7422644770959378,0.6825466983749193,8.5,19.0,14.5,29.25,-13.0,23.5,79.0,104.0
no_relations,attention,512,44,mount,0.25,134,0.7556090815825862,0.7209823589894181,8.0,16.0,13.5,23.5,-11.0,21.5,79.0,101.0
no_relations,attention,512,44,mount,0.5,112,0.7974085978304539,0.7903270513992872,8.0,14.0,12.0,20.0,-7.0,16.5,95.0,105.0
no_relations,attention,896,42,attack,0.1,222,0.4834956709956709,0.5058530113601396,20.0,16.0,21.5,41.5,35.0,37.5,95.0,56.0
no_relations,attention,896,42,attack,0.25,196,0.5234375,0.5510896141206643,18.5,14.5,20.0,37.125,32.5,36.0,95.0,61.0
no_relations,attention,896,42,attack,0.5,107,0.6912751677852349,0.6984557951255078,13.0,13.0,15.0,23.0,22.0,26.0,95.0,78.0
no_relations,attention,896,42,investigation,0.1,680,0.5370879120879121,0.5379508931321954,10.0,12.0,13.5,27.0,12.0,21.0,63.0,42.0
no_relations,attention,896,42,investigation,0.25,610,0.5794736842105264,0.5863350561370054,10.0,11.0,12.0,24.5,11.0,20.0,63.0,49.0
no_relations,attention,896,42,investigation,0.5,382,0.7107692307692308,0.7175498741966561,9.0,9.0,10.0,17.5,9.0,14.0,79.0,61.0
no_relations,attention,896,42,mount,0.1,166,0.7916666666666666,0.7388263405867495,10.0,11.0,12.0,19.5,10.0,19.5,95.0,98.5
no_relations,attention,896,42,mount,0.25,164,0.7916666666666666,0.7510856917372765,11.0,11.0,12.0,19.5,10.0,19.5,111.0,99.5
no_relations,attention,896,42,mount,0.5,148,0.8037042942176871,0.7948595482819044,10.0,10.5,11.5,18.125,9.5,17.5,111.0,100.5
no_relations,attention,896,43,attack,0.1,222,0.49071207430340547,0.5088741376295497,20.0,16.0,21.25,41.375,33.5,36.5,95.0,56.0
no_relations,attention,896,43,attack,0.25,193,0.5592105263157895,0.561865873348361,18.0,15.0,19.0,37.5,32.0,35.0,111.0,61.0
no_relations,attention,896,43,attack,0.5,112,0.6885775862068966,0.6990190556194366,14.0,13.0,15.0,22.625,22.5,26.0,111.0,78.5
no_relations,attention,896,43,investigation,0.1,714,0.53125,0.5311162018578497,10.0,12.0,14.0,28.0,16.0,23.0,63.0,41.0
no_relations,attention,896,43,investigation,0.25,619,0.5833333333333334,0.5898008783255082,10.0,11.0,12.5,24.75,14.0,20.0,63.0,48.0
no_relations,attention,896,43,investigation,0.5,390,0.705237676056338,0.7171876587507602,8.0,9.0,10.0,18.5,11.0,15.0,79.0,61.0
no_relations,attention,896,43,mount,0.1,161,0.8020833333333334,0.725895363358252,10.0,11.0,11.5,19.0,3.0,18.0,95.0,101.0
no_relations,attention,896,43,mount,0.25,157,0.8053435114503816,0.7470751563949305,10.0,11.0,11.0,18.5,4.0,18.0,95.0,100.0
no_relations,attention,896,43,mount,0.5,133,0.825,0.8160366815443857,9.0,10.0,10.0,14.5,5.0,15.0,111.0,103.0
no_relations,attention,896,44,attack,0.1,218,0.4835668103448276,0.5041387073482749,19.0,16.0,21.0,38.5,27.5,37.0,95.0,56.5
no_relations,attention,896,44,attack,0.25,185,0.5416666666666666,0.5618246659950691,18.0,15.0,20.0,33.5,24.0,33.0,95.0,63.0
no_relations,attention,896,44,attack,0.5,104,0.6994318181818182,0.7024180608580196,12.0,12.0,14.0,21.25,21.5,24.0,95.0,72.0
no_relations,attention,896,44,investigation,0.1,772,0.47578125,0.49640951406161593,14.0,14.0,17.5,34.0,28.0,31.0,79.0,36.5
no_relations,attention,896,44,investigation,0.25,639,0.5476973684210527,0.565098569071209,13.0,13.0,15.0,30.0,25.0,28.0,79.0,42.0
no_relations,attention,896,44,investigation,0.5,366,0.7045036764705883,0.7122251724437482,10.5,9.0,11.0,21.875,19.0,20.0,95.0,63.0
no_relations,attention,896,44,mount,0.1,146,0.746527683768783,0.6970227662234152,8.0,14.0,14.0,23.5,-13.5,24.5,79.0,107.5
no_relations,attention,896,44,mount,0.25,140,0.7519633507853403,0.7224270265612708,8.0,14.0,13.75,23.125,-11.5,24.0,79.0,101.0
no_relations,attention,896,44,mount,0.5,118,0.7826050135501355,0.7851671725388943,7.5,12.5,12.0,19.375,-9.5,20.0,95.0,104.0
no_relations,lstm,256,42,attack,0.1,227,0.546875,0.5541707471436966,13.0,13.0,16.5,34.5,21.0,29.0,79.0,56.0
no_relations,lstm,256,42,attack,0.25,211,0.5729166666666666,0.5852316850050074,12.0,13.0,15.0,31.75,19.0,26.0,79.0,58.0
no_relations,lstm,256,42,attack,0.5,133,0.7158469945355191,0.7111180809600628,9.0,9.0,9.5,18.5,16.0,18.0,79.0,61.0
no_relations,lstm,256,42,investigation,0.1,706,0.5625,0.5573573816473847,9.0,10.0,12.0,25.0,9.0,18.0,63.0,41.5
no_relations,lstm,256,42,investigation,0.25,627,0.6190476190476191,0.6108684872419495,9.0,9.0,11.0,22.75,8.0,17.0,63.0,48.0
no_relations,lstm,256,42,investigation,0.5,426,0.7124143835616439,0.7220890028469363,8.0,7.0,8.5,15.875,6.0,12.5,63.0,58.5
no_relations,lstm,256,42,mount,0.1,162,0.7722091194968554,0.7147081099136968,8.0,12.5,12.0,21.75,1.0,20.0,95.0,99.5
no_relations,lstm,256,42,mount,0.25,158,0.7784237726098191,0.7378845476270635,8.0,11.0,11.75,19.625,2.0,18.0,95.0,98.0
no_relations,lstm,256,42,mount,0.5,138,0.811761811023622,0.7902929411079546,8.0,11.0,11.0,17.375,4.0,15.0,95.0,100.5
