stream,head,capacity,seed,class,threshold,matched_bouts,median_tiou,mean_tiou,median_abs_start_offset_frames,median_abs_end_offset_frames,median_abs_mean_boundary_offset_frames,q75_abs_mean_boundary_offset_frames,median_duration_error_frames,median_abs_duration_error_frames,median_pred_duration_frames,median_gt_duration_frames
full,attention,256,44,investigation,0.25,672,0.6376262626262625,0.6317762928437836,8.0,9.0,10.5,19.5,11.0,16.0,63.0,43.0
full,attention,256,44,investigation,0.5,460,0.7591145833333333,0.749286913197427,7.0,7.0,8.0,14.0,8.0,12.0,63.0,61.0
full,attention,256,44,mount,0.1,172,0.8288352272727273,0.7850114073406693,7.0,9.0,9.0,15.5,4.0,12.0,95.0,95.5
full,attention,256,44,mount,0.25,170,0.831439393939394,0.7917652180152654,7.0,9.0,9.0,15.375,4.0,12.0,95.0,97.0
full,attention,256,44,mount,0.5,157,0.8444767441860465,0.8260487049487749,6.0,7.0,8.0,14.0,4.0,12.0,95.0,102.0
full,attention,512,42,attack,0.1,215,0.5,0.5122532367186046,21.0,14.0,21.5,45.25,37.0,39.0,111.0,57.0
full,attention,512,42,attack,0.25,192,0.5527777777777778,0.5543838582358587,19.0,14.0,20.5,37.625,35.0,36.5,111.0,62.0
full,attention,512,42,attack,0.5,111,0.6818181818181818,0.6958141175588479,15.0,10.0,14.0,25.25,23.0,26.0,111.0,78.0
full,attention,512,42,investigation,0.1,710,0.6066017316017316,0.594718350606909,9.0,9.0,10.5,21.0,9.0,16.0,63.0,42.5
full,attention,512,42,investigation,0.25,645,0.64,0.6384670708730891,8.0,9.0,10.0,18.5,8.0,15.0,63.0,49.0
full,attention,512,42,investigation,0.5,454,0.7557561486132914,0.7482399899975324,7.0,7.0,7.5,14.0,6.0,12.0,63.0,61.0
full,attention,512,42,mount,0.1,168,0.8307291666666667,0.7826437785261259,8.0,9.0,9.5,16.125,-1.0,13.0,95.0,98.5
full,attention,512,42,mount,0.25,165,0.8333333333333334,0.7946177126537289,8.0,9.0,9.0,15.5,-1.0,12.0,95.0,100.0
full,attention,512,42,mount,0.5,153,0.8504672897196262,0.8259474937653816,7.0,9.0,8.5,14.0,-1.0,12.0,95.0,102.0
full,attention,512,43,attack,0.1,226,0.5234375,0.534221928087721,15.5,13.5,17.5,35.0,24.0,32.0,95.0,55.5
full,attention,512,43,attack,0.25,202,0.5625,0.581259180753533,15.0,12.0,16.5,30.875,23.0,29.5,95.0,58.5
full,attention,512,43,attack,0.5,125,0.7053571428571429,0.7096200496689848,12.0,7.0,11.5,23.0,16.0,21.0,95.0,73.0
full,attention,512,43,investigation,0.1,752,0.5949163449163449,0.587104197236217,9.0,9.5,11.0,22.0,14.0,18.0,63.0,39.0
full,attention,512,43,investigation,0.25,683,0.625,0.6297077363386685,9.0,9.0,10.0,19.5,13.0,17.0,63.0,43.0
full,attention,512,43,investigation,0.5,475,0.75,0.7409153164942376,7.0,7.0,8.0,14.0,9.0,13.0,63.0,60.0
full,attention,512,43,mount,0.1,163,0.8181818181818182,0.7660472837193757,7.0,10.0,10.5,17.0,-3.0,16.0,95.0,101.0
full,attention,512,43,mount,0.25,159,0.8205128205128205,0.7860811811130073,7.0,10.0,10.0,16.25,-3.0,15.0,95.0,102.0
full,attention,512,43,mount,0.5,148,0.8314648729446936,0.8168260896874614,6.5,9.0,9.5,15.0,-3.0,12.5,95.0,105.0
full,attention,512,44,attack,0.1,218,0.5166666666666666,0.5202105283599981,19.0,16.0,22.0,40.0,34.5,38.5,111.0,57.5
full,attention,512,44,attack,0.25,192,0.5625,0.5684118332253324,18.0,14.0,20.75,36.125,30.5,35.0,111.0,62.0
full,attention,512,44,attack,0.5,118,0.6811868686868687,0.6964937045840264,13.0,10.0,13.5,24.875,21.0,24.5,111.0,77.5
full,attention,512,44,investigation,0.1,723,0.609375,0.5926452681962305,9.0,10.0,11.0,22.25,13.0,18.0,63.0,41.0
full,attention,512,44,investigation,0.25,652,0.6464460784313726,0.6385295197205861,8.0,9.0,10.25,19.5,11.0,17.0,63.0,47.0
full,attention,512,44,investigation,0.5,459,0.7564102564102564,0.7476445978915544,7.0,7.0,8.0,14.75,8.0,12.0,63.0,62.0
full,attention,512,44,mount,0.1,169,0.8333333333333334,0.7874829514224384,8.0,9.0,9.0,15.0,2.0,12.0,95.0,98.0
full,attention,512,44,mount,0.25,167,0.8333333333333334,0.7961484577848249,7.0,9.0,9.0,14.75,2.0,12.0,95.0,98.0
full,attention,512,44,mount,0.5,156,0.8510488100040339,0.8237195598211888,7.0,7.5,8.0,13.5,2.0,12.0,103.0,101.5
full,attention,896,42,attack,0.1,223,0.5446428571428571,0.5372279057614321,16.0,14.0,18.0,36.5,30.0,32.0,95.0,56.0
full,attention,896,42,attack,0.25,203,0.5879120879120879,0.5740779978556118,15.0,13.0,17.0,34.5,26.0,30.0,111.0,59.0
full,attention,896,42,attack,0.5,127,0.6875,0.704974213456301,12.0,10.0,13.0,22.5,20.0,23.0,111.0,73.0
full,attention,896,42,investigation,0.1,703,0.6,0.5945135544108434,8.0,9.0,10.5,20.0,7.0,15.0,47.0,44.0
full,attention,896,42,investigation,0.25,638,0.64,0.6412808249128918,8.0,9.0,10.0,17.875,5.0,14.0,47.0,50.0
full,attention,896,42,investigation,0.5,458,0.75,0.7453998368665187,7.0,7.0,7.5,14.0,4.0,12.0,63.0,63.0
full,attention,896,42,mount,0.1,185,0.8020833333333334,0.7439143128397533,11.0,9.0,11.5,17.5,16.0,19.0,95.0,85.0
full,attention,896,42,mount,0.25,181,0.8046875,0.7559517838417369,10.0,9.0,11.0,16.5,15.0,18.0,95.0,88.0
full,attention,896,42,mount,0.5,165,0.825,0.7966103019329299,10.0,9.0,10.5,15.5,14.0,16.0,111.0,99.0
full,attention,896,43,attack,0.1,226,0.5431547619047619,0.5435926110791426,15.0,14.0,17.25,33.875,24.0,30.0,87.0,55.0
full,attention,896,43,attack,0.25,206,0.5765189459930313,0.5826263032366136,14.0,13.0,16.5,31.0,23.0,28.5,95.0,58.0
full,attention,896,43,attack,0.5,132,0.6930418719211823,0.7013958164357794,11.5,9.0,12.25,21.375,17.0,22.0,87.0,70.5
full,attention,896,43,investigation,0.1,778,0.5763403263403264,0.5723596029443895,10.0,10.0,11.5,22.5,17.0,19.0,63.0,38.0
full,attention,896,43,investigation,0.25,689,0.625,0.624525740268472,9.0,9.0,10.5,19.5,14.0,17.0,63.0,42.0
full,attention,896,43,investigation,0.5,477,0.735632183908046,0.7342639486687694,8.0,7.0,8.0,14.5,11.0,14.0,63.0,58.0
full,attention,896,43,mount,0.1,163,0.8250460405156538,0.7658081852246765,6.0,10.0,10.0,17.75,-6.0,15.0,95.0,101.0
full,attention,896,43,mount,0.25,159,0.8288288288288288,0.7855310188411916,6.0,10.0,9.5,16.75,-6.0,15.0,95.0,102.0
full,attention,896,43,mount,0.5,145,0.8493589743589743,0.8220807198524073,6.0,10.0,9.5,15.0,-5.0,14.0,95.0,103.0
full,attention,896,44,attack,0.1,220,0.5173611111111112,0.5270764752551187,17.0,14.0,19.25,39.625,27.0,33.5,95.0,56.5
full,attention,896,44,attack,0.25,198,0.5685307017543859,0.5683316714172947,16.0,13.0,17.0,34.875,25.0,30.5,95.0,59.5
full,attention,896,44,attack,0.5,118,0.6875,0.7043546312599379,12.5,9.0,12.0,23.5,19.0,21.5,95.0,73.0
full,attention,896,44,investigation,0.1,752,0.6020833333333333,0.5833481217669061,10.0,9.0,11.0,22.5,14.0,18.0,63.0,39.0
full,attention,896,44,investigation,0.25,672,0.6394444444444445,0.6323425716809284,9.0,9.0,10.0,19.5,13.0,16.0,63.0,43.5
full,attention,896,44,investigation,0.5,471,0.7564102564102564,0.7427307001539201,7.0,7.0,7.5,13.5,9.0,12.0,63.0,60.0
full,attention,896,44,mount,0.1,164,0.8212153143659993,0.7580563845852302,7.5,10.0,10.25,16.5,-5.0,15.0,95.0,100.5
full,attention,896,44,mount,0.25,162,0.8242922374429223,0.7741320597815055,8.0,10.0,10.0,15.875,-5.5,15.0,95.0,101.5
full,attention,896,44,mount,0.5,144,0.8512990602542841,0.8238215369499484,7.0,9.0,9.25,14.5,-3.0,12.0,95.0,102.5
full,lstm,256,42,attack,0.1,229,0.5576923076923077,0.5529832618353981,12.0,10.0,15.5,32.5,18.0,25.0,79.0,55.0
full,lstm,256,42,attack,0.25,211,0.5879120879120879,0.5876751703749828,12.0,9.0,13.5,29.75,18.0,24.0,79.0,56.0
full,lstm,256,42,attack,0.5,133,0.7125,0.7219664428270065,8.0,6.0,9.5,20.0,13.0,17.0,79.0,64.0
full,lstm,256,42,investigation,0.1,694,0.625,0.6084989594019083,8.0,9.0,10.5,21.5,8.0,16.0,63.0,47.0
full,lstm,256,42,investigation,0.25,634,0.6605458221024259,0.653003279327621,8.0,8.0,10.0,18.375,7.0,14.0,63.0,52.0
full,lstm,256,42,investigation,0.5,468,0.7533899465826599,0.7499664920561145,7.0,7.0,8.0,12.625,5.0,12.0,63.0,63.0
full,lstm,256,42,mount,0.1,170,0.8343137254901961,0.7914515929154422,7.0,9.0,8.5,14.375,4.0,12.5,95.0,97.0
full,lstm,256,42,mount,0.25,166,0.8441295546558705,0.8060694902769464,6.5,9.0,8.25,13.875,4.0,12.0,95.0,98.5
full,lstm,256,42,mount,0.5,157,0.8507462686567164,0.8300740132093609,6.0,8.0,8.0,13.0,3.0,12.0,111.0,102.0
full,lstm,256,43,attack,0.1,230,0.5880736910148675,0.5759732009993866,11.0,8.0,13.0,25.375,12.0,21.5,63.0,54.0
full,lstm,256,43,attack,0.25,214,0.5995689655172414,0.6051022750146741,10.0,8.0,12.5,23.0,11.5,20.5,63.0,56.0
full,lstm,256,43,attack,0.5,143,0.6893203883495146,0.721126866185394,7.0,6.0,8.5,14.25,10.0,15.0,63.0,59.0
full,lstm,256,43,investigation,0.1,730,0.6190476190476191,0.6014465508070399,8.0,9.0,10.5,20.375,8.0,15.0,63.0,42.0
full,lstm,256,43,investigation,0.25,661,0.6458333333333334,0.6470309178356219,7.0,9.0,9.5,18.0,7.0,14.0,63.0,48.0
full,lstm,256,43,investigation,0.5,481,0.75,0.7465844122156658,6.0,7.0,7.5,12.5,5.0,11.0,63.0,60.0
full,lstm,256,43,mount,0.1,168,0.8188468433858369,0.7694829580874432,7.0,10.0,10.0,15.125,-1.0,12.5,95.0,98.5
full,lstm,256,43,mount,0.25,165,0.8205128205128205,0.7816495531132346,7.0,10.0,10.0,15.0,-1.0,12.0,95.0,100.0
full,lstm,256,43,mount,0.5,154,0.8285227272727274,0.8124260491320988,7.0,10.0,9.5,14.875,-1.0,11.0,95.0,105.0
full,lstm,256,44,attack,0.1,218,0.5304383116883117,0.5414814758375938,12.0,12.5,16.5,33.5,15.5,25.0,63.0,56.5
full,lstm,256,44,attack,0.25,198,0.5625,0.5780056790247362,11.0,10.5,15.25,29.75,15.5,23.0,63.0,58.0
full,lstm,256,44,attack,0.5,120,0.6884101941747574,0.7161260913396151,7.0,7.0,9.5,18.125,12.0,16.0,79.0,63.5
full,lstm,256,44,investigation,0.1,756,0.6153846153846154,0.5913845040387733,8.0,9.0,10.5,21.625,11.0,16.0,63.0,40.0
full,lstm,256,44,investigation,0.25,680,0.6484375,0.640300658467942,8.0,8.0,9.5,18.125,9.0,15.0,63.0,44.0
full,lstm,256,44,investigation,0.5,494,0.7391774891774892,0.7398488308882709,7.0,7.0,8.0,14.0,7.0,12.0,63.0,60.0
full,lstm,256,44,mount,0.1,174,0.8191786283891547,0.7630167161090026,7.0,10.0,10.0,15.5,-1.0,12.0,95.0,95.5
full,lstm,256,44,mount,0.25,168,0.8212153143659993,0.7832562880755547,7.0,10.0,9.5,15.125,-2.0,12.0,95.0,98.5
full,lstm,256,44,mount,0.5,156,0.8278125000000001,0.8129285628345014,6.5,9.5,9.0,14.0,-1.0,11.0,95.0,102.5
full,lstm,512,42,attack,0.1,225,0.5208333333333334,0.5393372199026882,13.0,14.0,17.0,35.5,23.0,29.0,79.0,56.0
full,lstm,512,42,attack,0.25,207,0.5604838709677419,0.5740940180783561,13.0,13.0,16.0,32.25,21.0,28.0,79.0,58.0
full,lstm,512,42,attack,0.5,121,0.7,0.7127009453925891,9.0,10.0,10.5,17.0,16.0,19.0,79.0,66.0
full,lstm,512,42,investigation,0.1,748,0.5759615384615384,0.5748900946811364,10.0,9.0,11.0,22.5,14.0,18.0,63.0,40.0
full,lstm,512,42,investigation,0.25,667,0.6201923076923077,0.6257361518267758,9.0,9.0,10.5,20.5,12.0,17.0,63.0,47.0
full,lstm,512,42,investigation,0.5,458,0.75,0.738765935838826,8.0,7.0,8.5,14.0,9.0,14.0,79.0,63.5
full,lstm,512,42,mount,0.1,169,0.7974683544303798,0.7399333788413722,7.0,12.0,11.5,18.5,-4.0,15.0,95.0,98.0
full,lstm,512,42,mount,0.25,166,0.8,0.7513927869066501,7.0,12.0,11.5,17.875,-5.0,15.0,95.0,99.5
full,lstm,512,42,mount,0.5,145,0.8266666666666667,0.8047884175565155,7.0,11.0,10.5,15.0,-4.0,12.0,95.0,103.0
full,lstm,512,43,attack,0.1,228,0.589572192513369,0.5821979437719704,9.5,9.0,12.75,28.0,11.5,23.0,63.0,55.0
full,lstm,512,43,attack,0.25,213,0.6060606060606061,0.6107826172635828,9.0,8.0,12.0,25.5,12.0,21.0,63.0,56.0
full,lstm,512,43,attack,0.5,147,0.6875,0.713969486539796,7.0,7.0,8.5,14.75,10.0,15.0,63.0,56.0
full,lstm,512,43,investigation,0.1,717,0.6136363636363636,0.598882619370943,7.0,9.0,10.0,21.5,5.0,15.0,63.0,44.0
full,lstm,512,43,investigation,0.25,656,0.6404633204633206,0.641512796853981,7.0,9.0,9.5,18.5,4.0,14.0,63.0,50.0
full,lstm,512,43,investigation,0.5,466,0.75,0.7490685526538687,6.0,7.0,7.5,12.0,2.0,11.0,63.0,62.5
full,lstm,512,43,mount,0.1,162,0.7928249678249678,0.7221228595864394,9.0,12.0,12.25,20.0,-4.0,15.0,87.0,99.5
full,lstm,512,43,mount,0.25,157,0.7974683544303798,0.7480162222452096,9.0,11.0,11.5,19.5,-4.0,14.0,95.0,102.0
full,lstm,512,43,mount,0.5,136,0.8250230202578268,0.8037383119619012,8.0,10.0,10.25,16.625,-4.0,12.5,111.0,111.5
full,lstm,512,44,attack,0.1,224,0.5600110619469026,0.5566291728286826,12.0,13.0,15.25,32.0,19.5,25.0,79.0,56.0
full,lstm,512,44,attack,0.25,207,0.5909090909090909,0.5899933456848626,12.0,11.0,13.5,29.25,19.0,24.0,79.0,58.0
full,lstm,512,44,attack,0.5,126,0.728219696969697,0.7267801107798052,8.5,7.0,9.75,15.375,14.5,16.5,79.0,65.5
full,lstm,512,44,investigation,0.1,781,0.5517241379310345,0.5582245743123644,11.0,10.0,12.0,24.5,17.0,19.0,63.0,38.0
full,lstm,512,44,investigation,0.25,686,0.6153846153846154,0.6132992067728714,10.0,9.0,10.5,20.5,15.5,17.0,63.0,42.0
full,lstm,512,44,investigation,0.5,454,0.7444888565891472,0.7379294647828233,8.0,7.0,8.0,14.375,11.0,13.5,79.0,61.0
full,lstm,512,44,mount,0.1,164,0.7987341772151899,0.7400766625798293,7.0,12.0,12.0,18.0,-6.0,14.5,95.0,99.5
full,lstm,512,44,mount,0.25,159,0.8080808080808081,0.7563410635415982,7.0,12.0,11.5,17.25,-6.0,15.0,95.0,102.0
full,lstm,512,44,mount,0.5,137,0.8333333333333334,0.8163315086174265,7.0,11.0,11.0,15.5,-6.0,12.0,111.0,116.0
full,lstm,896,42,attack,0.1,226,0.5484375,0.5469362113796412,14.0,14.0,17.0,34.5,24.0,28.5,79.0,55.5
full,lstm,896,42,attack,0.25,211,0.5789473684210527,0.575672197888547,13.0,14.0,16.5,32.75,23.0,27.0,79.0,58.0
full,lstm,896,42,attack,0.5,127,0.6979166666666666,0.711092019613273,9.0,10.0,11.5,19.25,17.0,21.0,95.0,69.0
full,lstm,896,42,investigation,0.1,720,0.5931712962962963,0.5837581872226235,9.0,10.0,11.0,21.5,11.0,17.0,63.0,42.0
full,lstm,896,42,investigation,0.25,651,0.625,0.6291535654373926,9.0,9.0,10.5,19.0,10.0,16.0,63.0,47.0
full,lstm,896,42,investigation,0.5,452,0.75,0.7395120584262181,8.0,7.0,8.0,13.625,8.0,13.0,63.0,61.5
full,lstm,896,42,mount,0.1,163,0.7469879518072289,0.7024515929364238,9.0,14.0,12.5,20.75,-5.0,15.0,95.0,99.0
full,lstm,896,42,mount,0.25,157,0.7654986522911051,0.7310060878385867,9.0,14.0,12.5,19.5,-5.0,15.0,95.0,101.0
full,lstm,896,42,mount,0.5,135,0.8,0.789410690249483,8.0,12.0,11.5,17.75,-4.0,13.0,95.0,102.0
full,lstm,896,43,attack,0.1,217,0.5208333333333334,0.5453744801646545,13.0,14.0,16.5,33.5,22.0,29.0,79.0,57.0
full,lstm,896,43,attack,0.25,202,0.5625,0.5748236211100068,13.0,13.0,15.75,31.875,21.0,28.0,79.0,59.5
full,lstm,896,43,attack,0.5,119,0.7,0.7117827592880149,9.0,8.0,10.5,16.25,17.0,19.0,79.0,68.0
full,lstm,896,43,investigation,0.1,762,0.5777948943661972,0.5751255067507853,10.0,9.0,11.0,22.375,14.0,18.0,63.0,39.5
full,lstm,896,43,investigation,0.25,686,0.6209069646569647,0.6201573200576846,9.0,9.0,10.5,19.0,12.0,16.0,63.0,42.0
full,lstm,896,43,investigation,0.5,462,0.7437460913070669,0.7378621982866118,8.0,7.0,8.0,14.0,9.0,13.0,63.0,60.5
full,lstm,896,43,mount,0.1,161,0.7766990291262136,0.7116384413702233,7.0,15.0,12.0,20.5,-12.0,19.0,79.0,101.0
full,lstm,896,43,mount,0.25,158,0.7830981182795699,0.7296801954631796,7.0,15.0,12.0,19.0,-12.0,18.5,79.0,101.5
full,lstm,896,43,mount,0.5,138,0.8085858585858585,0.7836435668526208,6.5,14.0,11.25,15.875,-11.0,16.0,95.0,102.0
full,lstm,896,44,attack,0.1,223,0.5625,0.5582357431023892,12.0,13.0,16.0,32.0,22.0,28.0,79.0,56.0
full,lstm,896,44,attack,0.25,205,0.59375,0.5916125363017669,12.0,13.0,15.0,28.5,21.0,26.0,79.0,58.0
full,lstm,896,44,attack,0.5,133,0.6979166666666666,0.7103883626824892,9.0,9.0,10.5,16.5,16.0,19.0,79.0,66.0
full,lstm,896,44,investigation,0.1,772,0.55,0.5518598780936598,12.0,10.0,12.0,25.0,17.0,19.5,63.0,38.0
full,lstm,896,44,investigation,0.25,668,0.6165463525835866,0.6121407442975605,10.0,9.0,10.5,21.0,14.5,17.0,63.0,42.5
full,lstm,896,44,investigation,0.5,439,0.7395833333333334,0.7366409695774245,8.0,6.0,8.0,15.0,11.0,13.0,79.0,61.0
full,lstm,896,44,mount,0.1,156,0.7547169811320755,0.6900188943789289,7.0,15.0,13.0,23.5,-12.5,21.0,79.0,102.5
full,lstm,896,44,mount,0.25,149,0.768796992481203,0.7226453062143627,7.0,14.0,13.0,22.0,-12.0,19.0,79.0,103.0
full,lstm,896,44,mount,0.5,126,0.8,0.7847540015885961,7.0,14.0,12.0,17.875,-9.0,16.5,95.0,104.0
no_group_visual,attention,256,42,attack,0.1,214,0.5166666666666666,0.519298510404878,19.0,15.5,21.5,45.0,33.0,37.5,111.0,57.5
no_group_visual,attention,256,42,attack,0.25,188,0.5564663023679417,0.5681632712246827,17.0,14.0,18.75,38.75,30.0,32.5,111.0,64.0
no_group_visual,attention,256,42,attack,0.5,114,0.6989583333333333,0.7019321429444816,13.5,10.0,13.5,24.375,21.0,23.0,111.0,78.0
no_group_visual,attention,256,42,investigation,0.1,721,0.6086956521739131,0.5926782609206056,9.0,9.0,11.0,22.0,11.0,16.0,63.0,42.0
no_group_visual,attention,256,42,investigation,0.25,652,0.6464460784313726,0.6377102745357488,8.0,9.0,10.5,19.0,9.0,15.0,63.0,47.5
no_group_visual,attention,256,42,investigation,0.5,459,0.7619047619047619,0.7476944464174343,7.0,7.0,7.5,14.5,7.0,11.0,63.0,62.0
no_group_visual,attention,256,42,mount,0.1,169,0.8275,0.7745479726318355,8.0,9.0,9.0,16.5,3.0,14.0,95.0,98.0
no_group_visual,attention,256,42,mount,0.25,166,0.8307291666666667,0.786507245769979,8.0,9.0,9.0,15.875,2.5,14.0,95.0,98.5
no_group_visual,attention,256,42,mount,0.5,154,0.8446637426900585,0.8191059207474483,7.5,9.0,8.0,14.875,1.5,12.0,95.0,102.5
no_group_visual,attention,256,43,attack,0.1,228,0.5159090909090909,0.5305343399700914,15.5,14.0,17.5,35.0,24.0,30.0,95.0,55.5
no_group_visual,attention,256,43,attack,0.25,206,0.5625,0.5738866515984302,15.0,13.0,16.5,33.375,23.0,28.5,95.0,59.0
no_group_visual,attention,256,43,attack,0.5,125,0.7,0.7028443332858162,12.0,8.0,12.0,22.5,18.0,21.0,95.0,71.0
no_group_visual,attention,256,43,investigation,0.1,720,0.625,0.6140848513784961,8.0,9.0,10.0,19.125,9.0,15.0,47.0,42.0
no_group_visual,attention,256,43,investigation,0.25,667,0.6607142857142857,0.6510878081073693,8.0,8.0,9.5,17.75,8.0,14.0,63.0,48.0
no_group_visual,attention,256,43,investigation,0.5,480,0.7663741438356164,0.7562113615852569,6.0,7.0,7.0,12.5,6.0,11.0,63.0,61.0
no_group_visual,attention,256,43,mount,0.1,164,0.8205128205128205,0.7664770382937037,7.5,10.0,9.5,16.5,-4.0,14.5,95.0,99.5
no_group_visual,attention,256,43,mount,0.25,162,0.8212153143659993,0.781549286679368,7.5,10.0,9.5,15.5,-4.0,14.0,95.0,100.5
no_group_visual,attention,256,43,mount,0.5,147,0.837696335078534,0.8230787165849844,7.0,10.0,9.0,14.75,-4.0,12.0,95.0,105.0
no_group_visual,attention,256,44,attack,0.1,225,0.5138888888888888,0.5212853627290694,15.0,14.0,17.0,37.5,23.0,30.0,79.0,54.0
no_group_visual,attention,256,44,attack,0.25,199,0.546875,0.5660117449881751,14.0,14.0,16.0,32.0,22.0,28.0,79.0,59.0
no_group_visual,attention,256,44,attack,0.5,118,0.696784420289855,0.7024326385227834,12.0,8.0,12.0,19.875,17.0,21.0,79.0,66.0
no_group_visual,attention,256,44,investigation,0.1,778,0.578125,0.5688033043438563,10.0,10.0,11.5,23.0,18.0,20.0,63.0,37.5
no_group_visual,attention,256,44,investigation,0.25,695,0.6190476190476191,0.6168361032000984,9.0,9.0,10.5,19.5,16.0,17.0,63.0,41.0
no_group_visual,attention,256,44,investigation,0.5,469,0.7421875,0.7368688083395705,8.0,7.0,8.0,14.5,12.0,14.0,79.0,60.0
no_group_visual,attention,256,44,mount,0.1,165,0.8181818181818182,0.7765906978970923,7.0,10.0,9.5,15.0,-3.0,12.0,95.0,99.0
no_group_visual,attention,256,44,mount,0.25,162,0.8212153143659993,0.7868591622766833,7.0,10.0,9.5,15.0,-3.0,12.0,95.0,100.5
no_group_visual,attention,256,44,mount,0.5,149,0.8295454545454546,0.8215056217074712,6.0,10.0,9.0,13.5,-3.0,12.0,95.0,110.0
no_group_visual,attention,512,42,attack,0.1,214,0.49489795918367346,0.5109297749444529,18.5,17.0,21.5,41.5,33.0,39.0,95.0,57.5
no_group_visual,attention,512,42,attack,0.25,188,0.5376893939393939,0.5599654404239054,17.5,15.5,20.75,38.625,28.5,34.0,111.0,64.5
no_group_visual,attention,512,42,attack,0.5,108,0.7013513513513514,0.699011473378303,13.0,10.5,13.0,24.125,20.5,23.0,111.0,78.5
no_group_visual,attention,512,42,investigation,0.1,707,0.6111111111111112,0.5951582497193308,9.0,9.0,11.0,22.5,11.0,16.0,63.0,42.0
no_group_visual,attention,512,42,investigation,0.25,639,0.6486486486486487,0.6412554142603267,8.0,9.0,10.0,18.75,9.0,15.0,63.0,49.0
no_group_visual,attention,512,42,investigation,0.5,453,0.7578125,0.7493085702284833,7.0,7.0,7.5,14.0,7.0,11.0,63.0,62.0
no_group_visual,attention,512,42,mount,0.1,168,0.8343137254901961,0.7849726561064959,7.0,9.0,9.5,15.0,2.5,14.0,95.0,98.0
no_group_visual,attention,512,42,mount,0.25,165,0.837696335078534,0.7960298231287226,7.0,9.0,9.5,14.5,2.0,14.0,95.0,99.0
no_group_visual,attention,512,42,mount,0.5,154,0.8512075905692926,0.8258992745601135,7.0,8.5,8.5,13.5,2.0,12.0,95.0,102.5
no_group_visual,attention,512,43,attack,0.1,222,0.5109133593477364,0.5233952772309307,16.0,15.0,19.0,39.375,26.0,31.5,95.0,56.5
no_group_visual,attention,512,43,attack,0.25,198,0.546875,0.5697553370980253,15.0,14.0,17.5,33.875,23.0,30.0,95.0,62.0
no_group_visual,attention,512,43,attack,0.5,117,0.703125,0.7062423373697571,12.0,9.0,12.0,23.5,16.0,21.0,95.0,78.0
no_group_visual,attention,512,43,investigation,0.1,757,0.5952380952380952,0.5892605676963301,9.0,10.0,11.0,20.0,14.0,18.0,63.0,39.0
no_group_visual,attention,512,43,investigation,0.25,691,0.625,0.6292376406339131,8.0,9.0,10.5,18.0,13.0,17.0,63.0,42.0
no_group_visual,attention,512,43,investigation,0.5,479,0.75,0.7431977046405824,7.0,7.0,8.0,13.5,9.0,13.0,63.0,60.0
no_group_visual,attention,512,43,mount,0.1,165,0.821917808219178,0.7676209978695957,8.0,10.0,10.0,15.5,-3.0,16.0,95.0,100.0
no_group_visual,attention,512,43,mount,0.25,161,0.8250460405156538,0.7898444724154632,8.0,10.0,9.5,15.0,-3.0,15.0,95.0,101.0
no_group_visual,attention,512,43,mount,0.5,148,0.8364952263627965,0.8248134696065832,7.0,9.0,9.0,14.5,-3.0,14.0,95.0,105.0
no_group_visual,attention,512,44,attack,0.1,218,0.514520202020202,0.5257710061870995,18.0,14.5,20.25,39.375,29.0,34.0,95.0,56.5
no_group_visual,attention,512,44,attack,0.25,196,0.5599385245901639,0.57028755588581,17.0,14.0,18.25,34.25,25.5,31.5,95.0,61.0
no_group_visual,attention,512,44,attack,0.5,117,0.6988636363636364,0.7035684064153843,13.0,9.0,13.0,23.5,16.0,21.0,95.0,77.0
no_group_visual,attention,512,44,investigation,0.1,754,0.59375,0.5790603180915842,9.0,10.0,11.5,23.375,16.0,18.0,63.0,39.0
no_group_visual,attention,512,44,investigation,0.25,672,0.6259398496240601,0.6285278069256655,9.0,9.0,10.5,19.5,14.0,16.5,63.0,43.0
no_group_visual,attention,512,44,investigation,0.5,464,0.75,0.7447227953445769,7.0,7.0,8.0,14.0,9.0,12.5,63.0,60.5
no_group_visual,attention,512,44,mount,0.1,169,0.8352941176470589,0.7896467685359924,7.0,9.0,9.0,14.5,1.0,12.0,95.0,98.0
no_group_visual,attention,512,44,mount,0.25,167,0.837696335078534,0.7975250424413828,7.0,9.0,9.0,14.5,0.0,12.0,95.0,98.0
no_group_visual,attention,512,44,mount,0.5,155,0.8518518518518519,0.8286371361144036,7.0,8.0,8.0,13.25,0.0,11.0,95.0,102.0
no_group_visual,attention,896,42,attack,0.1,213,0.5208333333333334,0.5205325910052028,19.0,16.0,21.0,41.5,39.0,40.0,111.0,57.0
no_group_visual,attention,896,42,attack,0.25,190,0.5625,0.5601054951210486,17.0,14.0,20.0,37.375,35.5,36.5,111.0,62.0
no_group_visual,attention,896,42,attack,0.5,114,0.671875,0.6912910772324579,14.0,13.0,15.0,24.75,25.0,26.0,111.0,77.5
no_group_visual,attention,896,42,investigation,0.1,700,0.5871527777777779,0.5852815882483529,9.0,10.0,10.75,21.5,9.0,16.0,47.0,43.0
no_group_visual,attention,896,42,investigation,0.25,632,0.625,0.6319709029663912,8.0,9.0,10.0,18.5,8.0,15.0,63.0,49.0
no_group_visual,attention,896,42,investigation,0.5,448,0.7397916666666666,0.7383419808936348,7.0,7.0,8.0,14.125,7.0,12.0,63.0,61.0
