stream,head,capacity,class,threshold,n_seeds,bout_precision_mean,bout_precision_sd,bout_recall_mean,bout_recall_sd,bout_f1_mean,bout_f1_sd,tp_mean,fp_mean,fn_mean
animal_visual_only,lstm,896,investigation,0.25,3,0.5351061670020943,0.028103839642360358,0.4117246080436265,0.002726653033401513,0.4651312627396103,0.00981928669605146,604.0,527.0,863.0
animal_visual_only,lstm,896,investigation,0.5,3,0.30415963345615477,0.015654842046950366,0.2340377187002954,0.0017154815803841806,0.2643911506558933,0.0053055754564578445,343.3333333333333,787.6666666666666,1123.6666666666667
animal_visual_only,lstm,896,mount,0.1,3,0.6242144900862593,0.05884683866735138,0.798076923076923,0.0458624616065839,0.6979551597542503,0.020333226688633646,166.0,102.33333333333333,42.0
animal_visual_only,lstm,896,mount,0.25,3,0.6002309063311491,0.0570826149505003,0.7676282051282052,0.05140709914213283,0.6712382984211768,0.026957756562198117,159.66666666666666,108.66666666666667,48.333333333333336
animal_visual_only,lstm,896,mount,0.5,3,0.5389917548563843,0.040683821942257635,0.6907051282051282,0.05815784394751303,0.6033106422789839,0.01990823534395111,143.66666666666666,124.66666666666667,64.33333333333333
full,attention,256,attack,0.1,3,0.8389781859931112,0.016590016839764587,0.6338951310861424,0.011352392933503888,0.7221375195888152,0.012631620368550187,225.66666666666666,43.333333333333336,130.33333333333334
full,attention,256,attack,0.25,3,0.7560098102124811,0.03495574198895265,0.5711610486891385,0.024218196922055325,0.6506932541072885,0.028347907664190646,203.33333333333334,65.66666666666667,152.66666666666666
full,attention,256,attack,0.5,3,0.47102376108660476,0.021845096798243896,0.3558052434456929,0.013274762995091604,0.4053747826917867,0.016587212744610086,126.66666666666667,142.33333333333334,229.33333333333334
full,attention,256,investigation,0.1,3,0.8127626735179078,0.0149413955375147,0.5007952738014088,0.00964820438335025,0.6195950619617205,0.0029821376376882387,734.6666666666666,169.66666666666666,732.3333333333334
full,attention,256,investigation,0.25,3,0.7392655367231639,0.023914727698640476,0.4553510565780505,0.003123773479860848,0.563445969067908,0.00573747948442952,668.0,236.33333333333334,799.0
full,attention,256,investigation,0.5,3,0.528737718468526,0.035905755819829646,0.3253805953192456,0.010255200269390372,0.40276347937970575,0.018357464519363497,477.3333333333333,427.0,989.6666666666666
full,attention,256,mount,0.1,3,0.8552661819278314,0.022889011111094284,0.8189102564102564,0.032011192877304764,0.8362090240980145,0.013955692377585241,170.33333333333334,29.0,37.666666666666664
full,attention,256,mount,0.25,3,0.8419572755802359,0.022312717924813607,0.8060897435897436,0.02817050613981878,0.8231552579215968,0.008524922295882337,167.66666666666666,31.666666666666668,40.333333333333336
full,attention,256,mount,0.5,3,0.7783797103983195,0.02144517099775135,0.7451923076923076,0.025439916452544127,0.7609824902046701,0.00778969356493024,155.0,44.333333333333336,53.0
full,attention,512,attack,0.1,3,0.7318575154101469,0.07680526959764596,0.6170411985018727,0.015972586244599234,0.6687532425708138,0.04115493466329067,219.66666666666666,82.33333333333333,136.33333333333334
full,attention,512,attack,0.25,3,0.6506717243559349,0.06753355824871517,0.548689138576779,0.01621770419071985,0.5946226551745769,0.036495880198085195,195.33333333333334,106.66666666666667,160.66666666666666
full,attention,512,attack,0.5,3,0.39388401559454184,0.05438951823999636,0.33146067415730335,0.019662921348314613,0.359560441248073,0.034427188570392946,118.0,184.0,238.0
full,attention,512,investigation,0.1,3,0.8066566230931488,0.004219509326228562,0.4964780731651898,0.014657081047825631,0.6145400623015775,0.010149586658942321,728.3333333333334,174.66666666666666,738.6666666666666
full,attention,512,investigation,0.25,3,0.7309672061008364,0.00564993516052943,0.4498977505112474,0.013785786241415608,0.5568805253836275,0.010028689330630704,660.0,243.0,807.0
full,attention,512,investigation,0.5,3,0.5124905442655999,0.0058089591892468645,0.3153828675301068,0.007477610848400091,0.3904008846736857,0.0042827942306183685,462.6666666666667,440.3333333333333,1004.3333333333334
full,attention,512,mount,0.1,3,0.8667200168515713,0.019328164722751843,0.8012820512820512,0.015454568527232317,0.8326527049345852,0.014746075639410688,166.66666666666666,25.666666666666668,41.333333333333336
full,attention,512,mount,0.25,3,0.8510641140135918,0.020483861257895884,0.7868589743589743,0.02001601922563592,0.8176393653848836,0.018177534247695897,163.66666666666666,28.666666666666668,44.333333333333336
