track,head,capacity,seed,prediction_type,threshold,class,duration_bin,gt_bouts,matched_bouts,recall
LSTM-256,lstm,256,42,smoothed_frames,0.25,investigation,4-8,111,70,0.6306306306306306
LSTM-256,lstm,256,42,smoothed_frames,0.25,investigation,>=8,53,40,0.7547169811320755
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,0.25-0.5,13,3,0.23076923076923078
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,4-8,30,7,0.23333333333333334
LSTM-256,lstm,256,42,smoothed_frames,0.25,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,<0.25,26,2,0.07692307692307693
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,0.25-0.5,46,6,0.13043478260869565
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,0.5-1,77,8,0.1038961038961039
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,1-2,91,14,0.15384615384615385
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,2-4,78,13,0.16666666666666666
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,4-8,36,6,0.16666666666666666
LSTM-256,lstm,256,42,smoothed_frames,0.5,attack,>=8,2,0,0.0
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,<0.25,220,26,0.11818181818181818
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,0.25-0.5,301,57,0.1893687707641196
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,0.5-1,379,84,0.22163588390501318
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,1-2,238,68,0.2857142857142857
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,2-4,165,57,0.34545454545454546
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,4-8,111,63,0.5675675675675675
LSTM-256,lstm,256,42,smoothed_frames,0.5,investigation,>=8,53,33,0.6226415094339622
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,2-4,62,7,0.11290322580645161
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,4-8,30,6,0.2
LSTM-256,lstm,256,42,smoothed_frames,0.5,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,43,raw_windows,0.25,attack,<0.25,26,5,0.19230769230769232
LSTM-256,lstm,256,43,raw_windows,0.25,attack,0.25-0.5,46,9,0.1956521739130435
LSTM-256,lstm,256,43,raw_windows,0.25,attack,0.5-1,77,15,0.19480519480519481
LSTM-256,lstm,256,43,raw_windows,0.25,attack,1-2,91,25,0.27472527472527475
LSTM-256,lstm,256,43,raw_windows,0.25,attack,2-4,78,18,0.23076923076923078
LSTM-256,lstm,256,43,raw_windows,0.25,attack,4-8,36,7,0.19444444444444445
LSTM-256,lstm,256,43,raw_windows,0.25,attack,>=8,2,0,0.0
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,<0.25,220,48,0.21818181818181817
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,0.25-0.5,301,92,0.30564784053156147
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,0.5-1,379,116,0.30606860158311344
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,1-2,238,94,0.3949579831932773
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,2-4,165,73,0.44242424242424244
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,4-8,111,65,0.5855855855855856
LSTM-256,lstm,256,43,raw_windows,0.25,investigation,>=8,53,38,0.7169811320754716
LSTM-256,lstm,256,43,raw_windows,0.25,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,43,raw_windows,0.25,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,43,raw_windows,0.25,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,43,raw_windows,0.25,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,43,raw_windows,0.25,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,43,raw_windows,0.25,mount,4-8,30,6,0.2
LSTM-256,lstm,256,43,raw_windows,0.25,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,43,raw_windows,0.5,attack,<0.25,26,2,0.07692307692307693
LSTM-256,lstm,256,43,raw_windows,0.5,attack,0.25-0.5,46,7,0.15217391304347827
LSTM-256,lstm,256,43,raw_windows,0.5,attack,0.5-1,77,10,0.12987012987012986
LSTM-256,lstm,256,43,raw_windows,0.5,attack,1-2,91,16,0.17582417582417584
LSTM-256,lstm,256,43,raw_windows,0.5,attack,2-4,78,14,0.1794871794871795
LSTM-256,lstm,256,43,raw_windows,0.5,attack,4-8,36,6,0.16666666666666666
LSTM-256,lstm,256,43,raw_windows,0.5,attack,>=8,2,0,0.0
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,<0.25,220,30,0.13636363636363635
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,0.25-0.5,301,59,0.19601328903654486
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,0.5-1,379,91,0.24010554089709762
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,1-2,238,66,0.2773109243697479
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,2-4,165,57,0.34545454545454546
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,4-8,111,57,0.5135135135135135
LSTM-256,lstm,256,43,raw_windows,0.5,investigation,>=8,53,32,0.6037735849056604
LSTM-256,lstm,256,43,raw_windows,0.5,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,43,raw_windows,0.5,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,43,raw_windows,0.5,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,43,raw_windows,0.5,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,43,raw_windows,0.5,mount,2-4,62,7,0.11290322580645161
LSTM-256,lstm,256,43,raw_windows,0.5,mount,4-8,30,5,0.16666666666666666
LSTM-256,lstm,256,43,raw_windows,0.5,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,<0.25,26,5,0.19230769230769232
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,0.25-0.5,46,9,0.1956521739130435
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,0.5-1,77,15,0.19480519480519481
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,1-2,91,25,0.27472527472527475
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,2-4,78,18,0.23076923076923078
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,4-8,36,7,0.19444444444444445
LSTM-256,lstm,256,43,smoothed_frames,0.25,attack,>=8,2,0,0.0
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,<0.25,220,48,0.21818181818181817
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,0.25-0.5,301,92,0.30564784053156147
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,0.5-1,379,116,0.30606860158311344
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,1-2,238,94,0.3949579831932773
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,2-4,165,73,0.44242424242424244
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,4-8,111,65,0.5855855855855856
LSTM-256,lstm,256,43,smoothed_frames,0.25,investigation,>=8,53,38,0.7169811320754716
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,4-8,30,6,0.2
LSTM-256,lstm,256,43,smoothed_frames,0.25,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,<0.25,26,2,0.07692307692307693
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,0.25-0.5,46,7,0.15217391304347827
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,0.5-1,77,10,0.12987012987012986
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,1-2,91,16,0.17582417582417584
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,2-4,78,14,0.1794871794871795
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,4-8,36,6,0.16666666666666666
LSTM-256,lstm,256,43,smoothed_frames,0.5,attack,>=8,2,0,0.0
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,<0.25,220,30,0.13636363636363635
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,0.25-0.5,301,59,0.19601328903654486
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,0.5-1,379,91,0.24010554089709762
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,1-2,238,66,0.2773109243697479
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,2-4,165,57,0.34545454545454546
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,4-8,111,57,0.5135135135135135
LSTM-256,lstm,256,43,smoothed_frames,0.5,investigation,>=8,53,32,0.6037735849056604
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,2-4,62,7,0.11290322580645161
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,4-8,30,5,0.16666666666666666
LSTM-256,lstm,256,43,smoothed_frames,0.5,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,44,raw_windows,0.25,attack,<0.25,26,4,0.15384615384615385
LSTM-256,lstm,256,44,raw_windows,0.25,attack,0.25-0.5,46,11,0.2391304347826087
LSTM-256,lstm,256,44,raw_windows,0.25,attack,0.5-1,77,13,0.16883116883116883
LSTM-256,lstm,256,44,raw_windows,0.25,attack,1-2,91,26,0.2857142857142857
LSTM-256,lstm,256,44,raw_windows,0.25,attack,2-4,78,16,0.20512820512820512
LSTM-256,lstm,256,44,raw_windows,0.25,attack,4-8,36,7,0.19444444444444445
LSTM-256,lstm,256,44,raw_windows,0.25,attack,>=8,2,0,0.0
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,<0.25,220,52,0.23636363636363636
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,0.25-0.5,301,98,0.32558139534883723
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,0.5-1,379,123,0.3245382585751979
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,1-2,238,99,0.41596638655462187
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,2-4,165,72,0.43636363636363634
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,4-8,111,64,0.5765765765765766
LSTM-256,lstm,256,44,raw_windows,0.25,investigation,>=8,53,39,0.7358490566037735
LSTM-256,lstm,256,44,raw_windows,0.25,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,44,raw_windows,0.25,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,44,raw_windows,0.25,mount,0.5-1,25,3,0.12
LSTM-256,lstm,256,44,raw_windows,0.25,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,44,raw_windows,0.25,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,44,raw_windows,0.25,mount,4-8,30,7,0.23333333333333334
LSTM-256,lstm,256,44,raw_windows,0.25,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,44,raw_windows,0.5,attack,<0.25,26,2,0.07692307692307693
LSTM-256,lstm,256,44,raw_windows,0.5,attack,0.25-0.5,46,7,0.15217391304347827
LSTM-256,lstm,256,44,raw_windows,0.5,attack,0.5-1,77,9,0.11688311688311688
LSTM-256,lstm,256,44,raw_windows,0.5,attack,1-2,91,16,0.17582417582417584
LSTM-256,lstm,256,44,raw_windows,0.5,attack,2-4,78,12,0.15384615384615385
LSTM-256,lstm,256,44,raw_windows,0.5,attack,4-8,36,6,0.16666666666666666
LSTM-256,lstm,256,44,raw_windows,0.5,attack,>=8,2,0,0.0
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,<0.25,220,33,0.15
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,0.25-0.5,301,64,0.21262458471760798
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,0.5-1,379,96,0.2532981530343008
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,1-2,238,70,0.29411764705882354
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,2-4,165,59,0.3575757575757576
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,4-8,111,58,0.5225225225225225
LSTM-256,lstm,256,44,raw_windows,0.5,investigation,>=8,53,30,0.5660377358490566
LSTM-256,lstm,256,44,raw_windows,0.5,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,44,raw_windows,0.5,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,44,raw_windows,0.5,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,44,raw_windows,0.5,mount,1-2,34,5,0.14705882352941177
LSTM-256,lstm,256,44,raw_windows,0.5,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,44,raw_windows,0.5,mount,4-8,30,5,0.16666666666666666
LSTM-256,lstm,256,44,raw_windows,0.5,mount,>=8,39,11,0.28205128205128205
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,<0.25,26,4,0.15384615384615385
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,0.25-0.5,46,11,0.2391304347826087
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,0.5-1,77,13,0.16883116883116883
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,1-2,91,26,0.2857142857142857
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,2-4,78,16,0.20512820512820512
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,4-8,36,7,0.19444444444444445
LSTM-256,lstm,256,44,smoothed_frames,0.25,attack,>=8,2,0,0.0
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,<0.25,220,52,0.23636363636363636
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,0.25-0.5,301,98,0.32558139534883723
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,0.5-1,379,123,0.3245382585751979
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,1-2,238,99,0.41596638655462187
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,2-4,165,72,0.43636363636363634
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,4-8,111,64,0.5765765765765766
LSTM-256,lstm,256,44,smoothed_frames,0.25,investigation,>=8,53,39,0.7358490566037735
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,0.5-1,25,3,0.12
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,1-2,34,6,0.17647058823529413
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,4-8,30,7,0.23333333333333334
LSTM-256,lstm,256,44,smoothed_frames,0.25,mount,>=8,39,12,0.3076923076923077
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,<0.25,26,2,0.07692307692307693
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,0.25-0.5,46,7,0.15217391304347827
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,0.5-1,77,9,0.11688311688311688
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,1-2,91,16,0.17582417582417584
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,2-4,78,12,0.15384615384615385
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,4-8,36,6,0.16666666666666666
LSTM-256,lstm,256,44,smoothed_frames,0.5,attack,>=8,2,0,0.0
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,<0.25,220,33,0.15
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,0.25-0.5,301,64,0.21262458471760798
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,0.5-1,379,96,0.2532981530343008
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,1-2,238,70,0.29411764705882354
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,2-4,165,59,0.3575757575757576
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,4-8,111,58,0.5225225225225225
LSTM-256,lstm,256,44,smoothed_frames,0.5,investigation,>=8,53,30,0.5660377358490566
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,<0.25,5,1,0.2
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,0.25-0.5,13,2,0.15384615384615385
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,0.5-1,25,2,0.08
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,1-2,34,5,0.14705882352941177
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,2-4,62,8,0.12903225806451613
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,4-8,30,5,0.16666666666666666
LSTM-256,lstm,256,44,smoothed_frames,0.5,mount,>=8,39,11,0.28205128205128205
