split,video_id,prediction_type_first,predictions_csv_first,annot_path_first,n_frames_first,fps_first,annot_fps_first,accuracy_first,frame_macro_f1_present_behaviors_first,bout_macro_f1_iou10_present_behaviors_first,bout_macro_f1_iou25_present_behaviors_first,bout_macro_f1_iou50_present_behaviors_first,gt_bouts_total_first,pred_bouts_total_first,stream_first,head_first,capacity_first,seed_first,model_name_first,eval_dir_first,train_dir_first,prediction_type_second,predictions_csv_second,annot_path_second,n_frames_second,fps_second,annot_fps_second,accuracy_second,frame_macro_f1_present_behaviors_second,bout_macro_f1_iou10_present_behaviors_second,bout_macro_f1_iou25_present_behaviors_second,bout_macro_f1_iou50_present_behaviors_second,gt_bouts_total_second,pred_bouts_total_second,stream_second,head_second,capacity_second,seed_second,model_name_second,eval_dir_second,train_dir_second,delta_frame_macro_f1_present_behaviors,delta_bout_macro_f1_iou25_present_behaviors,delta_bout_macro_f1_iou50_present_behaviors,bout_count_error_reduction,video_label
test_2,Mouse839-female_20200322_20-15-11_12885-24623,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse839-female_20200322_20-15-11_12885-24623\Mouse839-female_20200322_20-15-11_12885-24623.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse839-female_20200322_20-15-11_12885-24623\Mouse839-female_20200322_20-15-11_12885-24623_TK_withUSV.annot,11728,30.0,30.0,0.8018417462482946,0.7980100785561373,0.8229813664596273,0.7795031055900621,0.6211180124223602,68,52,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse839-female_20200322_20-15-11_12885-24623\Mouse839-female_20200322_20-15-11_12885-24623.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse839-female_20200322_20-15-11_12885-24623\Mouse839-female_20200322_20-15-11_12885-24623_TK_withUSV.annot,11728,30.0,30.0,0.7853854024556617,0.7856238525693142,0.8083717357910907,0.7653609831029186,0.586405529953917,68,56,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.01238622598682304,0.014142122487143527,0.03471248246844316,-4,Mouse839
test_2,Mouse627_20181026_17-29-36_10191-15523,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse627_20181026_17-29-36_10191-15523\Mouse627_20181026_17-29-36_10191-15523.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse627_20181026_17-29-36_10191-15523\Mouse627_20181026_17-29-36_10191-15523_XW_tk_final.annot,5328,30.0,30.0,0.8393393393393394,0.7840776870188635,0.8181818181818181,0.7954545454545454,0.4924242424242424,32,26,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse627_20181026_17-29-36_10191-15523\Mouse627_20181026_17-29-36_10191-15523.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse627_20181026_17-29-36_10191-15523\Mouse627_20181026_17-29-36_10191-15523_XW_tk_final.annot,5328,30.0,30.0,0.8327702702702703,0.7712632308601206,0.7608695652173914,0.7608695652173914,0.5905797101449275,32,31,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.012814456158742882,0.03458498023715406,-0.09815546772068512,-5,Mouse627
test_1,Mouse063_20160526_19-14-46,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse063_20160526_19-14-46\Mouse063_20160526_19-14-46.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse063_20160526_19-14-46\Mouse063_20160526_19-14-46_anno.annot,19296,30.0,30.0,0.8720978441127695,0.7828991053031495,0.6910751349107513,0.6333748443337484,0.463428808634288,144,97,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse063_20160526_19-14-46\Mouse063_20160526_19-14-46.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse063_20160526_19-14-46\Mouse063_20160526_19-14-46_anno.annot,19296,30.0,30.0,0.8704912935323383,0.767441871427063,0.6613394216133942,0.6106037544393709,0.4879079993235244,144,106,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.015457233876086551,0.022771089894377483,-0.02447919068923643,-9,Mouse063
test_1,Mouse162_20161017_19-58-28,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse162_20161017_19-58-28\Mouse162_20161017_19-58-28.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse162_20161017_19-58-28\Mouse162_20161017_19-58-28_TK.annot,17920,30.0,30.0,0.87421875,0.766383794538698,0.7718260869565218,0.7718260869565218,0.577391304347826,80,70,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse162_20161017_19-58-28\Mouse162_20161017_19-58-28.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse162_20161017_19-58-28\Mouse162_20161017_19-58-28_TK.annot,17920,30.0,30.0,0.8279017857142857,0.7504886449140742,0.8195488721804511,0.768796992481203,0.5206766917293233,80,82,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.015895149624623794,0.0030290944753187388,0.05671461261850275,-8,Mouse162
test_2,Mouse155_20151124_20-56-05,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse155_20151124_20-56-05\Mouse155_20151124_20-56-05.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse155_20151124_20-56-05\Mouse155_20151124_20-56-05_bhvr.annot,10384,30.0,30.0,0.9024460708782742,0.6684500900763373,0.7030303030303031,0.6024242424242425,0.3763636363636363,58,33,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse155_20151124_20-56-05\Mouse155_20151124_20-56-05.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse155_20151124_20-56-05\Mouse155_20151124_20-56-05_bhvr.annot,10384,30.0,30.0,0.9006163328197226,0.6518741789991387,0.6556503198294243,0.5602345415778252,0.3427505330490405,58,38,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.01657591107719858,0.04218970084641738,0.03361310331459577,-5,Mouse155
test_2,Mouse155_20151124_21-11-28,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse155_20151124_21-11-28\Mouse155_20151124_21-11-28.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse155_20151124_21-11-28\Mouse155_20151124_21-11-28_bhvr.annot,6688,30.0,30.0,0.9138755980861244,0.7853043068281983,0.7640692640692641,0.6926406926406926,0.5303030303030303,32,23,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse155_20151124_21-11-28\Mouse155_20151124_21-11-28.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse155_20151124_21-11-28\Mouse155_20151124_21-11-28_bhvr.annot,6688,30.0,30.0,0.9055023923444976,0.7631386276186405,0.7954545454545454,0.75,0.5590909090909092,32,24,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.02216567920955781,-0.05735930735930739,-0.028787878787878918,-1,Mouse155
test_2,Mouse159_20151129_20-48-38,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse159_20151129_20-48-38\Mouse159_20151129_20-48-38.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse159_20151129_20-48-38\Mouse159_20151129_20-48-38_actions.annot,7408,30.0,30.0,0.8911987041036717,0.607920422101393,0.6223155929038282,0.5774976657329599,0.2633053221288515,50,26,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse159_20151129_20-48-38\Mouse159_20151129_20-48-38.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse159_20151129_20-48-38\Mouse159_20151129_20-48-38_actions.annot,7408,30.0,30.0,0.892548596112311,0.5831533627909814,0.5798319327731093,0.5350140056022409,0.2633053221288515,50,28,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.024767059310411565,0.042483660130719025,0.0,-2,Mouse159
test_2,Mouse158_20151129_21-12-54,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse158_20151129_21-12-54\Mouse158_20151129_21-12-54.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse158_20151129_21-12-54\Mouse158_20151129_21-12-54_bhvr.annot,10000,30.0,30.0,0.9219,0.705885827025309,0.6491228070175438,0.5789473684210525,0.3859649122807017,49,27,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse158_20151129_21-12-54\Mouse158_20151129_21-12-54.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse158_20151129_21-12-54\Mouse158_20151129_21-12-54_bhvr.annot,10000,30.0,30.0,0.9162,0.6804990032887872,0.6491228070175438,0.5789473684210525,0.3333333333333333,49,28,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.02538682373652179,0.0,0.05263157894736836,-1,Mouse158
test_1,Mouse069_20160709_16-02-03,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse069_20160709_16-02-03\Mouse069_20160709_16-02-03.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse069_20160709_16-02-03\Mouse069_20160709_16-02-03_anno.annot,18496,30.0,30.0,0.9272815743944636,0.538638501080435,0.4841588576528335,0.4335118250780901,0.3297634984381972,66,58,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse069_20160709_16-02-03\Mouse069_20160709_16-02-03.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse069_20160709_16-02-03\Mouse069_20160709_16-02-03_anno.annot,18496,30.0,30.0,0.9108996539792388,0.5015315313789074,0.3833213169911079,0.3559240567171353,0.2674837779379956,66,52,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.0371069697015276,0.07758776836095482,0.062279720500201585,6,Mouse069
test_1,Mouse060_20160526_18-16-27,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse060_20160526_18-16-27\Mouse060_20160526_18-16-27.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse060_20160526_18-16-27\Mouse060_20160526_18-16-27_anno.annot,24288,30.0,30.0,0.91308465085639,0.8629368377730613,0.8370827285921625,0.7989840348330914,0.683599419448476,109,104,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse060_20160526_18-16-27\Mouse060_20160526_18-16-27.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse060_20160526_18-16-27\Mouse060_20160526_18-16-27_anno.annot,24288,30.0,30.0,0.8949687088274044,0.8225000414902766,0.8082535885167463,0.757177033492823,0.6105263157894737,109,110,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.04043679628278474,0.04180700134026849,0.07307310365900233,-4,Mouse060
test_2,Mouse159_20151129_20-57-31,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse159_20151129_20-57-31\Mouse159_20151129_20-57-31.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse159_20151129_20-57-31\Mouse159_20151129_20-57-31_Front-XiaoAnn.annot,4144,30.0,30.0,0.9594594594594594,0.8006103347067965,0.7352941176470589,0.7352941176470589,0.6764705882352942,16,7,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse159_20151129_20-57-31\Mouse159_20151129_20-57-31.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse159_20151129_20-57-31\Mouse159_20151129_20-57-31_Front-XiaoAnn.annot,4144,30.0,30.0,0.9541505791505792,0.758119712525045,0.7352941176470589,0.6764705882352942,0.6176470588235294,16,7,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.04249062218175159,0.05882352941176472,0.05882352941176472,0,Mouse159
test_2,Mouse156_20151012_20-16-37,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_2\Mouse156_20151012_20-16-37\Mouse156_20151012_20-16-37.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse156_20151012_20-16-37\Mouse156_20151012_20-16-37_Front-XiaoAnn.annot,10272,30.0,30.0,0.7859228971962616,0.5841914342701023,0.6259398496240602,0.4837092731829573,0.2349624060150376,123,73,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_2\Mouse156_20151012_20-16-37\Mouse156_20151012_20-16-37.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_2\Mouse156_20151012_20-16-37\Mouse156_20151012_20-16-37_Front-XiaoAnn.annot,10272,30.0,30.0,0.7617795950155763,0.5331280449502915,0.5245925925925926,0.3962962962962963,0.1808888888888888,123,71,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.051063389319810804,0.087412976886661,0.0540735171261488,2,Mouse156
test_1,Mouse077_20160709_18-29-34,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse077_20160709_18-29-34\Mouse077_20160709_18-29-34.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse077_20160709_18-29-34\Mouse077_20160709_18-29-34_anno.annot,19952,30.0,30.0,0.7907979149959904,0.5027018252810114,0.465133549521004,0.3910438893977276,0.2080847587692155,280,122,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse077_20160709_18-29-34\Mouse077_20160709_18-29-34.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse077_20160709_18-29-34\Mouse077_20160709_18-29-34_anno.annot,19952,30.0,30.0,0.7812249398556536,0.4512005173435634,0.4291157740891533,0.3601106587326443,0.1929742144273932,280,112,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.05150130793744795,0.0309332306650833,0.015110544341822296,10,Mouse077
test_1,Mouse074_20160709_19-15-23,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse074_20160709_19-15-23\Mouse074_20160709_19-15-23.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse074_20160709_19-15-23\Mouse074_20160709_19-15-23_anno.annot,19376,30.0,30.0,0.8993600330305532,0.6267300812693175,0.5909985243482537,0.5272995573044761,0.3320216428922774,119,66,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse074_20160709_19-15-23\Mouse074_20160709_19-15-23.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse074_20160709_19-15-23\Mouse074_20160709_19-15-23_anno.annot,19376,30.0,30.0,0.8942506193228736,0.5731447801420314,0.5429166666666667,0.4954166666666667,0.2491666666666666,119,57,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.0535853011272861,0.03188289063780936,0.08285497622561083,9,Mouse074
test_1,Mouse163_20161018_18-22-45,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42\test_1\Mouse163_20161018_18-22-45\Mouse163_20161018_18-22-45.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse163_20161018_18-22-45\Mouse163_20161018_18-22-45_TK.annot,6640,30.0,30.0,0.876355421686747,0.8471747315059597,0.8387096774193548,0.8225806451612903,0.5967741935483871,52,41,full,attention,256,42,yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_attention256_seed42,smoothed_frames,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42\test_1\Mouse163_20161018_18-22-45\Mouse163_20161018_18-22-45.behavior.smoothed_frames.csv,<MARS_DATA_ROOT>\test_1\Mouse163_20161018_18-22-45\Mouse163_20161018_18-22-45_TK.annot,6640,30.0,30.0,0.8216867469879519,0.7887334051198038,0.7881720430107526,0.7397849462365591,0.4956989247311828,52,48,pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_pose_relations_only_attention256_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42,0.058441326386155845,0.08279569892473115,0.1010752688172043,-7,Mouse163
