track,head,capacity,seed,model_name,class,gt_start_frame,gt_end_frame,gt_duration_frames,overlapping_pred_bouts,covered_gt_frames,gt_coverage_fraction,split,video_id
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,4067,4125,59,1,59,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,4144,4154,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,4156,4180,25,1,25,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,4302,4309,8,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,4311,4332,22,1,22,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,4334,4349,16,1,14,0.875,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,4532,4548,17,1,17,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,4610,4623,14,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,4889,4926,38,1,23,0.6052631578947368,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,4928,5003,76,2,60,0.7894736842105263,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,5005,5018,14,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,5039,5050,12,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,5052,5145,94,1,94,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,5158,5159,2,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,5161,5265,105,1,105,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,5283,5302,20,1,13,0.65,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,5609,5617,9,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,6016,6121,106,1,106,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,6171,6188,18,1,13,0.7222222222222222,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,7937,7951,15,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,8601,8613,13,1,6,0.46153846153846156,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,9288,9304,17,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,9533,9592,60,1,48,0.8,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,9594,9660,67,1,67,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,9671,9702,32,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,9704,9712,9,1,9,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,9740,9750,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,9796,9827,32,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,9829,9850,22,1,22,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,9928,9931,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,9933,9987,55,1,55,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10006,10021,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10133,10138,6,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10140,10170,31,1,31,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10265,10307,43,1,39,0.9069767441860465,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10309,10334,26,1,26,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10353,10356,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10358,10390,33,1,33,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10423,10427,5,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10429,10445,17,1,17,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10565,10577,13,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10579,10632,54,1,54,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10651,10652,2,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10654,10661,8,1,8,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,10670,10741,72,1,72,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10743,10758,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,10785,10792,8,1,8,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,11122,11149,28,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,12146,12155,10,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,12157,12242,86,1,83,0.9651162790697675,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,12290,12341,52,1,46,0.8846153846153846,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,12631,12642,12,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,12961,12973,13,1,13,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,12975,13017,43,1,42,0.9767441860465116,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13057,13066,10,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,13068,13071,4,1,4,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13181,13198,18,1,18,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,13200,13308,109,1,109,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13671,13685,15,1,15,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13696,13712,17,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,13714,13729,16,1,16,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13741,13751,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,13753,13754,2,1,2,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13785,13792,8,1,8,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,13794,13798,5,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,13944,13989,46,1,46,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,attack,13991,14027,37,1,28,0.7567567567567568,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,15309,15312,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,16041,16064,24,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,16424,16434,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,17075,17093,19,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,17463,17478,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,18306,18329,24,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,43,yolo_sppf_full_attention512_seed43,investigation,18464,18476,13,1,13,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,99,164,66,1,66,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,178,205,28,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,207,243,37,1,37,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,251,252,2,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,254,301,48,1,48,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,363,370,8,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,372,415,44,1,44,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,509,544,36,1,16,0.4444444444444444,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,546,624,79,1,79,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,649,661,13,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,675,686,12,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,688,738,51,1,51,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,740,753,14,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,755,767,13,1,13,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,820,825,6,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,827,912,86,1,86,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,914,942,29,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,944,954,11,1,11,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,956,963,8,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1101,1124,24,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,1126,1141,16,1,16,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1154,1157,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,1159,1340,182,2,166,0.9120879120879121,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1342,1351,10,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1405,1456,52,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,1458,1527,70,1,70,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1566,1597,32,1,2,0.0625,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1668,1733,66,2,32,0.48484848484848486,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1911,1923,13,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,1971,2000,30,1,30,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,2356,2370,15,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,2913,3062,150,1,95,0.6333333333333333,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,3064,3088,25,1,24,0.96,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3125,3159,35,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,3161,3268,108,2,87,0.8055555555555556,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3331,3342,12,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,3344,3453,110,1,110,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3455,3493,39,1,38,0.9743589743589743,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3608,3619,12,1,8,0.6666666666666666,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3635,3655,21,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3729,3741,13,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,3743,3807,65,1,65,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,3899,3913,15,1,15,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,3915,3983,69,1,64,0.927536231884058,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4041,4065,25,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,4067,4125,59,1,59,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4144,4154,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,4156,4180,25,1,25,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4302,4309,8,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,4311,4332,22,1,22,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4334,4349,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4532,4548,17,1,5,0.29411764705882354,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4610,4623,14,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,4889,4926,38,1,23,0.6052631578947368,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,4928,5003,76,2,60,0.7894736842105263,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,5005,5018,14,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,5039,5050,12,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,5052,5145,94,1,94,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,5158,5159,2,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,5161,5265,105,1,105,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,5283,5302,20,1,20,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,5609,5617,9,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,6016,6121,106,1,106,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,6171,6188,18,1,13,0.7222222222222222,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,7937,7951,15,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,8601,8613,13,1,6,0.46153846153846156,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,9288,9304,17,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,9533,9592,60,1,48,0.8,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,9594,9660,67,1,67,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,9671,9702,32,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,9704,9712,9,1,9,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,9740,9750,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,9796,9827,32,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,9829,9850,22,1,22,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,9928,9931,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,9933,9987,55,1,55,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10006,10021,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10133,10138,6,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10140,10170,31,1,31,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10265,10307,43,1,32,0.7441860465116279,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10309,10334,26,1,26,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10353,10356,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10358,10390,33,1,33,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10423,10427,5,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10429,10445,17,1,17,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10565,10577,13,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10579,10632,54,1,54,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10651,10652,2,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10654,10661,8,1,8,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,10670,10741,72,1,72,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10743,10758,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,10785,10792,8,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,11122,11149,28,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,12146,12155,10,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,12157,12242,86,1,83,0.9651162790697675,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,12290,12341,52,1,46,0.8846153846153846,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,12631,12642,12,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,12961,12973,13,1,13,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,12975,13017,43,1,42,0.9767441860465116,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13057,13066,10,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,13068,13071,4,1,4,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13181,13198,18,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,13200,13308,109,1,109,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13671,13685,15,1,9,0.6,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13696,13712,17,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,13714,13729,16,1,16,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13741,13751,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,13753,13754,2,1,2,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13785,13792,8,1,8,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,13794,13798,5,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,13944,13989,46,1,46,1.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,attack,13991,14027,37,1,28,0.7567567567567568,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,15309,15312,4,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,16041,16064,24,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,16424,16434,11,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,17075,17093,19,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,17463,17478,16,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,18306,18329,24,0,0,0.0,test_1,Mouse074_20160709_19-15-23
Attention-512,attention,512,44,yolo_sppf_full_attention512_seed44,investigation,18464,18476,13,1,13,1.0,test_1,Mouse074_20160709_19-15-23
Attention-896,attention,896,42,yolo_sppf_full_attention896_seed42,investigation,99,164,66,1,61,0.9242424242424242,test_1,Mouse074_20160709_19-15-23
Attention-896,attention,896,42,yolo_sppf_full_attention896_seed42,investigation,178,205,28,0,0,0.0,test_1,Mouse074_20160709_19-15-23
