model_name,head,capacity,seed,track,split,video_id,gt_sequence_length,pred_sequence_length,sequence_length_ratio_pred_over_gt,levenshtein_distance,normalized_edit_similarity,n,ngram_tp,pred_ngram_total,gt_ngram_total,ngram_precision,ngram_recall,ngram_f1
yolo_sppf_full_lstm256_seed43,lstm,256,43,LSTM-256,test_1,Mouse070_20160709_16-58-36,193,87,0.45077720207253885,107,0.4455958549222798,3,70,85,191,0.8235294117647058,0.36649214659685864,0.5072463768115941
yolo_sppf_full_lstm256_seed43,lstm,256,43,LSTM-256,test_1,Mouse070_20160709_16-58-36,193,87,0.45077720207253885,107,0.4455958549222798,4,64,84,190,0.7619047619047619,0.3368421052631579,0.4671532846715329
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse070_20160709_16-58-36,193,92,0.47668393782383417,103,0.46632124352331605,1,90,92,193,0.9782608695652174,0.46632124352331605,0.631578947368421
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse070_20160709_16-58-36,193,92,0.47668393782383417,103,0.46632124352331605,2,80,91,192,0.8791208791208791,0.4166666666666667,0.5653710247349824
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse070_20160709_16-58-36,193,92,0.47668393782383417,103,0.46632124352331605,3,75,90,191,0.8333333333333334,0.39267015706806285,0.5338078291814946
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse070_20160709_16-58-36,193,92,0.47668393782383417,103,0.46632124352331605,4,70,89,190,0.7865168539325843,0.3684210526315789,0.5017921146953406
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,82,0.42487046632124353,112,0.4196891191709845,1,81,82,193,0.9878048780487805,0.41968911917098445,0.5890909090909091
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,82,0.42487046632124353,112,0.4196891191709845,2,69,81,192,0.8518518518518519,0.359375,0.5054945054945055
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,82,0.42487046632124353,112,0.4196891191709845,3,63,80,191,0.7875,0.3298429319371728,0.46494464944649444
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,82,0.42487046632124353,112,0.4196891191709845,4,57,79,190,0.7215189873417721,0.3,0.4237918215613383
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,1,88,89,193,0.9887640449438202,0.45595854922279794,0.6241134751773049
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,2,81,88,192,0.9204545454545454,0.421875,0.5785714285714286
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,3,74,87,191,0.8505747126436781,0.387434554973822,0.5323741007194245
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,4,67,86,190,0.7790697674418605,0.3526315789473684,0.48550724637681164
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,98,0.5077720207253886,96,0.5025906735751295,1,97,98,193,0.9897959183673469,0.5025906735751295,0.6666666666666666
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,98,0.5077720207253886,96,0.5025906735751295,2,88,97,192,0.9072164948453608,0.4583333333333333,0.6089965397923874
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,98,0.5077720207253886,96,0.5025906735751295,3,82,96,191,0.8541666666666666,0.4293193717277487,0.5714285714285714
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse070_20160709_16-58-36,193,98,0.5077720207253886,96,0.5025906735751295,4,77,95,190,0.8105263157894737,0.4052631578947368,0.5403508771929824
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,78,0.40414507772020725,116,0.39896373056994816,1,77,78,193,0.9871794871794872,0.39896373056994816,0.5682656826568265
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,78,0.40414507772020725,116,0.39896373056994816,2,64,77,192,0.8311688311688312,0.3333333333333333,0.47583643122676583
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,78,0.40414507772020725,116,0.39896373056994816,3,58,76,191,0.7631578947368421,0.3036649214659686,0.43445692883895126
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,78,0.40414507772020725,116,0.39896373056994816,4,52,75,190,0.6933333333333334,0.2736842105263158,0.39245283018867927
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,1,88,89,193,0.9887640449438202,0.45595854922279794,0.6241134751773049
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,2,80,88,192,0.9090909090909091,0.4166666666666667,0.5714285714285715
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,3,75,87,191,0.8620689655172413,0.39267015706806285,0.539568345323741
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,89,0.46113989637305697,105,0.4559585492227979,4,70,86,190,0.813953488372093,0.3684210526315789,0.5072463768115942
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,90,0.46632124352331605,104,0.46113989637305697,1,89,90,193,0.9888888888888889,0.46113989637305697,0.6289752650176679
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,90,0.46632124352331605,104,0.46113989637305697,2,83,89,192,0.9325842696629213,0.4322916666666667,0.5907473309608542
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,90,0.46632124352331605,104,0.46113989637305697,3,80,88,191,0.9090909090909091,0.418848167539267,0.5734767025089605
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse070_20160709_16-58-36,193,90,0.46632124352331605,104,0.46113989637305697,4,77,87,190,0.8850574712643678,0.4052631578947368,0.555956678700361
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,1,64,66,119,0.9696969696969697,0.5378151260504201,0.6918918918918919
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,2,46,65,118,0.7076923076923077,0.3898305084745763,0.5027322404371585
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,3,35,64,117,0.546875,0.29914529914529914,0.38674033149171266
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,4,25,63,116,0.3968253968253968,0.21551724137931033,0.27932960893854747
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,54,0.546218487394958,1,65,66,119,0.9848484848484849,0.5462184873949579,0.7027027027027027
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,54,0.546218487394958,2,53,65,118,0.8153846153846154,0.4491525423728814,0.5792349726775957
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,54,0.546218487394958,3,45,64,117,0.703125,0.38461538461538464,0.49723756906077354
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,54,0.546218487394958,4,38,63,116,0.6031746031746031,0.3275862068965517,0.4245810055865922
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,1,71,73,119,0.9726027397260274,0.5966386554621849,0.7395833333333334
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,2,58,72,118,0.8055555555555556,0.4915254237288136,0.6105263157894737
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,3,49,71,117,0.6901408450704225,0.4188034188034188,0.5212765957446809
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,4,41,70,116,0.5857142857142857,0.35344827586206895,0.44086021505376344
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse074_20160709_19-15-23,119,58,0.48739495798319327,63,0.47058823529411764,1,56,58,119,0.9655172413793104,0.47058823529411764,0.6327683615819208
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse074_20160709_19-15-23,119,58,0.48739495798319327,63,0.47058823529411764,2,36,57,118,0.631578947368421,0.3050847457627119,0.4114285714285714
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse074_20160709_19-15-23,119,58,0.48739495798319327,63,0.47058823529411764,3,29,56,117,0.5178571428571429,0.24786324786324787,0.3352601156069364
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse074_20160709_19-15-23,119,58,0.48739495798319327,63,0.47058823529411764,4,22,55,116,0.4,0.1896551724137931,0.2573099415204679
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,1,70,72,119,0.9722222222222222,0.5882352941176471,0.7329842931937173
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,2,54,71,118,0.7605633802816901,0.4576271186440678,0.5714285714285715
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,3,43,70,117,0.6142857142857143,0.36752136752136755,0.45989304812834225
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,4,34,69,116,0.4927536231884058,0.29310344827586204,0.36756756756756753
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse074_20160709_19-15-23,119,68,0.5714285714285714,53,0.5546218487394958,1,66,68,119,0.9705882352941176,0.5546218487394958,0.7058823529411765
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse074_20160709_19-15-23,119,68,0.5714285714285714,53,0.5546218487394958,2,49,67,118,0.7313432835820896,0.4152542372881356,0.5297297297297298
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse074_20160709_19-15-23,119,68,0.5714285714285714,53,0.5546218487394958,3,39,66,117,0.5909090909090909,0.3333333333333333,0.4262295081967213
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse074_20160709_19-15-23,119,68,0.5714285714285714,53,0.5546218487394958,4,30,65,116,0.46153846153846156,0.25862068965517243,0.3314917127071823
yolo_sppf_full_attention896_seed42,attention,896,42,Attention-896,test_1,Mouse074_20160709_19-15-23,119,60,0.5042016806722689,61,0.4873949579831933,1,58,60,119,0.9666666666666667,0.48739495798319327,0.6480446927374302
yolo_sppf_full_attention896_seed42,attention,896,42,Attention-896,test_1,Mouse074_20160709_19-15-23,119,60,0.5042016806722689,61,0.4873949579831933,2,36,59,118,0.6101694915254238,0.3050847457627119,0.40677966101694923
yolo_sppf_full_attention896_seed42,attention,896,42,Attention-896,test_1,Mouse074_20160709_19-15-23,119,60,0.5042016806722689,61,0.4873949579831933,3,28,58,117,0.4827586206896552,0.23931623931623933,0.32
yolo_sppf_full_attention896_seed42,attention,896,42,Attention-896,test_1,Mouse074_20160709_19-15-23,119,60,0.5042016806722689,61,0.4873949579831933,4,20,57,116,0.3508771929824561,0.1724137931034483,0.23121387283236994
yolo_sppf_full_attention896_seed43,attention,896,43,Attention-896,test_1,Mouse074_20160709_19-15-23,119,80,0.6722689075630253,41,0.6554621848739496,1,79,80,119,0.9875,0.6638655462184874,0.7939698492462312
yolo_sppf_full_attention896_seed43,attention,896,43,Attention-896,test_1,Mouse074_20160709_19-15-23,119,80,0.6722689075630253,41,0.6554621848739496,2,67,79,118,0.8481012658227848,0.5677966101694916,0.6802030456852792
yolo_sppf_full_attention896_seed43,attention,896,43,Attention-896,test_1,Mouse074_20160709_19-15-23,119,80,0.6722689075630253,41,0.6554621848739496,3,58,78,117,0.7435897435897436,0.49572649572649574,0.5948717948717949
yolo_sppf_full_attention896_seed43,attention,896,43,Attention-896,test_1,Mouse074_20160709_19-15-23,119,80,0.6722689075630253,41,0.6554621848739496,4,50,77,116,0.6493506493506493,0.43103448275862066,0.5181347150259068
yolo_sppf_full_attention896_seed44,attention,896,44,Attention-896,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,45,0.6218487394957983,1,74,75,119,0.9866666666666667,0.6218487394957983,0.7628865979381443
yolo_sppf_full_attention896_seed44,attention,896,44,Attention-896,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,45,0.6218487394957983,2,59,74,118,0.7972972972972973,0.5,0.6145833333333333
yolo_sppf_full_attention896_seed44,attention,896,44,Attention-896,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,45,0.6218487394957983,3,48,73,117,0.6575342465753424,0.41025641025641024,0.5052631578947369
yolo_sppf_full_attention896_seed44,attention,896,44,Attention-896,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,45,0.6218487394957983,4,38,72,116,0.5277777777777778,0.3275862068965517,0.40425531914893614
yolo_sppf_full_lstm256_seed42,lstm,256,42,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,63,0.5294117647058824,59,0.5042016806722689,1,60,63,119,0.9523809523809523,0.5042016806722689,0.6593406593406593
yolo_sppf_full_lstm256_seed42,lstm,256,42,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,63,0.5294117647058824,59,0.5042016806722689,2,37,62,118,0.5967741935483871,0.3135593220338983,0.4111111111111111
yolo_sppf_full_lstm256_seed42,lstm,256,42,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,63,0.5294117647058824,59,0.5042016806722689,3,26,61,117,0.4262295081967213,0.2222222222222222,0.29213483146067415
yolo_sppf_full_lstm256_seed42,lstm,256,42,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,63,0.5294117647058824,59,0.5042016806722689,4,15,60,116,0.25,0.12931034482758622,0.17045454545454547
yolo_sppf_full_lstm256_seed43,lstm,256,43,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,1,70,72,119,0.9722222222222222,0.5882352941176471,0.7329842931937173
yolo_sppf_full_lstm256_seed43,lstm,256,43,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,2,56,71,118,0.7887323943661971,0.4745762711864407,0.5925925925925927
yolo_sppf_full_lstm256_seed43,lstm,256,43,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,3,47,70,117,0.6714285714285714,0.4017094017094017,0.5026737967914439
yolo_sppf_full_lstm256_seed43,lstm,256,43,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,4,38,69,116,0.5507246376811594,0.3275862068965517,0.41081081081081083
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,47,0.6050420168067228,1,72,75,119,0.96,0.6050420168067226,0.7422680412371133
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,47,0.6050420168067228,2,58,74,118,0.7837837837837838,0.4915254237288136,0.6041666666666666
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,47,0.6050420168067228,3,51,73,117,0.6986301369863014,0.4358974358974359,0.5368421052631579
yolo_sppf_full_lstm256_seed44,lstm,256,44,LSTM-256,test_1,Mouse074_20160709_19-15-23,119,75,0.6302521008403361,47,0.6050420168067228,4,43,72,116,0.5972222222222222,0.3706896551724138,0.4574468085106383
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,1,70,72,119,0.9722222222222222,0.5882352941176471,0.7329842931937173
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,2,56,71,118,0.7887323943661971,0.4745762711864407,0.5925925925925927
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,3,45,70,117,0.6428571428571429,0.38461538461538464,0.4812834224598931
yolo_sppf_full_lstm512_seed42,lstm,512,42,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,72,0.6050420168067226,49,0.5882352941176471,4,34,69,116,0.4927536231884058,0.29310344827586204,0.36756756756756753
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,1,64,66,119,0.9696969696969697,0.5378151260504201,0.6918918918918919
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,2,53,65,118,0.8153846153846154,0.4491525423728814,0.5792349726775957
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,3,45,64,117,0.703125,0.38461538461538464,0.49723756906077354
yolo_sppf_full_lstm512_seed43,lstm,512,43,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,66,0.5546218487394958,55,0.5378151260504201,4,35,63,116,0.5555555555555556,0.3017241379310345,0.39106145251396646
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,81,0.680672268907563,40,0.6638655462184874,1,79,81,119,0.9753086419753086,0.6638655462184874,0.79
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,81,0.680672268907563,40,0.6638655462184874,2,69,80,118,0.8625,0.5847457627118644,0.6969696969696969
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,81,0.680672268907563,40,0.6638655462184874,3,61,79,117,0.7721518987341772,0.5213675213675214,0.6224489795918368
yolo_sppf_full_lstm512_seed44,lstm,512,44,LSTM-512,test_1,Mouse074_20160709_19-15-23,119,81,0.680672268907563,40,0.6638655462184874,4,51,78,116,0.6538461538461539,0.4396551724137931,0.5257731958762887
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,70,0.5882352941176471,50,0.5798319327731092,1,69,70,119,0.9857142857142858,0.5798319327731093,0.7301587301587302
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,70,0.5882352941176471,50,0.5798319327731092,2,52,69,118,0.7536231884057971,0.4406779661016949,0.5561497326203209
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,70,0.5882352941176471,50,0.5798319327731092,3,41,68,117,0.6029411764705882,0.3504273504273504,0.4432432432432432
yolo_sppf_full_lstm896_seed42,lstm,896,42,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,70,0.5882352941176471,50,0.5798319327731092,4,31,67,116,0.4626865671641791,0.2672413793103448,0.33879781420765026
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,1,71,73,119,0.9726027397260274,0.5966386554621849,0.7395833333333334
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,2,60,72,118,0.8333333333333334,0.5084745762711864,0.631578947368421
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,3,51,71,117,0.7183098591549296,0.4358974358974359,0.5425531914893617
yolo_sppf_full_lstm896_seed43,lstm,896,43,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,48,0.5966386554621849,4,43,70,116,0.6142857142857143,0.3706896551724138,0.4623655913978495
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,47,0.6050420168067228,1,72,73,119,0.9863013698630136,0.6050420168067226,0.7499999999999999
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,47,0.6050420168067228,2,63,72,118,0.875,0.5338983050847458,0.6631578947368422
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,47,0.6050420168067228,3,56,71,117,0.7887323943661971,0.47863247863247865,0.5957446808510638
yolo_sppf_full_lstm896_seed44,lstm,896,44,LSTM-896,test_1,Mouse074_20160709_19-15-23,119,73,0.6134453781512605,47,0.6050420168067228,4,48,70,116,0.6857142857142857,0.41379310344827586,0.5161290322580646
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse077_20160709_18-29-34,280,122,0.4357142857142857,158,0.4357142857142857,1,122,122,280,1.0,0.4357142857142857,0.6069651741293532
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse077_20160709_18-29-34,280,122,0.4357142857142857,158,0.4357142857142857,2,75,121,279,0.6198347107438017,0.26881720430107525,0.375
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse077_20160709_18-29-34,280,122,0.4357142857142857,158,0.4357142857142857,3,60,120,278,0.5,0.2158273381294964,0.3015075376884422
yolo_sppf_full_attention256_seed42,attention,256,42,Attention-256,test_1,Mouse077_20160709_18-29-34,280,122,0.4357142857142857,158,0.4357142857142857,4,45,119,277,0.37815126050420167,0.1624548736462094,0.2272727272727273
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse077_20160709_18-29-34,280,128,0.45714285714285713,152,0.4571428571428572,1,128,128,280,1.0,0.45714285714285713,0.6274509803921569
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse077_20160709_18-29-34,280,128,0.45714285714285713,152,0.4571428571428572,2,87,127,279,0.6850393700787402,0.3118279569892473,0.42857142857142855
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse077_20160709_18-29-34,280,128,0.45714285714285713,152,0.4571428571428572,3,73,126,278,0.5793650793650794,0.26258992805755393,0.3613861386138614
yolo_sppf_full_attention256_seed43,attention,256,43,Attention-256,test_1,Mouse077_20160709_18-29-34,280,128,0.45714285714285713,152,0.4571428571428572,4,61,125,277,0.488,0.22021660649819494,0.30348258706467657
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse077_20160709_18-29-34,280,136,0.4857142857142857,144,0.48571428571428577,1,136,136,280,1.0,0.4857142857142857,0.6538461538461539
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse077_20160709_18-29-34,280,136,0.4857142857142857,144,0.48571428571428577,2,101,135,279,0.7481481481481481,0.36200716845878134,0.4879227053140097
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse077_20160709_18-29-34,280,136,0.4857142857142857,144,0.48571428571428577,3,88,134,278,0.6567164179104478,0.31654676258992803,0.42718446601941745
yolo_sppf_full_attention256_seed44,attention,256,44,Attention-256,test_1,Mouse077_20160709_18-29-34,280,136,0.4857142857142857,144,0.48571428571428577,4,75,133,277,0.5639097744360902,0.27075812274368233,0.3658536585365854
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse077_20160709_18-29-34,280,97,0.3464285714285714,183,0.3464285714285714,1,97,97,280,1.0,0.3464285714285714,0.5145888594164456
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse077_20160709_18-29-34,280,97,0.3464285714285714,183,0.3464285714285714,2,45,96,279,0.46875,0.16129032258064516,0.24000000000000002
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse077_20160709_18-29-34,280,97,0.3464285714285714,183,0.3464285714285714,3,35,95,278,0.3684210526315789,0.12589928057553956,0.1876675603217158
yolo_sppf_full_attention512_seed42,attention,512,42,Attention-512,test_1,Mouse077_20160709_18-29-34,280,97,0.3464285714285714,183,0.3464285714285714,4,26,94,277,0.2765957446808511,0.09386281588447654,0.14016172506738545
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse077_20160709_18-29-34,280,126,0.45,154,0.44999999999999996,1,126,126,280,1.0,0.45,0.6206896551724138
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse077_20160709_18-29-34,280,126,0.45,154,0.44999999999999996,2,85,125,279,0.68,0.3046594982078853,0.4207920792079208
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse077_20160709_18-29-34,280,126,0.45,154,0.44999999999999996,3,71,124,278,0.5725806451612904,0.25539568345323743,0.35323383084577115
yolo_sppf_full_attention512_seed43,attention,512,43,Attention-512,test_1,Mouse077_20160709_18-29-34,280,126,0.45,154,0.44999999999999996,4,57,123,277,0.4634146341463415,0.20577617328519857,0.28500000000000003
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse077_20160709_18-29-34,280,109,0.3892857142857143,171,0.38928571428571423,1,109,109,280,1.0,0.3892857142857143,0.5604113110539846
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse077_20160709_18-29-34,280,109,0.3892857142857143,171,0.38928571428571423,2,68,108,279,0.6296296296296297,0.24372759856630824,0.35142118863049093
yolo_sppf_full_attention512_seed44,attention,512,44,Attention-512,test_1,Mouse077_20160709_18-29-34,280,109,0.3892857142857143,171,0.38928571428571423,3,58,107,278,0.5420560747663551,0.20863309352517986,0.3012987012987013
