stream,head,capacity,seed,class,threshold,tp,fp,fn,bout_precision,bout_recall,bout_f1
no_group_visual,lstm,512,44,mount,0.5,141.0,61.0,67.0,0.698019801980198,0.6778846153846154,0.6878048780487805
no_group_visual,lstm,896,42,attack,0.1,217.0,71.0,139.0,0.7534722222222222,0.6095505617977528,0.6739130434782608
no_group_visual,lstm,896,42,attack,0.25,197.0,91.0,159.0,0.6840277777777778,0.5533707865168539,0.6118012422360248
no_group_visual,lstm,896,42,attack,0.5,117.0,171.0,239.0,0.40625,0.32865168539325845,0.3633540372670808
no_group_visual,lstm,896,42,investigation,0.1,711.0,199.0,756.0,0.7813186813186813,0.48466257668711654,0.5982330668910391
no_group_visual,lstm,896,42,investigation,0.25,636.0,274.0,831.0,0.6989010989010989,0.4335378323108384,0.5351283129995792
no_group_visual,lstm,896,42,investigation,0.5,442.0,468.0,1025.0,0.4857142857142857,0.3012951601908657,0.37189734960033655
no_group_visual,lstm,896,42,mount,0.1,166.0,37.0,42.0,0.8177339901477833,0.7980769230769231,0.807785888077859
no_group_visual,lstm,896,42,mount,0.25,160.0,43.0,48.0,0.7881773399014779,0.7692307692307693,0.7785888077858881
no_group_visual,lstm,896,42,mount,0.5,139.0,64.0,69.0,0.6847290640394089,0.6682692307692307,0.6763990267639903
no_group_visual,lstm,896,43,attack,0.1,220.0,41.0,136.0,0.842911877394636,0.6179775280898876,0.7131280388978931
no_group_visual,lstm,896,43,attack,0.25,201.0,60.0,155.0,0.7701149425287356,0.5646067415730337,0.6515397082658022
no_group_visual,lstm,896,43,attack,0.5,123.0,138.0,233.0,0.47126436781609193,0.3455056179775281,0.3987034035656402
no_group_visual,lstm,896,43,investigation,0.1,707.0,193.0,760.0,0.7855555555555556,0.48193592365371507,0.5973806506125898
no_group_visual,lstm,896,43,investigation,0.25,647.0,253.0,820.0,0.7188888888888889,0.44103612815269255,0.5466835656949726
no_group_visual,lstm,896,43,investigation,0.5,467.0,433.0,1000.0,0.5188888888888888,0.3183367416496251,0.3945923109421208
no_group_visual,lstm,896,43,mount,0.1,163.0,33.0,45.0,0.8316326530612245,0.7836538461538461,0.806930693069307
no_group_visual,lstm,896,43,mount,0.25,155.0,41.0,53.0,0.7908163265306123,0.7451923076923077,0.7673267326732675
no_group_visual,lstm,896,43,mount,0.5,135.0,61.0,73.0,0.6887755102040817,0.6490384615384616,0.6683168316831684
no_group_visual,lstm,896,44,attack,0.1,223.0,59.0,133.0,0.7907801418439716,0.6264044943820225,0.6990595611285266
no_group_visual,lstm,896,44,attack,0.25,204.0,78.0,152.0,0.723404255319149,0.5730337078651685,0.6394984326018809
no_group_visual,lstm,896,44,attack,0.5,128.0,154.0,228.0,0.45390070921985815,0.3595505617977528,0.4012539184952978
no_group_visual,lstm,896,44,investigation,0.1,671.0,188.0,796.0,0.7811408614668219,0.45739604635310155,0.5769561478933791
no_group_visual,lstm,896,44,investigation,0.25,625.0,234.0,842.0,0.7275902211874272,0.42603953646898435,0.5374032674118658
no_group_visual,lstm,896,44,investigation,0.5,441.0,418.0,1026.0,0.5133876600698487,0.3006134969325153,0.3791917454858126
no_group_visual,lstm,896,44,mount,0.1,162.0,38.0,46.0,0.81,0.7788461538461539,0.7941176470588236
no_group_visual,lstm,896,44,mount,0.25,156.0,44.0,52.0,0.78,0.75,0.7647058823529411
no_group_visual,lstm,896,44,mount,0.5,137.0,63.0,71.0,0.685,0.6586538461538461,0.6715686274509803
no_relations,attention,256,42,attack,0.1,221.0,47.0,135.0,0.8246268656716418,0.6207865168539326,0.7083333333333333
no_relations,attention,256,42,attack,0.25,191.0,77.0,165.0,0.7126865671641791,0.5365168539325843,0.6121794871794872
no_relations,attention,256,42,attack,0.5,113.0,155.0,243.0,0.4216417910447761,0.31741573033707865,0.36217948717948717
no_relations,attention,256,42,investigation,0.1,687.0,240.0,780.0,0.7411003236245954,0.46830265848670755,0.5739348370927317
no_relations,attention,256,42,investigation,0.25,606.0,321.0,861.0,0.6537216828478964,0.4130879345603272,0.5062656641604009
no_relations,attention,256,42,investigation,0.5,383.0,544.0,1084.0,0.41316073354908306,0.2610770279481936,0.3199665831244779
no_relations,attention,256,42,mount,0.1,169.0,114.0,39.0,0.5971731448763251,0.8125,0.6883910386965377
no_relations,attention,256,42,mount,0.25,166.0,117.0,42.0,0.5865724381625441,0.7980769230769231,0.6761710794297352
no_relations,attention,256,42,mount,0.5,147.0,136.0,61.0,0.519434628975265,0.7067307692307693,0.5987780040733198
no_relations,attention,256,43,attack,0.1,217.0,74.0,139.0,0.7457044673539519,0.6095505617977528,0.6707882534775889
no_relations,attention,256,43,attack,0.25,189.0,102.0,167.0,0.6494845360824743,0.5308988764044944,0.5842349304482226
no_relations,attention,256,43,attack,0.5,107.0,184.0,249.0,0.36769759450171824,0.300561797752809,0.330757341576507
no_relations,attention,256,43,investigation,0.1,715.0,245.0,752.0,0.7447916666666666,0.48738922972051807,0.5892047795632468
no_relations,attention,256,43,investigation,0.25,625.0,335.0,842.0,0.6510416666666666,0.42603953646898435,0.5150391429748661
no_relations,attention,256,43,investigation,0.5,393.0,567.0,1074.0,0.409375,0.26789366053169733,0.3238566131025958
no_relations,attention,256,43,mount,0.1,151.0,49.0,57.0,0.755,0.7259615384615384,0.7401960784313726
no_relations,attention,256,43,mount,0.25,145.0,55.0,63.0,0.725,0.6971153846153846,0.7107843137254902
no_relations,attention,256,43,mount,0.5,125.0,75.0,83.0,0.625,0.6009615384615384,0.6127450980392157
no_relations,attention,256,44,attack,0.1,217.0,50.0,139.0,0.8127340823970037,0.6095505617977528,0.6966292134831461
no_relations,attention,256,44,attack,0.25,190.0,77.0,166.0,0.7116104868913857,0.5337078651685393,0.6099518459069021
no_relations,attention,256,44,attack,0.5,106.0,161.0,250.0,0.3970037453183521,0.29775280898876405,0.3402889245585875
no_relations,attention,256,44,investigation,0.1,733.0,236.0,734.0,0.7564499484004128,0.4996591683708248,0.6018062397372742
no_relations,attention,256,44,investigation,0.25,633.0,336.0,834.0,0.653250773993808,0.43149284253578735,0.5197044334975369
no_relations,attention,256,44,investigation,0.5,401.0,568.0,1066.0,0.41382868937048506,0.27334696659850033,0.32922824302134646
no_relations,attention,256,44,mount,0.1,151.0,44.0,57.0,0.7743589743589744,0.7259615384615384,0.749379652605459
no_relations,attention,256,44,mount,0.25,141.0,54.0,67.0,0.7230769230769231,0.6778846153846154,0.6997518610421836
no_relations,attention,256,44,mount,0.5,123.0,72.0,85.0,0.6307692307692307,0.5913461538461539,0.6104218362282878
no_relations,attention,512,42,attack,0.1,203.0,106.0,153.0,0.656957928802589,0.5702247191011236,0.6105263157894738
no_relations,attention,512,42,attack,0.25,170.0,139.0,186.0,0.5501618122977346,0.47752808988764045,0.5112781954887218
no_relations,attention,512,42,attack,0.5,89.0,220.0,267.0,0.28802588996763756,0.25,0.26766917293233083
no_relations,attention,512,42,investigation,0.1,709.0,252.0,758.0,0.7377731529656608,0.4832992501704158,0.5840197693574959
no_relations,attention,512,42,investigation,0.25,613.0,348.0,854.0,0.6378772112382934,0.4178595773687798,0.5049423393739704
no_relations,attention,512,42,investigation,0.5,364.0,597.0,1103.0,0.37877211238293446,0.24812542603953647,0.299835255354201
no_relations,attention,512,42,mount,0.1,144.0,38.0,64.0,0.7912087912087912,0.6923076923076923,0.7384615384615384
no_relations,attention,512,42,mount,0.25,138.0,44.0,70.0,0.7582417582417582,0.6634615384615384,0.7076923076923077
no_relations,attention,512,42,mount,0.5,122.0,60.0,86.0,0.6703296703296703,0.5865384615384616,0.6256410256410256
no_relations,attention,512,43,attack,0.1,225.0,54.0,131.0,0.8064516129032258,0.6320224719101124,0.7086614173228346
no_relations,attention,512,43,attack,0.25,195.0,84.0,161.0,0.6989247311827957,0.547752808988764,0.6141732283464567
no_relations,attention,512,43,attack,0.5,114.0,165.0,242.0,0.40860215053763443,0.3202247191011236,0.35905511811023627
no_relations,attention,512,43,investigation,0.1,724.0,247.0,743.0,0.7456230690010298,0.49352419904567146,0.5939294503691551
no_relations,attention,512,43,investigation,0.25,623.0,348.0,844.0,0.6416065911431514,0.42467620995228356,0.5110746513535686
no_relations,attention,512,43,investigation,0.5,391.0,580.0,1076.0,0.40267765190525234,0.2665303340149966,0.3207547169811321
no_relations,attention,512,43,mount,0.1,145.0,35.0,63.0,0.8055555555555556,0.6971153846153846,0.747422680412371
no_relations,attention,512,43,mount,0.25,136.0,44.0,72.0,0.7555555555555555,0.6538461538461539,0.7010309278350516
no_relations,attention,512,43,mount,0.5,121.0,59.0,87.0,0.6722222222222223,0.5817307692307693,0.6237113402061856
no_relations,attention,512,44,attack,0.1,220.0,70.0,136.0,0.7586206896551724,0.6179775280898876,0.6811145510835913
no_relations,attention,512,44,attack,0.25,190.0,100.0,166.0,0.6551724137931034,0.5337078651685393,0.588235294117647
no_relations,attention,512,44,attack,0.5,104.0,186.0,252.0,0.3586206896551724,0.29213483146067415,0.3219814241486068
no_relations,attention,512,44,investigation,0.1,753.0,307.0,714.0,0.710377358490566,0.5132924335378323,0.5959635931935101
no_relations,attention,512,44,investigation,0.25,622.0,438.0,845.0,0.5867924528301887,0.4239945466939332,0.4922833399287693
no_relations,attention,512,44,investigation,0.5,349.0,711.0,1118.0,0.3292452830188679,0.23790047716428084,0.27621685793430945
no_relations,attention,512,44,mount,0.1,144.0,40.0,64.0,0.782608695652174,0.6923076923076923,0.7346938775510203
no_relations,attention,512,44,mount,0.25,134.0,50.0,74.0,0.7282608695652174,0.6442307692307693,0.6836734693877551
no_relations,attention,512,44,mount,0.5,112.0,72.0,96.0,0.6086956521739131,0.5384615384615384,0.5714285714285715
no_relations,attention,896,42,attack,0.1,222.0,57.0,134.0,0.7956989247311828,0.6235955056179775,0.6992125984251969
no_relations,attention,896,42,attack,0.25,196.0,83.0,160.0,0.7025089605734767,0.550561797752809,0.6173228346456693
no_relations,attention,896,42,attack,0.5,107.0,172.0,249.0,0.3835125448028674,0.300561797752809,0.33700787401574805
no_relations,attention,896,42,investigation,0.1,680.0,234.0,787.0,0.7439824945295405,0.46353101567825494,0.5711885762284754
no_relations,attention,896,42,investigation,0.25,610.0,304.0,857.0,0.6673960612691466,0.4158145875937287,0.512389752204956
no_relations,attention,896,42,investigation,0.5,382.0,532.0,1085.0,0.4179431072210066,0.2603953646898432,0.3208735825283494
no_relations,attention,896,42,mount,0.1,166.0,104.0,42.0,0.6148148148148148,0.7980769230769231,0.694560669456067
no_relations,attention,896,42,mount,0.25,164.0,106.0,44.0,0.6074074074074074,0.7884615384615384,0.6861924686192468
no_relations,attention,896,42,mount,0.5,148.0,122.0,60.0,0.5481481481481482,0.7115384615384616,0.6192468619246863
no_relations,attention,896,43,attack,0.1,222.0,58.0,134.0,0.7928571428571428,0.6235955056179775,0.6981132075471698
no_relations,attention,896,43,attack,0.25,193.0,87.0,163.0,0.6892857142857143,0.5421348314606742,0.6069182389937107
no_relations,attention,896,43,attack,0.5,112.0,168.0,244.0,0.4,0.3146067415730337,0.35220125786163525
no_relations,attention,896,43,investigation,0.1,714.0,254.0,753.0,0.737603305785124,0.4867075664621677,0.5864476386036961
no_relations,attention,896,43,investigation,0.25,619.0,349.0,848.0,0.6394628099173554,0.4219495569188821,0.5084188911704313
no_relations,attention,896,43,investigation,0.5,390.0,578.0,1077.0,0.40289256198347106,0.2658486707566462,0.3203285420944558
no_relations,attention,896,43,mount,0.1,161.0,66.0,47.0,0.7092511013215859,0.7740384615384616,0.7402298850574711
no_relations,attention,896,43,mount,0.25,157.0,70.0,51.0,0.6916299559471366,0.7548076923076923,0.7218390804597701
no_relations,attention,896,43,mount,0.5,133.0,94.0,75.0,0.5859030837004405,0.6394230769230769,0.6114942528735632
no_relations,attention,896,44,attack,0.1,218.0,52.0,138.0,0.8074074074074075,0.6123595505617978,0.6964856230031949
no_relations,attention,896,44,attack,0.25,185.0,85.0,171.0,0.6851851851851852,0.5196629213483146,0.5910543130990414
no_relations,attention,896,44,attack,0.5,104.0,166.0,252.0,0.3851851851851852,0.29213483146067415,0.3322683706070288
no_relations,attention,896,44,investigation,0.1,772.0,280.0,695.0,0.7338403041825095,0.5262440354464895,0.6129416435093291
no_relations,attention,896,44,investigation,0.25,639.0,413.0,828.0,0.6074144486692015,0.43558282208588955,0.5073441842000794
no_relations,attention,896,44,investigation,0.5,366.0,686.0,1101.0,0.34790874524714827,0.24948875255623723,0.29059150456530375
no_relations,attention,896,44,mount,0.1,146.0,36.0,62.0,0.8021978021978022,0.7019230769230769,0.7487179487179486
no_relations,attention,896,44,mount,0.25,140.0,42.0,68.0,0.7692307692307693,0.6730769230769231,0.717948717948718
no_relations,attention,896,44,mount,0.5,118.0,64.0,90.0,0.6483516483516484,0.5673076923076923,0.6051282051282051
no_relations,lstm,256,42,attack,0.1,227.0,74.0,129.0,0.7541528239202658,0.6376404494382022,0.6910197869101978
no_relations,lstm,256,42,attack,0.25,211.0,90.0,145.0,0.7009966777408638,0.5926966292134831,0.6423135464231354
no_relations,lstm,256,42,attack,0.5,133.0,168.0,223.0,0.4418604651162791,0.37359550561797755,0.4048706240487063
no_relations,lstm,256,42,investigation,0.1,706.0,231.0,761.0,0.7534685165421559,0.4812542603953647,0.5873544093178036
no_relations,lstm,256,42,investigation,0.25,627.0,310.0,840.0,0.6691568836712913,0.4274028629856851,0.521630615640599
no_relations,lstm,256,42,investigation,0.5,426.0,511.0,1041.0,0.45464247598719315,0.2903885480572597,0.3544093178036606
no_relations,lstm,256,42,mount,0.1,162.0,73.0,46.0,0.6893617021276596,0.7788461538461539,0.7313769751693002
no_relations,lstm,256,42,mount,0.25,158.0,77.0,50.0,0.6723404255319149,0.7596153846153846,0.7133182844243792
no_relations,lstm,256,42,mount,0.5,138.0,97.0,70.0,0.5872340425531914,0.6634615384615384,0.6230248306997741
no_relations,lstm,256,43,attack,0.1,229.0,47.0,127.0,0.8297101449275363,0.6432584269662921,0.7246835443037974
no_relations,lstm,256,43,attack,0.25,209.0,67.0,147.0,0.7572463768115942,0.5870786516853933,0.6613924050632912
no_relations,lstm,256,43,attack,0.5,130.0,146.0,226.0,0.47101449275362317,0.3651685393258427,0.4113924050632911
no_relations,lstm,256,43,investigation,0.1,775.0,264.0,692.0,0.7459095283926853,0.5282890252215405,0.6185155626496409
no_relations,lstm,256,43,investigation,0.25,674.0,365.0,793.0,0.6487006737247353,0.4594410361281527,0.5379090183559457
no_relations,lstm,256,43,investigation,0.5,424.0,615.0,1043.0,0.4080846968238691,0.289025221540559,0.33838786911412616
no_relations,lstm,256,43,mount,0.1,152.0,60.0,56.0,0.7169811320754716,0.7307692307692307,0.7238095238095238
no_relations,lstm,256,43,mount,0.25,144.0,68.0,64.0,0.6792452830188679,0.6923076923076923,0.6857142857142857
no_relations,lstm,256,43,mount,0.5,126.0,86.0,82.0,0.5943396226415094,0.6057692307692307,0.6000000000000001
no_relations,lstm,256,44,attack,0.1,218.0,51.0,138.0,0.8104089219330854,0.6123595505617978,0.6976
no_relations,lstm,256,44,attack,0.25,193.0,76.0,163.0,0.7174721189591078,0.5421348314606742,0.6176
no_relations,lstm,256,44,attack,0.5,115.0,154.0,241.0,0.4275092936802974,0.32303370786516855,0.36800000000000005
no_relations,lstm,256,44,investigation,0.1,787.0,301.0,680.0,0.7233455882352942,0.5364689843217451,0.6160469667318983
no_relations,lstm,256,44,investigation,0.25,672.0,416.0,795.0,0.6176470588235294,0.45807770961145194,0.526027397260274
no_relations,lstm,256,44,investigation,0.5,392.0,696.0,1075.0,0.3602941176470588,0.267211997273347,0.3068493150684932
no_relations,lstm,256,44,mount,0.1,175.0,129.0,33.0,0.5756578947368421,0.8413461538461539,0.68359375
no_relations,lstm,256,44,mount,0.25,170.0,134.0,38.0,0.5592105263157895,0.8173076923076923,0.6640624999999999
no_relations,lstm,256,44,mount,0.5,147.0,157.0,61.0,0.48355263157894735,0.7067307692307693,0.5742187500000001
no_relations,lstm,512,42,attack,0.1,222.0,55.0,134.0,0.8014440433212996,0.6235955056179775,0.7014218009478672
no_relations,lstm,512,42,attack,0.25,202.0,75.0,154.0,0.7292418772563177,0.5674157303370787,0.6382306477093207
no_relations,lstm,512,42,attack,0.5,122.0,155.0,234.0,0.4404332129963899,0.34269662921348315,0.3854660347551343
no_relations,lstm,512,42,investigation,0.1,783.0,260.0,684.0,0.75071907957814,0.5337423312883436,0.6239043824701195
no_relations,lstm,512,42,investigation,0.25,679.0,364.0,788.0,0.6510067114093959,0.46284935241990455,0.5410358565737051
no_relations,lstm,512,42,investigation,0.5,424.0,619.0,1043.0,0.40651965484180247,0.289025221540559,0.3378486055776892
no_relations,lstm,512,42,mount,0.1,158.0,47.0,50.0,0.7707317073170732,0.7596153846153846,0.7651331719128329
no_relations,lstm,512,42,mount,0.25,154.0,51.0,54.0,0.751219512195122,0.7403846153846154,0.7457627118644068
no_relations,lstm,512,42,mount,0.5,131.0,74.0,77.0,0.6390243902439025,0.6298076923076923,0.6343825665859565
no_relations,lstm,512,43,attack,0.1,223.0,70.0,133.0,0.7610921501706485,0.6264044943820225,0.6872110939907551
no_relations,lstm,512,43,attack,0.25,203.0,90.0,153.0,0.6928327645051194,0.5702247191011236,0.62557781201849
no_relations,lstm,512,43,attack,0.5,133.0,160.0,223.0,0.4539249146757679,0.37359550561797755,0.40986132511556245
no_relations,lstm,512,43,investigation,0.1,787.0,288.0,680.0,0.7320930232558139,0.5364689843217451,0.6191974822974036
no_relations,lstm,512,43,investigation,0.25,665.0,410.0,802.0,0.6186046511627907,0.45330606680299934,0.5232100708103856
no_relations,lstm,512,43,investigation,0.5,401.0,674.0,1066.0,0.3730232558139535,0.27334696659850033,0.3154996066089693
no_relations,lstm,512,43,mount,0.1,151.0,40.0,57.0,0.7905759162303665,0.7259615384615384,0.756892230576441
no_relations,lstm,512,43,mount,0.25,142.0,49.0,66.0,0.743455497382199,0.6826923076923077,0.7117794486215538
no_relations,lstm,512,43,mount,0.5,125.0,66.0,83.0,0.6544502617801047,0.6009615384615384,0.6265664160401002
no_relations,lstm,512,44,attack,0.1,222.0,46.0,134.0,0.8283582089552238,0.6235955056179775,0.7115384615384615
no_relations,lstm,512,44,attack,0.25,203.0,65.0,153.0,0.7574626865671642,0.5702247191011236,0.6506410256410257
no_relations,lstm,512,44,attack,0.5,128.0,140.0,228.0,0.47761194029850745,0.3595505617977528,0.4102564102564102
no_relations,lstm,512,44,investigation,0.1,772.0,262.0,695.0,0.746615087040619,0.5262440354464895,0.6173530587764894
no_relations,lstm,512,44,investigation,0.25,678.0,356.0,789.0,0.655705996131528,0.4621676891615542,0.5421831267493004
no_relations,lstm,512,44,investigation,0.5,430.0,604.0,1037.0,0.4158607350096712,0.2931152010906612,0.3438624550179928
no_relations,lstm,512,44,mount,0.1,149.0,46.0,59.0,0.764102564102564,0.7163461538461539,0.739454094292804
no_relations,lstm,512,44,mount,0.25,139.0,56.0,69.0,0.7128205128205128,0.6682692307692307,0.6898263027295285
no_relations,lstm,512,44,mount,0.5,118.0,77.0,90.0,0.6051282051282051,0.5673076923076923,0.5856079404466501
no_relations,lstm,896,42,attack,0.1,228.0,62.0,128.0,0.7862068965517242,0.6404494382022472,0.7058823529411764
no_relations,lstm,896,42,attack,0.25,211.0,79.0,145.0,0.7275862068965517,0.5926966292134831,0.653250773993808
no_relations,lstm,896,42,attack,0.5,131.0,159.0,225.0,0.4517241379310345,0.36797752808988765,0.4055727554179567
no_relations,lstm,896,42,investigation,0.1,765.0,252.0,702.0,0.7522123893805309,0.5214723926380368,0.6159420289855072
no_relations,lstm,896,42,investigation,0.25,652.0,365.0,815.0,0.6411012782694199,0.4444444444444444,0.5249597423510466
no_relations,lstm,896,42,investigation,0.5,407.0,610.0,1060.0,0.400196656833825,0.2774369461486026,0.3276972624798712
no_relations,lstm,896,42,mount,0.1,151.0,52.0,57.0,0.7438423645320197,0.7259615384615384,0.7347931873479319
no_relations,lstm,896,42,mount,0.25,146.0,57.0,62.0,0.7192118226600985,0.7019230769230769,0.7104622871046228
no_relations,lstm,896,42,mount,0.5,124.0,79.0,84.0,0.6108374384236454,0.5961538461538461,0.6034063260340633
no_relations,lstm,896,43,attack,0.1,227.0,39.0,129.0,0.8533834586466166,0.6376404494382022,0.7299035369774919
no_relations,lstm,896,43,attack,0.25,207.0,59.0,149.0,0.7781954887218046,0.5814606741573034,0.6655948553054662
no_relations,lstm,896,43,attack,0.5,129.0,137.0,227.0,0.4849624060150376,0.36235955056179775,0.414790996784566
no_relations,lstm,896,43,investigation,0.1,776.0,285.0,691.0,0.7313854853911405,0.5289706884798909,0.6139240506329114
no_relations,lstm,896,43,investigation,0.25,651.0,410.0,816.0,0.6135721017907634,0.4437627811860941,0.5150316455696203
no_relations,lstm,896,43,investigation,0.5,405.0,656.0,1062.0,0.3817153628652215,0.27607361963190186,0.32041139240506333
no_relations,lstm,896,43,mount,0.1,158.0,57.0,50.0,0.7348837209302326,0.7596153846153846,0.7470449172576832
no_relations,lstm,896,43,mount,0.25,150.0,65.0,58.0,0.6976744186046512,0.7211538461538461,0.7092198581560284
no_relations,lstm,896,43,mount,0.5,132.0,83.0,76.0,0.6139534883720931,0.6346153846153846,0.6241134751773051
no_relations,lstm,896,44,attack,0.1,224.0,37.0,132.0,0.8582375478927203,0.6292134831460674,0.7260940032414911
no_relations,lstm,896,44,attack,0.25,204.0,57.0,152.0,0.7816091954022989,0.5730337078651685,0.6612641815235009
no_relations,lstm,896,44,attack,0.5,124.0,137.0,232.0,0.47509578544061304,0.34831460674157305,0.4019448946515397
no_relations,lstm,896,44,investigation,0.1,803.0,276.0,664.0,0.7442075996292864,0.547375596455351,0.6307934014139827
no_relations,lstm,896,44,investigation,0.25,677.0,402.0,790.0,0.6274328081556997,0.4614860259032038,0.5318146111547525
no_relations,lstm,896,44,investigation,0.5,430.0,649.0,1037.0,0.3985171455050973,0.2931152010906612,0.3377847604084838
no_relations,lstm,896,44,mount,0.1,150.0,49.0,58.0,0.7537688442211056,0.7211538461538461,0.7371007371007372
no_relations,lstm,896,44,mount,0.25,141.0,58.0,67.0,0.7085427135678392,0.6778846153846154,0.6928746928746929
no_relations,lstm,896,44,mount,0.5,115.0,84.0,93.0,0.5778894472361809,0.5528846153846154,0.5651105651105651
pose_relations_only,attention,256,42,attack,0.1,226.0,123.0,130.0,0.6475644699140402,0.6348314606741573,0.6411347517730498
pose_relations_only,attention,256,42,attack,0.25,202.0,147.0,154.0,0.5787965616045845,0.5674157303370787,0.573049645390071
pose_relations_only,attention,256,42,attack,0.5,118.0,231.0,238.0,0.33810888252148996,0.33146067415730335,0.3347517730496453
pose_relations_only,attention,256,42,investigation,0.1,676.0,186.0,791.0,0.7842227378190255,0.4608043626448534,0.5805066552168313
pose_relations_only,attention,256,42,investigation,0.25,610.0,252.0,857.0,0.7076566125290024,0.4158145875937287,0.523829969944182
pose_relations_only,attention,256,42,investigation,0.5,425.0,437.0,1042.0,0.49303944315545245,0.2897068847989093,0.36496350364963503
pose_relations_only,attention,256,42,mount,0.1,178.0,50.0,30.0,0.7807017543859649,0.8557692307692307,0.8165137614678899
pose_relations_only,attention,256,42,mount,0.25,175.0,53.0,33.0,0.7675438596491229,0.8413461538461539,0.8027522935779817
pose_relations_only,attention,256,42,mount,0.5,158.0,70.0,50.0,0.6929824561403509,0.7596153846153846,0.7247706422018347
pose_relations_only,attention,256,43,attack,0.1,218.0,43.0,138.0,0.8352490421455939,0.6123595505617978,0.7066450567260939
pose_relations_only,attention,256,43,attack,0.25,200.0,61.0,156.0,0.7662835249042146,0.5617977528089888,0.6482982171799028
pose_relations_only,attention,256,43,attack,0.5,119.0,142.0,237.0,0.4559386973180077,0.3342696629213483,0.3857374392220422
pose_relations_only,attention,256,43,investigation,0.1,775.0,197.0,692.0,0.7973251028806584,0.5282890252215405,0.6355063550635506
pose_relations_only,attention,256,43,investigation,0.25,687.0,285.0,780.0,0.7067901234567902,0.46830265848670755,0.5633456334563346
pose_relations_only,attention,256,43,investigation,0.5,473.0,499.0,994.0,0.48662551440329216,0.3224267211997273,0.3878638786387864
pose_relations_only,attention,256,43,mount,0.1,172.0,50.0,36.0,0.7747747747747747,0.8269230769230769,0.8
pose_relations_only,attention,256,43,mount,0.25,167.0,55.0,41.0,0.7522522522522522,0.8028846153846154,0.7767441860465116
pose_relations_only,attention,256,43,mount,0.5,150.0,72.0,58.0,0.6756756756756757,0.7211538461538461,0.6976744186046513
pose_relations_only,attention,256,44,attack,0.1,225.0,81.0,131.0,0.7352941176470589,0.6320224719101124,0.6797583081570998
pose_relations_only,attention,256,44,attack,0.25,201.0,105.0,155.0,0.6568627450980392,0.5646067415730337,0.6072507552870091
pose_relations_only,attention,256,44,attack,0.5,116.0,190.0,240.0,0.3790849673202614,0.3258426966292135,0.3504531722054381
pose_relations_only,attention,256,44,investigation,0.1,777.0,202.0,690.0,0.7936670071501533,0.5296523517382413,0.6353229762878169
pose_relations_only,attention,256,44,investigation,0.25,700.0,279.0,767.0,0.7150153217568948,0.47716428084526247,0.5723630417007359
pose_relations_only,attention,256,44,investigation,0.5,468.0,511.0,999.0,0.4780388151174668,0.31901840490797545,0.3826655764513492
pose_relations_only,attention,256,44,mount,0.1,168.0,33.0,40.0,0.835820895522388,0.8076923076923077,0.8215158924205379
pose_relations_only,attention,256,44,mount,0.25,166.0,35.0,42.0,0.8258706467661692,0.7980769230769231,0.8117359413202934
pose_relations_only,attention,256,44,mount,0.5,153.0,48.0,55.0,0.7611940298507462,0.7355769230769231,0.7481662591687042
pose_relations_only,attention,512,42,attack,0.1,231.0,117.0,125.0,0.6637931034482759,0.648876404494382,0.65625
pose_relations_only,attention,512,42,attack,0.25,211.0,137.0,145.0,0.6063218390804598,0.5926966292134831,0.5994318181818181
pose_relations_only,attention,512,42,attack,0.5,121.0,227.0,235.0,0.34770114942528735,0.3398876404494382,0.34375000000000006
pose_relations_only,attention,512,42,investigation,0.1,731.0,185.0,736.0,0.7980349344978166,0.49829584185412407,0.6135123793537558
pose_relations_only,attention,512,42,investigation,0.25,658.0,258.0,809.0,0.7183406113537117,0.4485344239945467,0.5522450692404532
pose_relations_only,attention,512,42,investigation,0.5,448.0,468.0,1019.0,0.4890829694323144,0.305385139740968,0.3759966428871171
pose_relations_only,attention,512,42,mount,0.1,169.0,32.0,39.0,0.8407960199004975,0.8125,0.8264058679706602
pose_relations_only,attention,512,42,mount,0.25,165.0,36.0,43.0,0.8208955223880597,0.7932692307692307,0.8068459657701711
pose_relations_only,attention,512,42,mount,0.5,150.0,51.0,58.0,0.746268656716418,0.7211538461538461,0.7334963325183375
pose_relations_only,attention,512,43,attack,0.1,222.0,114.0,134.0,0.6607142857142857,0.6235955056179775,0.6416184971098265
pose_relations_only,attention,512,43,attack,0.25,199.0,137.0,157.0,0.5922619047619048,0.5589887640449438,0.5751445086705202
pose_relations_only,attention,512,43,attack,0.5,114.0,222.0,242.0,0.3392857142857143,0.3202247191011236,0.32947976878612717
pose_relations_only,attention,512,43,investigation,0.1,656.0,165.0,811.0,0.7990255785627284,0.44717109747784595,0.5734265734265734
pose_relations_only,attention,512,43,investigation,0.25,590.0,231.0,877.0,0.7186358099878197,0.4021813224267212,0.5157342657342658
pose_relations_only,attention,512,43,investigation,0.5,419.0,402.0,1048.0,0.510353227771011,0.28561690524880706,0.3662587412587412
pose_relations_only,attention,512,43,mount,0.1,176.0,42.0,32.0,0.8073394495412844,0.8461538461538461,0.8262910798122065
pose_relations_only,attention,512,43,mount,0.25,174.0,44.0,34.0,0.7981651376146789,0.8365384615384616,0.8169014084507041
pose_relations_only,attention,512,43,mount,0.5,157.0,61.0,51.0,0.7201834862385321,0.7548076923076923,0.7370892018779344
