split,video_id,prediction_type,class,gt_frames,pred_frames,frame_precision,frame_recall,frame_f1,bout_tp_iou10,bout_fp_iou10,bout_fn_iou10,bout_precision_iou10,bout_recall_iou10,bout_f1_iou10,bout_tp_iou25,bout_fp_iou25,bout_fn_iou25,bout_precision_iou25,bout_recall_iou25,bout_f1_iou25,bout_tp_iou50,bout_fp_iou50,bout_fn_iou50,bout_precision_iou50,bout_recall_iou50,bout_f1_iou50,cm_attack,cm_investigation,cm_mount,cm_other,stream,head,capacity,seed,model_name,eval_dir,train_dir
test_2,Mouse155_20151129_22-41-43,raw_windows,investigation,1778,2320,0.6275862068965518,0.8188976377952756,0.7105905319668131,15,2,15,0.8823529411764706,0.5,0.6382978723404256,14,3,16,0.8235294117647058,0.4666666666666667,0.5957446808510638,6,11,24,0.3529411764705882,0.2,0.2553191489361702,16,1456,103,203,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse155_20151129_22-41-43,raw_windows,mount,26,128,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0,26,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse155_20151129_22-41-43,raw_windows,other,2711,2128,0.9046052631578948,0.7100700848395426,0.7956189295308949,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,783,2,1925,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse155_20151129_22-41-43,smoothed_frames,attack,301,240,0.9291666666666668,0.7408637873754153,0.8243992606284658,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8,2,1,0,0.6666666666666666,1.0,0.8,223,55,23,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse155_20151129_22-41-43,smoothed_frames,investigation,1778,2320,0.6275862068965518,0.8188976377952756,0.7105905319668131,15,2,15,0.8823529411764706,0.5,0.6382978723404256,14,3,16,0.8235294117647058,0.4666666666666667,0.5957446808510638,6,11,24,0.3529411764705882,0.2,0.2553191489361702,16,1456,103,203,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse155_20151129_22-41-43,smoothed_frames,mount,26,128,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0,2,1,0.0,0.0,0.0,0,26,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse155_20151129_22-41-43,smoothed_frames,other,2711,2128,0.9046052631578948,0.7100700848395426,0.7956189295308949,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,1,783,2,1925,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,raw_windows,attack,2094,2880,0.5663194444444445,0.7788920725883477,0.6558102131081626,19,12,11,0.6129032258064516,0.6333333333333333,0.6229508196721313,17,14,13,0.5483870967741935,0.5666666666666667,0.5573770491803278,9,22,21,0.2903225806451613,0.3,0.2950819672131147,1631,328,104,31,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,raw_windows,investigation,2536,2656,0.5466867469879518,0.5725552050473186,0.5593220338983051,38,11,52,0.7755102040816326,0.4222222222222222,0.5467625899280575,27,22,63,0.5510204081632653,0.3,0.3884892086330935,12,37,78,0.2448979591836734,0.1333333333333333,0.1726618705035971,672,1452,151,261,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,raw_windows,mount,93,288,0.0763888888888889,0.2365591397849462,0.1154855643044619,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,0,6,3,0.0,0.0,0.0,0,6,3,0.0,0.0,0.0,0,33,22,38,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,raw_windows,other,5549,4448,0.9258093525179856,0.7421156965218958,0.8238471541462438,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,577,843,11,4118,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,smoothed_frames,attack,2094,2880,0.5663194444444445,0.7788920725883477,0.6558102131081626,19,12,11,0.6129032258064516,0.6333333333333333,0.6229508196721313,17,14,13,0.5483870967741935,0.5666666666666667,0.5573770491803278,9,22,21,0.2903225806451613,0.3,0.2950819672131147,1631,328,104,31,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,smoothed_frames,investigation,2536,2656,0.5466867469879518,0.5725552050473186,0.5593220338983051,38,11,52,0.7755102040816326,0.4222222222222222,0.5467625899280575,27,22,63,0.5510204081632653,0.3,0.3884892086330935,12,37,78,0.2448979591836734,0.1333333333333333,0.1726618705035971,672,1452,151,261,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,smoothed_frames,mount,93,288,0.0763888888888889,0.2365591397849462,0.1154855643044619,2,4,1,0.3333333333333333,0.6666666666666666,0.4444444444444444,0,6,3,0.0,0.0,0.0,0,6,3,0.0,0.0,0.0,0,33,22,38,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151012_20-16-37,smoothed_frames,other,5549,4448,0.9258093525179856,0.7421156965218958,0.8238471541462438,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,577,843,11,4118,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,raw_windows,attack,402,224,0.6875,0.3830845771144278,0.4920127795527156,4,0,10,1.0,0.2857142857142857,0.4444444444444445,3,1,11,0.75,0.2142857142857142,0.3333333333333333,0,4,14,0.0,0.0,0.0,154,169,77,2,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,raw_windows,investigation,368,784,0.2410714285714285,0.5135869565217391,0.328125,7,8,22,0.4666666666666667,0.2413793103448276,0.3181818181818182,6,9,23,0.4,0.2068965517241379,0.2727272727272727,2,13,27,0.1333333333333333,0.0689655172413793,0.0909090909090909,64,189,31,84,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,raw_windows,mount,0,112,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,0,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,raw_windows,other,4878,4528,0.9810070671378092,0.910619106191062,0.9445035083988944,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6,426,4,4442,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,smoothed_frames,attack,402,224,0.6875,0.3830845771144278,0.4920127795527156,4,0,10,1.0,0.2857142857142857,0.4444444444444445,3,1,11,0.75,0.2142857142857142,0.3333333333333333,0,4,14,0.0,0.0,0.0,154,169,77,2,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,smoothed_frames,investigation,368,784,0.2410714285714285,0.5135869565217391,0.328125,7,8,22,0.4666666666666667,0.2413793103448276,0.3181818181818182,6,9,23,0.4,0.2068965517241379,0.2727272727272727,2,13,27,0.1333333333333333,0.0689655172413793,0.0909090909090909,64,189,31,84,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,smoothed_frames,mount,0,112,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,4,0,0.0,0.0,0.0,0,0,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse156_20151124_21-53-46,smoothed_frames,other,4878,4528,0.9810070671378092,0.910619106191062,0.9445035083988944,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,6,426,4,4442,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,raw_windows,attack,732,432,0.9398148148148148,0.5546448087431693,0.697594501718213,5,4,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,3,6,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222,406,289,0,37,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,raw_windows,investigation,759,1440,0.4131944444444444,0.7839262187088274,0.5411550704865847,14,7,26,0.6666666666666666,0.35,0.4590163934426229,8,13,32,0.3809523809523809,0.2,0.2622950819672132,3,18,37,0.1428571428571428,0.075,0.0983606557377049,21,595,0,143,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,raw_windows,mount,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,raw_windows,other,8509,8128,0.9778543307086616,0.9340698084381244,0.9554607200817457,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5,556,0,7948,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,smoothed_frames,attack,732,432,0.9398148148148148,0.5546448087431693,0.697594501718213,5,4,4,0.5555555555555556,0.5555555555555556,0.5555555555555556,3,6,6,0.3333333333333333,0.3333333333333333,0.3333333333333333,2,7,7,0.2222222222222222,0.2222222222222222,0.2222222222222222,406,289,0,37,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,smoothed_frames,investigation,759,1440,0.4131944444444444,0.7839262187088274,0.5411550704865847,14,7,26,0.6666666666666666,0.35,0.4590163934426229,8,13,32,0.3809523809523809,0.2,0.2622950819672132,3,18,37,0.1428571428571428,0.075,0.0983606557377049,21,595,0,143,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,smoothed_frames,mount,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse158_20151129_21-12-54,smoothed_frames,other,8509,8128,0.9778543307086616,0.9340698084381244,0.9554607200817457,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,5,556,0,7948,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,raw_windows,attack,709,576,0.7517361111111112,0.610719322990127,0.6739299610894942,10,0,2,1.0,0.8333333333333334,0.9090909090909092,10,0,2,1.0,0.8333333333333334,0.9090909090909092,8,2,4,0.8,0.6666666666666666,0.7272727272727272,433,225,41,10,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,raw_windows,investigation,1174,1456,0.5542582417582418,0.6873935264054515,0.6136882129277567,19,3,18,0.8636363636363636,0.5135135135135135,0.6440677966101694,14,8,23,0.6363636363636364,0.3783783783783784,0.4745762711864407,7,15,30,0.3181818181818182,0.1891891891891892,0.2372881355932203,87,807,195,85,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,raw_windows,mount,29,304,0.0953947368421052,1.0,0.1741741741741741,1,3,0,0.25,1.0,0.4,1,3,0,0.25,1.0,0.4,0,4,1,0.0,0.0,0.0,0,0,29,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,raw_windows,other,5496,5072,0.981269716088328,0.9055676855895196,0.941900075700227,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,56,424,39,4977,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,smoothed_frames,attack,709,576,0.7517361111111112,0.610719322990127,0.6739299610894942,10,0,2,1.0,0.8333333333333334,0.9090909090909092,10,0,2,1.0,0.8333333333333334,0.9090909090909092,8,2,4,0.8,0.6666666666666666,0.7272727272727272,433,225,41,10,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,smoothed_frames,investigation,1174,1456,0.5542582417582418,0.6873935264054515,0.6136882129277567,19,3,18,0.8636363636363636,0.5135135135135135,0.6440677966101694,14,8,23,0.6363636363636364,0.3783783783783784,0.4745762711864407,7,15,30,0.3181818181818182,0.1891891891891892,0.2372881355932203,87,807,195,85,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,smoothed_frames,mount,29,304,0.0953947368421052,1.0,0.1741741741741741,1,3,0,0.25,1.0,0.4,1,3,0,0.25,1.0,0.4,0,4,1,0.0,0.0,0.0,0,0,29,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-48-38,smoothed_frames,other,5496,5072,0.981269716088328,0.9055676855895196,0.941900075700227,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,56,424,39,4977,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-57-31,raw_windows,attack,383,256,0.97265625,0.6501305483028721,0.7793427230046949,3,0,0,1.0,1.0,1.0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,249,122,0,12,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-57-31,raw_windows,investigation,205,432,0.3009259259259259,0.6341463414634146,0.4081632653061224,4,4,9,0.5,0.3076923076923077,0.380952380952381,3,5,10,0.375,0.2307692307692307,0.2857142857142857,2,6,11,0.25,0.1538461538461538,0.1904761904761905,5,130,0,70,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-57-31,raw_windows,mount,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-57-31,raw_windows,other,3556,3456,0.976273148148148,0.9488188976377953,0.9623502567027952,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,0,0,0,0.0,0.0,0.0,2,180,0,3374,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
test_2,Mouse159_20151129_20-57-31,smoothed_frames,attack,383,256,0.97265625,0.6501305483028721,0.7793427230046949,3,0,0,1.0,1.0,1.0,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,2,1,1,0.6666666666666666,0.6666666666666666,0.6666666666666666,249,122,0,12,animal_visual_only,lstm,256,44,yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_animal_visual_only_lstm256_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_animal_visual_only_lstm256_seed44
