epoch,train_loss,train_acc,val_loss,val_acc,val_macroF1,elapsed_s,lr_head,lr_backbone,cpu_pct,ram_gb_used,gpu_util_pct,vram_gb_used,gpu_temp_c,gpu_power_w,precision_attack,recall_attack,f1_attack,precision_investigation,recall_investigation,f1_investigation,precision_mount,recall_mount,f1_mount,precision_other,recall_other,f1_other,stream,head,capacity,seed,model_name,eval_dir,train_dir
1,0.6444551187967386,0.7544822180856275,0.4063554948753869,0.8601051691636075,0.796442302513285,186.20358228683472,5e-05,5e-05,50.8,9.21,15.0,1.25,40.0,17.8,0.6304347826086957,0.5288753799392097,0.575206611570248,0.8591495823842066,0.8858876492464278,0.8723137708393564,0.9114307342922028,0.849083215796897,0.8791529755385177,0.8602986932171749,0.8578963698417623,0.8590958521050178,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
2,0.4767972975385413,0.8265406093857157,0.3944750551341308,0.8639746006548269,0.7978718562509193,187.7311143875122,5e-05,5e-05,50.7,9.23,15.0,1.25,40.0,16.6,0.56047197640118,0.5775075987841946,0.5688622754491018,0.852329221137912,0.9060481503229596,0.8783681214421252,0.9173680183626626,0.8455571227080395,0.88,0.8960692871419054,0.8346261247285138,0.8642570281124498,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
3,0.4461418870795623,0.8405016165376702,0.4469226244970092,0.8529616033336641,0.7777433246330621,188.43061900138852,5e-05,5e-05,50.8,9.23,15.0,1.25,40.0,18.0,0.7268292682926829,0.4528875379939209,0.5580524344569288,0.8188430897125043,0.9254257193188492,0.8688780667095469,0.9440366972477064,0.7256699576868829,0.8205741626794258,0.8940199335548172,0.8349363946633571,0.8634686346863468,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
4,0.4242130801268506,0.8463309493484863,0.4226442832767682,0.8572278995932137,0.8061553477332108,187.94056630134585,5e-05,5e-05,50.8,9.24,15.0,1.25,40.0,15.9,0.6713286713286714,0.5835866261398176,0.624390243902439,0.8670191931061496,0.8665100802505382,0.866764561918747,0.9360511590727418,0.8258110014104373,0.8774822030723117,0.829452852153667,0.884269314303444,0.8559843820393453,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
5,0.4009740328092163,0.8562751053198785,0.4474071135592928,0.8514733604524258,0.7805408499571233,189.26043105125427,5e-05,5e-05,50.9,9.24,16.0,1.25,40.0,16.0,0.4254237288135593,0.7629179331306991,0.5462459194776932,0.843144424131627,0.902720688980231,0.8719160601191039,0.9513513513513514,0.7447108603667136,0.8354430379746836,0.915434857339292,0.8262488364877444,0.8685583822570123,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
6,0.3872849726655336,0.8609287743705301,0.4051794479669456,0.8656612759202302,0.8116992781766628,189.54551935195923,5e-05,5e-05,50.8,9.25,15.0,1.25,40.0,16.9,0.4879406307977736,0.7993920972644377,0.6059907834101382,0.869648684968324,0.8866705813270699,0.8780771467338632,0.9175946547884188,0.8716502115655853,0.8940325497287522,0.903485254691689,0.8364877443375737,0.8686966328338972,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
7,0.3719599204879476,0.8649456255510923,0.4926712368406163,0.8126798293481496,0.7817060436584495,190.20550632476807,5e-05,5e-05,50.7,9.24,15.0,1.25,40.0,17.5,0.5460674157303371,0.7386018237082067,0.6279069767441862,0.8922606445542225,0.7424153454687806,0.8104700854700855,0.9438567941415784,0.8180535966149506,0.8764639214204759,0.7209918151179586,0.9292584548557244,0.811983190999051,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
8,0.3643534207135602,0.8645047516410307,0.4988021157630202,0.8371862287925389,0.7721437424982411,189.24197721481323,5e-05,5e-05,50.8,9.25,16.0,1.25,40.0,16.3,0.5145833333333333,0.7507598784194529,0.6106304079110013,0.8304082763716978,0.8798199256214524,0.8544003041246913,0.9702643171806168,0.6212976022566996,0.7575236457437662,0.8587553386211104,0.873409866583928,0.8660206122135057,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
9,0.3303469517428813,0.8778779269129029,0.4154318673645205,0.8541521976386546,0.805088564513127,189.65296864509585,2.5e-05,2.5e-05,50.9,9.35,16.0,1.25,40.0,16.1,0.5,0.8115501519756839,0.6187717265353417,0.8923589423277118,0.8389117244079076,0.8648103309120259,0.9169869331283628,0.8413258110014105,0.8775285031261493,0.8320255739610578,0.8883028234564071,0.8592436974789915,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
10,0.3240077143511662,0.8828744978936024,0.398654949737783,0.8666534378410556,0.8218104569511947,189.89037585258484,2.5e-05,2.5e-05,51.0,9.43,16.0,1.25,39.0,15.2,0.6277915632754343,0.7689969604863222,0.6912568306010928,0.8500273672687466,0.9119201409277744,0.879886685552408,0.9173622704507512,0.7750352609308886,0.8402140672782875,0.908908908908909,0.8451753025131865,0.8758842443729903,full,lstm,512,42,yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed42
1,0.6297354881818111,0.7618301165866562,0.5333265537595643,0.7964083738466118,0.7516432164533939,186.9495420455933,5e-05,5e-05,50.8,9.31,15.0,1.25,39.0,16.4,0.5850144092219021,0.6170212765957447,0.6005917159763314,0.8975512243878061,0.7030730084165199,0.7884974207002525,0.6718204488778055,0.9499294781382228,0.787028921998247,0.774496644295302,0.89512876202296,0.8304548071387449,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
2,0.4756201581538984,0.8287449789360243,0.4988402185200284,0.8184343684889374,0.7706341525601916,189.2884178161621,5e-05,5e-05,50.8,9.34,15.0,1.25,39.0,16.2,0.6666666666666666,0.5167173252279635,0.5821917808219178,0.8578128330846302,0.7876296731258563,0.8212244897959184,0.9451476793248944,0.7898448519040903,0.8605455243949289,0.7434143870314083,0.9106422587651256,0.8185748152280017,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
3,0.4509427329046552,0.8381992750073479,0.4707065648425163,0.8444290108145649,0.7559855852497908,189.2338786125183,5e-05,5e-05,50.8,9.19,15.0,1.25,40.0,16.2,0.78125,0.3799392097264438,0.5112474437627812,0.8120980358074048,0.914464670189861,0.8602467317252807,0.965270684371808,0.6664315937940761,0.7884856070087609,0.8688421713209915,0.8591374495811356,0.8639625585023402,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
4,0.4157800271867725,0.8498089546389732,0.4036249679779368,0.8620894930052585,0.8030646233555325,188.8270754814148,5e-05,5e-05,50.8,9.18,16.0,1.25,40.0,17.0,0.7453703703703703,0.4893617021276595,0.5908256880733944,0.8720062819002748,0.8694460755529457,0.8707242967754582,0.9008620689655172,0.8843441466854725,0.892526690391459,0.8386141545750666,0.8786844554762644,0.8581818181818183,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
5,0.405126076308444,0.8529440579994122,0.4551371142242311,0.8494890366107749,0.7827050649750078,188.6118440628052,5e-05,5e-05,50.9,9.18,15.0,1.25,40.0,16.6,0.6187290969899666,0.5623100303951368,0.589171974522293,0.8344551573585592,0.8978273634762184,0.8649820856119177,0.9588516746411484,0.7066290550070522,0.8136419001218026,0.8610253242742434,0.8650325783431585,0.863024299644018,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
6,0.3774780900273063,0.8641128637209758,0.4087859945538055,0.8667526540331382,0.8134359019900592,190.7012882232666,5e-05,5e-05,51.5,9.35,17.0,1.25,39.0,10.9,0.6443768996960486,0.6443768996960486,0.6443768996960486,0.8476761074800291,0.9138774711293796,0.8795328247150797,0.941027801179444,0.7877291960507757,0.8575815738963531,0.8962356792144026,0.8495190816009929,0.8722523096527557,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
7,0.3796033313889115,0.8635740178309004,0.5070611649015475,0.8340113106458974,0.7553888486796786,190.14918756484985,5e-05,5e-05,51.0,9.35,17.0,1.25,38.0,12.9,0.5947521865889213,0.6200607902735562,0.6071428571428572,0.8051388170374203,0.9138774711293796,0.8560689402273561,0.9804432855280312,0.5303244005641748,0.6883295194508008,0.8772870662460568,0.8628606887992554,0.8700140778977006,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
8,0.3639636070753643,0.8690604487116684,0.4229062543840088,0.8523663061811688,0.8026579973581467,190.1886124610901,5e-05,5e-05,50.8,9.32,16.0,1.25,39.0,16.5,0.6445086705202312,0.6778115501519757,0.6607407407407407,0.8462980318650422,0.8837345860246624,0.8646112600536193,0.9423604757548032,0.7263751763046544,0.8203902827558741,0.854160363086233,0.8758920260626746,0.864889705882353,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
9,0.3548036725815023,0.8710688743019497,0.5067468985014352,0.8270661772001191,0.7793815527198615,189.53792595863345,5e-05,5e-05,50.8,9.3,15.0,1.25,39.0,17.0,0.6323119777158774,0.6899696048632219,0.6598837209302325,0.8399369209540706,0.8340183989038951,0.836967197014339,0.9572916666666668,0.6480959097320169,0.7729184188393607,0.7944128017358286,0.9087806391560658,0.8477568740955138,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
10,0.3412915492696004,0.8743019496424023,0.4016812041318709,0.8570294672090485,0.8247929015347861,190.0843255519867,5e-05,5e-05,50.8,9.31,16.0,1.25,40.0,16.3,0.7722419928825622,0.6595744680851063,0.7114754098360656,0.8765108783239323,0.8516343707183401,0.8638935768887123,0.906441717791411,0.8335684062059239,0.8684790595150624,0.8181303116147309,0.89605957182749,0.8553235598993041,full,lstm,512,43,yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed43,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed43
1,0.6120852716763425,0.7710884686979523,0.4907099855801327,0.8272646095842842,0.7605877618649816,186.72943830490112,5e-05,5e-05,50.9,9.33,15.0,1.25,40.0,16.3,0.4071428571428571,0.6930091185410334,0.5129358830146232,0.8646460452563837,0.815228028968487,0.839210155148096,0.9428571428571428,0.7679830747531735,0.8464827050136028,0.8051874823794756,0.8861309339125039,0.8437223042836041,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
2,0.469823355415725,0.8314392083864015,0.4542548925205621,0.8521678737970036,0.7688205874278239,189.9235353469849,5e-05,5e-05,50.7,9.17,16.0,1.25,40.0,15.9,0.7797619047619048,0.3981762917933131,0.5271629778672032,0.8083852500420946,0.9397142297905656,0.8691165821868212,0.9478098788443616,0.7172073342736248,0.8165395423524688,0.9106588478785788,0.8191126279863481,0.8624632473048023,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
3,0.4466115795776575,0.8397178406975605,0.3991704083570752,0.8591130072427821,0.8032701022319739,190.155131816864,5e-05,5e-05,50.7,9.19,16.0,1.25,40.0,17.9,0.5225225225225225,0.7051671732522796,0.6002587322121605,0.8652619369804756,0.8761009982384028,0.8706477339039098,0.8649386084583902,0.8942172073342737,0.8793342579750347,0.8955273698264352,0.8324542351846106,0.8628396848367904,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
4,0.4174938963588946,0.849221122758891,0.4175317932947701,0.8532592519099117,0.7955559589915777,189.7939341068268,5e-05,5e-05,50.7,9.18,15.0,1.25,39.0,17.9,0.658703071672355,0.5866261398176292,0.6205787781350484,0.839171098477902,0.8956743002544529,0.8665025563340276,0.942170818505338,0.7468265162200282,0.8332022029897719,0.8638205048301651,0.8600682593856656,0.8619402985074627,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
5,0.4023723623344564,0.8528460860193985,0.4949599021742682,0.8429407679333267,0.7760739645203898,190.22300958633423,5e-05,5e-05,50.7,9.17,16.0,1.25,39.0,16.4,0.4979508196721312,0.7386018237082067,0.5948592411260709,0.8107368780988203,0.928165981601096,0.8654864026282169,0.9602446483180428,0.6643159379407616,0.7853272196748645,0.9304599782687432,0.7970834626124729,0.8586229946524064,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
6,0.3888966962899487,0.8560791613598511,0.3683673224746367,0.8665542216489731,0.8196690227584664,190.3916416168213,5e-05,5e-05,50.8,9.21,16.0,1.25,39.0,15.1,0.5975,0.7264437689969605,0.6556927297668038,0.8756577665172481,0.8794284595811314,0.8775390625,0.8811387900355871,0.8730606488011283,0.8770811193765496,0.8794145720649061,0.857586099906919,0.8683631793905121,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
7,0.373824059958847,0.8641618497109826,0.3944483505406727,0.8527631709494989,0.8149685973176608,190.6725506782532,5e-05,5e-05,50.7,9.18,16.0,1.25,39.0,17.5,0.6109725685785536,0.7446808510638298,0.6712328767123289,0.883033684645588,0.8363671951458211,0.8590671491757138,0.9083333333333332,0.8455571227080395,0.8758217677136596,0.8178459789712986,0.8929568724790568,0.8537525956689409,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
8,0.3560990354142569,0.8723425100421279,0.3753187928556664,0.8741938684393293,0.8234814335963562,190.7729241847992,5e-05,5e-05,50.8,9.18,16.0,1.25,40.0,15.9,0.6366197183098592,0.6869300911854104,0.6608187134502925,0.8529782256613281,0.9277745155607752,0.8888055503468967,0.920472440944882,0.8244005641748943,0.8697916666666667,0.9237141870900932,0.8302823456407075,0.8745098039215686,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
9,0.3507427091689833,0.8737631037523268,0.4277425225696615,0.86020438535569,0.7930839120059053,190.59132170677185,5e-05,5e-05,50.8,9.19,16.0,1.25,40.0,16.3,0.4128166915052161,0.8419452887537994,0.5539999999999999,0.8833531039936734,0.8745351340771188,0.8789220025572932,0.8894736842105263,0.8342736248236954,0.8609898107714702,0.9079470198675496,0.8507601613403661,0.8784238346948582,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
10,0.3453369136172752,0.8760654452826492,0.4625740557415632,0.8423454707808314,0.7927241309483138,189.5697131156921,5e-05,5e-05,50.9,9.19,15.0,1.25,40.0,16.5,0.5827338129496403,0.7386018237082067,0.6514745308310992,0.856243854473943,0.8522215697788217,0.8542279772415146,0.9390815370196812,0.7066290550070522,0.8064386317907444,0.8236467236467236,0.8969903816320198,0.8587553839298976,full,lstm,512,44,yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm512_seed44,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm512_seed44
1,0.6240343679746957,0.766042911727246,0.4040805879850975,0.8627840063498363,0.7954139720544119,194.10703802108765,5e-05,5e-05,50.7,9.21,29.0,1.4,43.0,19.9,0.59,0.5379939209726444,0.5627980922098569,0.8526043590690802,0.903503621060873,0.8773163546517152,0.8964259664478483,0.8667136812411848,0.8813194693438509,0.8931195724782899,0.8296618057710208,0.8602219720122246,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
2,0.4721143913388159,0.8304594885862643,0.3965931971418848,0.8636769520785792,0.7987523673117463,194.96808767318728,5e-05,5e-05,50.5,9.24,30.0,1.4,45.0,19.8,0.5190839694656488,0.6200607902735562,0.5650969529085872,0.8539970392301999,0.9033078880407124,0.8779606201845335,0.9232522796352584,0.8568406205923836,0.888807607900512,0.9005394470667566,0.8287309959664908,0.8631442882533527,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
3,0.4324603185443015,0.845743117468404,0.5215249504596512,0.8323246353804941,0.7524398579528915,195.8663296699524,5e-05,5e-05,50.8,9.25,30.0,1.4,46.0,20.4,0.6626506024096386,0.5015197568389058,0.5709342560553634,0.8005875237601521,0.9068310824036014,0.8504038179148311,0.9648711943793912,0.5811001410437235,0.7253521126760563,0.8676701160238319,0.858516909711449,0.863069245165315,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
4,0.4129935705138014,0.8488782208288429,0.4459533897171255,0.8537553328703245,0.7965297756957812,195.364559173584,5e-05,5e-05,50.7,9.34,30.0,1.4,46.0,20.0,0.5672043010752689,0.6413373860182371,0.6019971469329529,0.8594865856012353,0.8715991387747113,0.8655004859086491,0.9558441558441558,0.7785613540197461,0.8581422464049747,0.8415900326312666,0.8802358051504809,0.8604792235365484,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
5,0.3894313989034897,0.8596061526403449,0.4725925684296748,0.8475047127691239,0.7751670373136397,195.92220187187195,5e-05,5e-05,50.8,9.37,27.0,1.4,47.0,19.8,0.40625,0.790273556231003,0.5366357069143447,0.8317590447335591,0.9134860050890584,0.8707089552238806,0.9671361502347418,0.7263751763046544,0.8296415626258558,0.935577271082157,0.8020477815699659,0.8636819244904778,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
6,0.3794168056292477,0.8629371999608112,0.445490094696057,0.8584184938982042,0.7963411351392076,195.54110860824585,5e-05,5e-05,50.8,9.34,30.0,1.4,47.0,20.2,0.4090247452692867,0.8541033434650456,0.5531496062992125,0.8705790905557714,0.8768839303190448,0.8737201365187712,0.9180451127819548,0.8610719322990127,0.888646288209607,0.9156378600823044,0.8284207260316475,0.8698485095292394,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
7,0.3567078474421509,0.8706769863818947,0.4892983991771914,0.8132751265006449,0.7784193299908055,195.29375529289248,5e-05,5e-05,50.7,9.34,30.0,1.4,48.0,20.3,0.4952561669829222,0.7933130699088146,0.6098130841121495,0.8982406086543033,0.7394793501663731,0.8111647879763823,0.9415584415584416,0.8180535966149506,0.8754716981132076,0.7287311618862421,0.9301892646602544,0.8172277497614828,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
8,0.3538410749233862,0.8714607622220045,0.5046547337803372,0.8351026887588054,0.7654920622582273,196.0203576087952,5e-05,5e-05,50.7,9.17,30.0,1.4,48.0,20.5,0.4696428571428571,0.7993920972644377,0.591676040494938,0.839141081182897,0.8719906048150323,0.8552505279324247,0.9633333333333334,0.6114245416078985,0.7480586712683348,0.8555891238670695,0.8786844554762644,0.8669830093372112,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
9,0.3129657540035355,0.8824336239835407,0.4949065597216499,0.8431392003174918,0.7738638729960938,195.94067096710205,2.5e-05,2.5e-05,50.9,9.21,27.0,1.4,48.0,19.7,0.3786666666666666,0.8632218844984803,0.5264133456904541,0.8823529411764706,0.8426306517909571,0.8620344413295956,0.9558160504959424,0.7475317348377997,0.8389394538979027,0.8527387009877282,0.8839590443686007,0.8680682510664228,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
10,0.3134754867998001,0.8863035171940825,0.4014382703069483,0.8677448159539637,0.8254273307945642,195.61605858802795,2.5e-05,2.5e-05,50.8,9.19,27.0,1.4,48.0,20.3,0.6454767726161369,0.8024316109422492,0.7154471544715447,0.8599888288959225,0.9040908201213544,0.8814885496183206,0.8970099667774086,0.7616361071932299,0.8237986270022883,0.8991922455573506,0.863481228668942,0.8809749920861032,full,lstm,896,42,yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_eval\yolo_sppf_full_lstm896_seed42,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_full_lstm896_seed42
