stream,head,capacity,seed,model_name,aggregate_mode,aggregate_manifest_path,aggregate_feature_cache_dir,aggregate_model_path,aggregate_n_windows,aggregate_n_manifest_videos,aggregate_n_evaluated_videos,aggregate_n_gt_missing_or_excluded_videos,aggregate_n_failures,aggregate_n_blocking_failures,aggregate_threshold_decoder_disabled,aggregate_threshold_decoder_enabled,aggregate_elapsed_s,aggregate_n_videos
no_relations,attention,512,44,yolo_sppf_no_relations_attention512_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_attention512_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.074,
no_relations,attention,896,42,yolo_sppf_no_relations_attention896_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_attention896_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,56.788,
no_relations,attention,896,43,yolo_sppf_no_relations_attention896_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_attention896_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.097,
no_relations,attention,896,44,yolo_sppf_no_relations_attention896_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_attention896_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.065,
no_relations,lstm,256,42,yolo_sppf_no_relations_lstm256_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm256_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.883,
no_relations,lstm,256,43,yolo_sppf_no_relations_lstm256_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm256_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.014,
no_relations,lstm,256,44,yolo_sppf_no_relations_lstm256_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm256_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.351,
no_relations,lstm,512,42,yolo_sppf_no_relations_lstm512_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm512_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.28,
no_relations,lstm,512,43,yolo_sppf_no_relations_lstm512_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm512_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.21,
no_relations,lstm,512,44,yolo_sppf_no_relations_lstm512_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm512_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,56.811,
no_relations,lstm,896,42,yolo_sppf_no_relations_lstm896_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm896_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.156,
no_relations,lstm,896,43,yolo_sppf_no_relations_lstm896_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm896_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.291,
no_relations,lstm,896,44,yolo_sppf_no_relations_lstm896_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_no_relations_lstm896_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.264,
pose_relations_only,attention,256,42,yolo_sppf_pose_relations_only_attention256_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.784,
pose_relations_only,attention,256,43,yolo_sppf_pose_relations_only_attention256_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,51.896,
pose_relations_only,attention,256,44,yolo_sppf_pose_relations_only_attention256_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention256_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.186,
pose_relations_only,attention,512,42,yolo_sppf_pose_relations_only_attention512_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention512_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.002,
pose_relations_only,attention,512,43,yolo_sppf_pose_relations_only_attention512_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention512_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.226,
pose_relations_only,attention,512,44,yolo_sppf_pose_relations_only_attention512_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention512_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.278,
pose_relations_only,attention,896,42,yolo_sppf_pose_relations_only_attention896_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention896_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,51.986,
pose_relations_only,attention,896,43,yolo_sppf_pose_relations_only_attention896_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention896_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.294,
pose_relations_only,attention,896,44,yolo_sppf_pose_relations_only_attention896_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_attention896_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.352,
pose_relations_only,lstm,256,42,yolo_sppf_pose_relations_only_lstm256_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm256_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,54.398,
pose_relations_only,lstm,256,43,yolo_sppf_pose_relations_only_lstm256_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm256_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,53.848,
pose_relations_only,lstm,256,44,yolo_sppf_pose_relations_only_lstm256_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm256_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,54.282,
pose_relations_only,lstm,512,42,yolo_sppf_pose_relations_only_lstm512_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm512_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,54.241,
pose_relations_only,lstm,512,43,yolo_sppf_pose_relations_only_lstm512_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm512_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,52.967,
pose_relations_only,lstm,512,44,yolo_sppf_pose_relations_only_lstm512_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm512_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,53.379,
pose_relations_only,lstm,896,42,yolo_sppf_pose_relations_only_lstm896_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm896_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,55.494,
pose_relations_only,lstm,896,43,yolo_sppf_pose_relations_only_lstm896_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm896_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,54.385,
pose_relations_only,lstm,896,44,yolo_sppf_pose_relations_only_lstm896_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_pose_relations_only_lstm896_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,53.945,
visual_only,attention,256,42,yolo_sppf_visual_only_attention256_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention256_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.5,
visual_only,attention,256,43,yolo_sppf_visual_only_attention256_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention256_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.69,
visual_only,attention,256,44,yolo_sppf_visual_only_attention256_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention256_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.085,
visual_only,attention,512,42,yolo_sppf_visual_only_attention512_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention512_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.197,
visual_only,attention,512,43,yolo_sppf_visual_only_attention512_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention512_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.308,
visual_only,attention,512,44,yolo_sppf_visual_only_attention512_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention512_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.528,
visual_only,attention,896,42,yolo_sppf_visual_only_attention896_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention896_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.137,
visual_only,attention,896,43,yolo_sppf_visual_only_attention896_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention896_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.203,
visual_only,attention,896,44,yolo_sppf_visual_only_attention896_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_attention896_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.647,
visual_only,lstm,256,42,yolo_sppf_visual_only_lstm256_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm256_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,58.459,
visual_only,lstm,256,43,yolo_sppf_visual_only_lstm256_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm256_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,58.562,
visual_only,lstm,256,44,yolo_sppf_visual_only_lstm256_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm256_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.847,
visual_only,lstm,512,42,yolo_sppf_visual_only_lstm512_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm512_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,58.368,
visual_only,lstm,512,43,yolo_sppf_visual_only_lstm512_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm512_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,58.037,
visual_only,lstm,512,44,yolo_sppf_visual_only_lstm512_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm512_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.695,
visual_only,lstm,896,42,yolo_sppf_visual_only_lstm896_seed42,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm896_seed42\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,57.73,
visual_only,lstm,896,43,yolo_sppf_visual_only_lstm896_seed43,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm896_seed43\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,59.577,
visual_only,lstm,896,44,yolo_sppf_visual_only_lstm896_seed44,classifier_only_cached_heldout,<RUN_ROOT>\outputs\npz_cache\mars_heldout_eval\sequence_manifest.json,<RUN_ROOT>\outputs\eval_feature_cache\mars_stride16,<RUN_ROOT>\outputs\controlled_comparison_runs\run_20260528_205727\neural_training\yolo_sppf_visual_only_lstm896_seed44\best_model_macro_f1.pt,22527,30.0,28.0,2.0,2,0.0,True,False,59.625,
