source,run,window,track,seed,prediction_type,movie_id,gt_sequence_length,pred_sequence_length,sequence_length_ratio_pred_over_gt,n,ngram_tp,pred_ngram_total,gt_ngram_total,ngram_precision,ngram_recall,ngram_f1
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,312,raw,10,193,240,1.2435233160621761,2,169,239,192,0.7071129707112971,0.8802083333333334,0.7842227378190255
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,312,raw,10,193,240,1.2435233160621761,3,150,238,191,0.6302521008403361,0.7853403141361257,0.6993006993006994
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,312,raw,10,193,240,1.2435233160621761,4,130,237,190,0.5485232067510548,0.6842105263157895,0.6088992974238876
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,312,raw,10,193,240,1.2435233160621761,1,185,240,193,0.7708333333333334,0.9585492227979274,0.8545034642032332
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,312,raw,10,193,240,1.2435233160621761,2,178,239,192,0.7447698744769874,0.9270833333333334,0.8259860788863108
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,312,raw,10,193,240,1.2435233160621761,3,164,238,191,0.6890756302521008,0.8586387434554974,0.7645687645687645
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,312,raw,10,193,240,1.2435233160621761,4,139,237,190,0.5864978902953587,0.7315789473684211,0.6510538641686183
null,GT composition shuffle,null,GT composition shuffle,313,raw,6,699,699,1.0,1,699,699,699,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,313,raw,6,699,699,1.0,2,666,698,698,0.9541547277936963,0.9541547277936963,0.9541547277936963
null,GT composition shuffle,null,GT composition shuffle,313,raw,6,699,699,1.0,3,577,697,697,0.8278335724533716,0.8278335724533716,0.8278335724533716
null,GT composition shuffle,null,GT composition shuffle,313,raw,6,699,699,1.0,4,490,696,696,0.7040229885057471,0.7040229885057471,0.7040229885057471
null,GT Markov baseline,null,GT Markov baseline,313,raw,6,699,699,1.0,1,675,699,699,0.9656652360515021,0.9656652360515021,0.9656652360515021
null,GT Markov baseline,null,GT Markov baseline,313,raw,6,699,699,1.0,2,650,698,698,0.9312320916905444,0.9312320916905444,0.9312320916905444
null,GT Markov baseline,null,GT Markov baseline,313,raw,6,699,699,1.0,3,560,697,697,0.8034433285509326,0.8034433285509326,0.8034433285509326
null,GT Markov baseline,null,GT Markov baseline,313,raw,6,699,699,1.0,4,477,696,696,0.6853448275862069,0.6853448275862069,0.6853448275862069
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,6,699,213,0.30472103004291845,2,200,212,698,0.9433962264150944,0.28653295128939826,0.4395604395604395
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,6,699,213,0.30472103004291845,3,181,211,697,0.8578199052132701,0.25968436154949787,0.39867841409691634
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,6,699,213,0.30472103004291845,4,155,210,696,0.7380952380952381,0.22270114942528735,0.3421633554083885
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,6,699,213,0.30472103004291845,2,209,212,698,0.9858490566037735,0.2994269340974212,0.4593406593406593
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,6,699,213,0.30472103004291845,3,197,211,697,0.933649289099526,0.28263988522238165,0.43392070484581496
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,6,699,213,0.30472103004291845,4,180,210,696,0.8571428571428571,0.25862068965517243,0.3973509933774835
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,6,699,402,0.575107296137339,1,392,402,699,0.9751243781094527,0.5608011444921316,0.7120799273387828
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,6,699,402,0.575107296137339,2,350,401,698,0.8728179551122195,0.501432664756447,0.6369426751592356
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,6,699,402,0.575107296137339,3,293,400,697,0.7325,0.42037302725968434,0.5341841385597084
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,6,699,402,0.575107296137339,4,241,399,696,0.6040100250626567,0.34626436781609193,0.4401826484018265
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,6,699,402,0.575107296137339,1,402,402,699,1.0,0.575107296137339,0.7302452316076293
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,6,699,402,0.575107296137339,2,399,401,698,0.9950124688279302,0.5716332378223495,0.7261146496815287
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,6,699,402,0.575107296137339,3,375,400,697,0.9375,0.5380200860832137,0.6836827711941659
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,6,699,402,0.575107296137339,4,335,399,696,0.8395989974937343,0.4813218390804598,0.6118721461187215
null,GT composition shuffle,null,GT composition shuffle,313,raw,7,424,424,1.0,1,424,424,424,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,313,raw,7,424,424,1.0,2,404,423,423,0.9550827423167849,0.9550827423167849,0.9550827423167849
null,GT composition shuffle,null,GT composition shuffle,313,raw,7,424,424,1.0,3,367,422,422,0.8696682464454977,0.8696682464454977,0.8696682464454977
null,GT composition shuffle,null,GT composition shuffle,313,raw,7,424,424,1.0,4,335,421,421,0.7957244655581948,0.7957244655581948,0.7957244655581948
null,GT Markov baseline,null,GT Markov baseline,313,raw,7,424,424,1.0,1,383,424,424,0.9033018867924528,0.9033018867924528,0.9033018867924528
null,GT Markov baseline,null,GT Markov baseline,313,raw,7,424,424,1.0,2,332,423,423,0.7848699763593381,0.7848699763593381,0.7848699763593381
null,GT Markov baseline,null,GT Markov baseline,313,raw,7,424,424,1.0,3,311,422,422,0.7369668246445498,0.7369668246445498,0.7369668246445498
null,GT Markov baseline,null,GT Markov baseline,313,raw,7,424,424,1.0,4,294,421,421,0.6983372921615202,0.6983372921615202,0.6983372921615202
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,7,424,182,0.42924528301886794,1,172,182,424,0.945054945054945,0.4056603773584906,0.5676567656765676
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,7,424,182,0.42924528301886794,2,159,181,423,0.8784530386740331,0.375886524822695,0.5264900662251655
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,7,424,182,0.42924528301886794,3,147,180,422,0.8166666666666667,0.34834123222748814,0.48837209302325585
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,7,424,182,0.42924528301886794,4,137,179,421,0.7653631284916201,0.3254156769596199,0.45666666666666655
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,7,424,182,0.42924528301886794,1,169,182,424,0.9285714285714286,0.39858490566037735,0.5577557755775577
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,7,424,182,0.42924528301886794,2,160,181,423,0.8839779005524862,0.37825059101654845,0.5298013245033112
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,7,424,182,0.42924528301886794,3,152,180,422,0.8444444444444444,0.36018957345971564,0.5049833887043189
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,7,424,182,0.42924528301886794,4,144,179,421,0.8044692737430168,0.342042755344418,0.4799999999999999
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,7,424,348,0.8207547169811321,1,322,348,424,0.9252873563218391,0.7594339622641509,0.8341968911917098
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,7,424,348,0.8207547169811321,2,296,347,423,0.8530259365994236,0.6997635933806147,0.7688311688311689
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,7,424,348,0.8207547169811321,3,269,346,422,0.7774566473988439,0.6374407582938388,0.7005208333333333
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,7,424,348,0.8207547169811321,4,241,345,421,0.6985507246376812,0.5724465558194775,0.6292428198433421
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,7,424,348,0.8207547169811321,1,315,348,424,0.9051724137931034,0.7429245283018868,0.8160621761658031
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,7,424,348,0.8207547169811321,2,295,347,423,0.8501440922190202,0.6973995271867612,0.7662337662337662
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,7,424,348,0.8207547169811321,3,277,346,422,0.8005780346820809,0.6563981042654028,0.7213541666666665
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,7,424,348,0.8207547169811321,4,254,345,421,0.736231884057971,0.6033254156769596,0.6631853785900783
null,GT composition shuffle,null,GT composition shuffle,313,raw,8,626,626,1.0,1,626,626,626,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,313,raw,8,626,626,1.0,2,545,625,625,0.872,0.872,0.872
null,GT composition shuffle,null,GT composition shuffle,313,raw,8,626,626,1.0,3,465,624,624,0.7451923076923077,0.7451923076923077,0.7451923076923076
null,GT composition shuffle,null,GT composition shuffle,313,raw,8,626,626,1.0,4,406,623,623,0.651685393258427,0.651685393258427,0.651685393258427
null,GT Markov baseline,null,GT Markov baseline,313,raw,8,626,626,1.0,1,562,626,626,0.8977635782747604,0.8977635782747604,0.8977635782747604
null,GT Markov baseline,null,GT Markov baseline,313,raw,8,626,626,1.0,2,526,625,625,0.8416,0.8416,0.8416
null,GT Markov baseline,null,GT Markov baseline,313,raw,8,626,626,1.0,3,478,624,624,0.7660256410256411,0.7660256410256411,0.7660256410256411
null,GT Markov baseline,null,GT Markov baseline,313,raw,8,626,626,1.0,4,431,623,623,0.6918138041733547,0.6918138041733547,0.6918138041733547
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,8,626,316,0.5047923322683706,1,296,316,626,0.9367088607594937,0.4728434504792332,0.6284501061571125
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,8,626,316,0.5047923322683706,2,265,315,625,0.8412698412698413,0.424,0.5638297872340425
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,8,626,316,0.5047923322683706,3,235,314,624,0.7484076433121019,0.3766025641025641,0.5010660980810234
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,8,626,316,0.5047923322683706,4,209,313,623,0.6677316293929713,0.33547351524879615,0.4465811965811966
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,8,626,316,0.5047923322683706,1,296,316,626,0.9367088607594937,0.4728434504792332,0.6284501061571125
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,8,626,316,0.5047923322683706,2,277,315,625,0.8793650793650793,0.4432,0.5893617021276596
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,8,626,316,0.5047923322683706,3,258,314,624,0.821656050955414,0.41346153846153844,0.5501066098081023
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,8,626,316,0.5047923322683706,4,239,313,623,0.7635782747603834,0.38362760834670945,0.5106837606837608
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,8,626,476,0.7603833865814696,1,429,476,626,0.9012605042016807,0.6853035143769968,0.778584392014519
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,8,626,476,0.7603833865814696,2,371,475,625,0.7810526315789473,0.5936,0.6745454545454546
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,8,626,476,0.7603833865814696,3,327,474,624,0.689873417721519,0.5240384615384616,0.5956284153005464
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,8,626,476,0.7603833865814696,4,273,473,623,0.5771670190274841,0.43820224719101125,0.4981751824817518
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,8,626,476,0.7603833865814696,1,435,476,626,0.9138655462184874,0.694888178913738,0.7894736842105262
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,8,626,476,0.7603833865814696,2,399,475,625,0.84,0.6384,0.7254545454545455
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,8,626,476,0.7603833865814696,3,363,474,624,0.7658227848101266,0.5817307692307693,0.6612021857923498
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,8,626,476,0.7603833865814696,4,329,473,623,0.6955602536997886,0.5280898876404494,0.6003649635036497
null,GT composition shuffle,null,GT composition shuffle,313,raw,9,64,64,1.0,1,64,64,64,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,313,raw,9,64,64,1.0,2,59,63,63,0.9365079365079365,0.9365079365079365,0.9365079365079365
null,GT composition shuffle,null,GT composition shuffle,313,raw,9,64,64,1.0,3,56,62,62,0.9032258064516129,0.9032258064516129,0.9032258064516129
null,GT composition shuffle,null,GT composition shuffle,313,raw,9,64,64,1.0,4,50,61,61,0.819672131147541,0.819672131147541,0.819672131147541
null,GT Markov baseline,null,GT Markov baseline,313,raw,9,64,64,1.0,1,57,64,64,0.890625,0.890625,0.890625
null,GT Markov baseline,null,GT Markov baseline,313,raw,9,64,64,1.0,2,49,63,63,0.7777777777777778,0.7777777777777778,0.7777777777777778
null,GT Markov baseline,null,GT Markov baseline,313,raw,9,64,64,1.0,3,42,62,62,0.6774193548387096,0.6774193548387096,0.6774193548387096
null,GT Markov baseline,null,GT Markov baseline,313,raw,9,64,64,1.0,4,35,61,61,0.5737704918032787,0.5737704918032787,0.5737704918032787
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,9,64,39,0.609375,1,33,39,64,0.8461538461538461,0.515625,0.6407766990291262
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,9,64,39,0.609375,2,27,38,63,0.7105263157894737,0.42857142857142855,0.5346534653465346
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,9,64,39,0.609375,3,22,37,62,0.5945945945945946,0.3548387096774194,0.4444444444444445
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,9,64,39,0.609375,4,18,36,61,0.5,0.29508196721311475,0.3711340206185567
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,9,64,39,0.609375,1,34,39,64,0.8717948717948718,0.53125,0.6601941747572816
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,9,64,39,0.609375,2,29,38,63,0.7631578947368421,0.4603174603174603,0.5742574257425742
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,9,64,39,0.609375,3,25,37,62,0.6756756756756757,0.4032258064516129,0.5050505050505051
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,9,64,39,0.609375,4,24,36,61,0.6666666666666666,0.39344262295081966,0.4948453608247423
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,9,64,58,0.90625,1,48,58,64,0.8275862068965517,0.75,0.7868852459016394
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,9,64,58,0.90625,2,39,57,63,0.6842105263157895,0.6190476190476191,0.6500000000000001
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,9,64,58,0.90625,3,32,56,62,0.5714285714285714,0.5161290322580645,0.5423728813559322
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,9,64,58,0.90625,4,26,55,61,0.4727272727272727,0.4262295081967213,0.44827586206896547
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,9,64,58,0.90625,1,53,58,64,0.9137931034482759,0.828125,0.8688524590163935
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,9,64,58,0.90625,2,48,57,63,0.8421052631578947,0.7619047619047619,0.8
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,9,64,58,0.90625,3,44,56,62,0.7857142857142857,0.7096774193548387,0.7457627118644068
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,9,64,58,0.90625,4,41,55,61,0.7454545454545455,0.6721311475409836,0.7068965517241379
null,GT composition shuffle,null,GT composition shuffle,313,raw,10,193,193,1.0,1,193,193,193,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,313,raw,10,193,193,1.0,2,174,192,192,0.90625,0.90625,0.90625
null,GT composition shuffle,null,GT composition shuffle,313,raw,10,193,193,1.0,3,151,191,191,0.7905759162303665,0.7905759162303665,0.7905759162303664
null,GT composition shuffle,null,GT composition shuffle,313,raw,10,193,193,1.0,4,125,190,190,0.6578947368421053,0.6578947368421053,0.6578947368421053
null,GT Markov baseline,null,GT Markov baseline,313,raw,10,193,193,1.0,1,179,193,193,0.927461139896373,0.927461139896373,0.927461139896373
null,GT Markov baseline,null,GT Markov baseline,313,raw,10,193,193,1.0,2,165,192,192,0.859375,0.859375,0.859375
null,GT Markov baseline,null,GT Markov baseline,313,raw,10,193,193,1.0,3,153,191,191,0.8010471204188482,0.8010471204188482,0.8010471204188482
null,GT Markov baseline,null,GT Markov baseline,313,raw,10,193,193,1.0,4,137,190,190,0.7210526315789474,0.7210526315789474,0.7210526315789474
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,10,193,151,0.7823834196891192,1,147,151,193,0.9735099337748344,0.7616580310880829,0.8546511627906977
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,10,193,151,0.7823834196891192,2,137,150,192,0.9133333333333333,0.7135416666666666,0.8011695906432748
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,10,193,151,0.7823834196891192,3,127,149,191,0.8523489932885906,0.6649214659685864,0.7470588235294118
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,313,raw,10,193,151,0.7823834196891192,4,112,148,190,0.7567567567567568,0.5894736842105263,0.6627218934911243
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,10,193,151,0.7823834196891192,1,151,151,193,1.0,0.7823834196891192,0.8779069767441859
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,10,193,151,0.7823834196891192,2,149,150,192,0.9933333333333333,0.7760416666666666,0.8713450292397661
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,10,193,151,0.7823834196891192,3,140,149,191,0.9395973154362416,0.7329842931937173,0.8235294117647058
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,313,raw,10,193,151,0.7823834196891192,4,122,148,190,0.8243243243243243,0.6421052631578947,0.7218934911242604
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,10,193,240,1.2435233160621761,1,184,240,193,0.7666666666666667,0.9533678756476683,0.8498845265588916
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,10,193,240,1.2435233160621761,2,168,239,192,0.702928870292887,0.875,0.7795823665893271
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,10,193,240,1.2435233160621761,3,145,238,191,0.6092436974789915,0.7591623036649214,0.675990675990676
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,313,raw,10,193,240,1.2435233160621761,4,123,237,190,0.5189873417721519,0.6473684210526316,0.5761124121779859
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,10,193,240,1.2435233160621761,1,187,240,193,0.7791666666666667,0.9689119170984456,0.8637413394919168
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,10,193,240,1.2435233160621761,2,179,239,192,0.7489539748953975,0.9322916666666666,0.8306264501160093
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,10,193,240,1.2435233160621761,3,168,238,191,0.7058823529411765,0.8795811518324608,0.7832167832167832
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,313,raw,10,193,240,1.2435233160621761,4,146,237,190,0.6160337552742616,0.7684210526315789,0.6838407494145199
null,GT composition shuffle,null,GT composition shuffle,314,raw,6,699,699,1.0,1,699,699,699,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,314,raw,6,699,699,1.0,2,665,698,698,0.9527220630372493,0.9527220630372493,0.9527220630372493
null,GT composition shuffle,null,GT composition shuffle,314,raw,6,699,699,1.0,3,578,697,697,0.8292682926829268,0.8292682926829268,0.8292682926829268
null,GT composition shuffle,null,GT composition shuffle,314,raw,6,699,699,1.0,4,496,696,696,0.7126436781609196,0.7126436781609196,0.7126436781609196
null,GT Markov baseline,null,GT Markov baseline,314,raw,6,699,699,1.0,1,655,699,699,0.9370529327610873,0.9370529327610873,0.9370529327610873
null,GT Markov baseline,null,GT Markov baseline,314,raw,6,699,699,1.0,2,632,698,698,0.9054441260744985,0.9054441260744985,0.9054441260744985
null,GT Markov baseline,null,GT Markov baseline,314,raw,6,699,699,1.0,3,560,697,697,0.8034433285509326,0.8034433285509326,0.8034433285509326
null,GT Markov baseline,null,GT Markov baseline,314,raw,6,699,699,1.0,4,480,696,696,0.6896551724137931,0.6896551724137931,0.6896551724137931
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,6,699,213,0.30472103004291845,2,208,212,698,0.9811320754716981,0.2979942693409742,0.45714285714285713
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,6,699,213,0.30472103004291845,3,195,211,697,0.9241706161137441,0.2797704447632712,0.4295154185022026
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,6,699,213,0.30472103004291845,4,177,210,696,0.8428571428571429,0.2543103448275862,0.390728476821192
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,6,699,213,0.30472103004291845,2,210,212,698,0.9905660377358491,0.3008595988538682,0.46153846153846156
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,6,699,213,0.30472103004291845,3,205,211,697,0.9715639810426541,0.29411764705882354,0.4515418502202644
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,6,699,213,0.30472103004291845,4,193,210,696,0.919047619047619,0.27729885057471265,0.4260485651214128
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,6,699,402,0.575107296137339,1,402,402,699,1.0,0.575107296137339,0.7302452316076293
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,6,699,402,0.575107296137339,2,379,401,698,0.9451371571072319,0.5429799426934098,0.6897179253867153
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,6,699,402,0.575107296137339,3,344,400,697,0.86,0.4935437589670014,0.6271649954421149
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,6,699,402,0.575107296137339,4,295,399,696,0.7393483709273183,0.4238505747126437,0.5388127853881278
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,314,raw,6,699,402,0.575107296137339,1,392,402,699,0.9751243781094527,0.5608011444921316,0.7120799273387828
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,314,raw,6,699,402,0.575107296137339,2,382,401,698,0.9526184538653366,0.5472779369627507,0.6951774340309372
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,314,raw,6,699,402,0.575107296137339,3,349,400,697,0.8725,0.5007173601147776,0.6362807657247037
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,314,raw,6,699,402,0.575107296137339,4,309,399,696,0.7744360902255639,0.44396551724137934,0.5643835616438356
null,GT composition shuffle,null,GT composition shuffle,314,raw,7,424,424,1.0,1,424,424,424,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,314,raw,7,424,424,1.0,2,392,423,423,0.9267139479905437,0.9267139479905437,0.9267139479905437
null,GT composition shuffle,null,GT composition shuffle,314,raw,7,424,424,1.0,3,362,422,422,0.8578199052132701,0.8578199052132701,0.8578199052132701
null,GT composition shuffle,null,GT composition shuffle,314,raw,7,424,424,1.0,4,343,421,421,0.8147268408551069,0.8147268408551069,0.8147268408551069
null,GT Markov baseline,null,GT Markov baseline,314,raw,7,424,424,1.0,1,375,424,424,0.8844339622641509,0.8844339622641509,0.8844339622641509
null,GT Markov baseline,null,GT Markov baseline,314,raw,7,424,424,1.0,2,337,423,423,0.7966903073286052,0.7966903073286052,0.7966903073286051
null,GT Markov baseline,null,GT Markov baseline,314,raw,7,424,424,1.0,3,313,422,422,0.7417061611374408,0.7417061611374408,0.7417061611374408
null,GT Markov baseline,null,GT Markov baseline,314,raw,7,424,424,1.0,4,286,421,421,0.6793349168646081,0.6793349168646081,0.6793349168646081
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,7,424,182,0.42924528301886794,1,166,182,424,0.9120879120879121,0.3915094339622642,0.5478547854785479
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,7,424,182,0.42924528301886794,2,147,181,423,0.8121546961325967,0.3475177304964539,0.48675496688741726
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,7,424,182,0.42924528301886794,3,130,180,422,0.7222222222222222,0.3080568720379147,0.4318936877076412
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,314,raw,7,424,182,0.42924528301886794,4,117,179,421,0.6536312849162011,0.27790973871733965,0.39
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,7,424,182,0.42924528301886794,1,172,182,424,0.945054945054945,0.4056603773584906,0.5676567656765676
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,7,424,182,0.42924528301886794,2,166,181,423,0.9171270718232044,0.39243498817966904,0.5496688741721855
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,7,424,182,0.42924528301886794,3,161,180,422,0.8944444444444445,0.3815165876777251,0.5348837209302326
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,314,raw,7,424,182,0.42924528301886794,4,155,179,421,0.8659217877094972,0.3681710213776722,0.5166666666666667
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,7,424,348,0.8207547169811321,1,308,348,424,0.8850574712643678,0.7264150943396226,0.7979274611398964
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,7,424,348,0.8207547169811321,2,275,347,423,0.792507204610951,0.6501182033096927,0.7142857142857143
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,7,424,348,0.8207547169811321,3,244,346,422,0.7052023121387283,0.5781990521327014,0.6354166666666666
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,314,raw,7,424,348,0.8207547169811321,4,217,345,421,0.6289855072463768,0.5154394299287411,0.566579634464752
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,314,raw,7,424,348,0.8207547169811321,1,315,348,424,0.9051724137931034,0.7429245283018868,0.8160621761658031
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,314,raw,7,424,348,0.8207547169811321,2,291,347,423,0.8386167146974063,0.6879432624113475,0.7558441558441558
