source,run,window,track,seed,prediction_type,movie_id,gt_sequence_length,pred_sequence_length,sequence_length_ratio_pred_over_gt,n,ngram_tp,pred_ngram_total,gt_ngram_total,ngram_precision,ngram_recall,ngram_f1
null,GT Markov baseline,null,GT Markov baseline,88,raw,9,64,64,1.0,3,25,62,62,0.4032258064516129,0.4032258064516129,0.4032258064516129
null,GT Markov baseline,null,GT Markov baseline,88,raw,9,64,64,1.0,4,18,61,61,0.29508196721311475,0.29508196721311475,0.29508196721311475
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,9,64,39,0.609375,1,33,39,64,0.8461538461538461,0.515625,0.6407766990291262
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,9,64,39,0.609375,2,27,38,63,0.7105263157894737,0.42857142857142855,0.5346534653465346
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,9,64,39,0.609375,3,21,37,62,0.5675675675675675,0.3387096774193548,0.42424242424242425
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,9,64,39,0.609375,4,17,36,61,0.4722222222222222,0.2786885245901639,0.35051546391752575
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,9,64,39,0.609375,1,32,39,64,0.8205128205128205,0.5,0.6213592233009708
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,9,64,39,0.609375,2,27,38,63,0.7105263157894737,0.42857142857142855,0.5346534653465346
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,9,64,39,0.609375,3,24,37,62,0.6486486486486487,0.3870967741935484,0.48484848484848475
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,9,64,39,0.609375,4,23,36,61,0.6388888888888888,0.3770491803278688,0.4742268041237113
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,9,64,58,0.90625,1,53,58,64,0.9137931034482759,0.828125,0.8688524590163935
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,9,64,58,0.90625,2,49,57,63,0.8596491228070176,0.7777777777777778,0.8166666666666668
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,9,64,58,0.90625,3,45,56,62,0.8035714285714286,0.7258064516129032,0.7627118644067797
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,9,64,58,0.90625,4,40,55,61,0.7272727272727273,0.6557377049180327,0.689655172413793
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,9,64,58,0.90625,1,51,58,64,0.8793103448275862,0.796875,0.8360655737704917
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,9,64,58,0.90625,2,46,57,63,0.8070175438596491,0.7301587301587301,0.7666666666666667
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,9,64,58,0.90625,3,41,56,62,0.7321428571428571,0.6612903225806451,0.6949152542372881
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,9,64,58,0.90625,4,37,55,61,0.6727272727272727,0.6065573770491803,0.6379310344827586
null,GT composition shuffle,null,GT composition shuffle,88,raw,10,193,193,1.0,1,193,193,193,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,88,raw,10,193,193,1.0,2,171,192,192,0.890625,0.890625,0.890625
null,GT composition shuffle,null,GT composition shuffle,88,raw,10,193,193,1.0,3,151,191,191,0.7905759162303665,0.7905759162303665,0.7905759162303664
null,GT composition shuffle,null,GT composition shuffle,88,raw,10,193,193,1.0,4,127,190,190,0.6684210526315789,0.6684210526315789,0.6684210526315789
null,GT Markov baseline,null,GT Markov baseline,88,raw,10,193,193,1.0,1,176,193,193,0.9119170984455959,0.9119170984455959,0.9119170984455959
null,GT Markov baseline,null,GT Markov baseline,88,raw,10,193,193,1.0,2,161,192,192,0.8385416666666666,0.8385416666666666,0.8385416666666666
null,GT Markov baseline,null,GT Markov baseline,88,raw,10,193,193,1.0,3,150,191,191,0.7853403141361257,0.7853403141361257,0.7853403141361258
null,GT Markov baseline,null,GT Markov baseline,88,raw,10,193,193,1.0,4,128,190,190,0.6736842105263158,0.6736842105263158,0.6736842105263158
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,10,193,151,0.7823834196891192,1,151,151,193,1.0,0.7823834196891192,0.8779069767441859
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,10,193,151,0.7823834196891192,2,140,150,192,0.9333333333333333,0.7291666666666666,0.8187134502923976
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,10,193,151,0.7823834196891192,3,126,149,191,0.8456375838926175,0.6596858638743456,0.7411764705882353
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,88,raw,10,193,151,0.7823834196891192,4,105,148,190,0.7094594594594594,0.5526315789473685,0.6213017751479291
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,10,193,151,0.7823834196891192,1,151,151,193,1.0,0.7823834196891192,0.8779069767441859
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,10,193,151,0.7823834196891192,2,135,150,192,0.9,0.703125,0.7894736842105263
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,10,193,151,0.7823834196891192,3,123,149,191,0.825503355704698,0.643979057591623,0.7235294117647059
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,88,raw,10,193,151,0.7823834196891192,4,113,148,190,0.7635135135135135,0.5947368421052631,0.6686390532544378
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,10,193,240,1.2435233160621761,1,182,240,193,0.7583333333333333,0.9430051813471503,0.8406466512702078
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,10,193,240,1.2435233160621761,2,166,239,192,0.694560669456067,0.8645833333333334,0.7703016241299303
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,10,193,240,1.2435233160621761,3,144,238,191,0.6050420168067226,0.7539267015706806,0.6713286713286712
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,88,raw,10,193,240,1.2435233160621761,4,126,237,190,0.5316455696202531,0.6631578947368421,0.5901639344262294
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,10,193,240,1.2435233160621761,1,184,240,193,0.7666666666666667,0.9533678756476683,0.8498845265588916
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,10,193,240,1.2435233160621761,2,173,239,192,0.7238493723849372,0.9010416666666666,0.802784222737819
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,10,193,240,1.2435233160621761,3,157,238,191,0.6596638655462185,0.8219895287958116,0.731934731934732
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,88,raw,10,193,240,1.2435233160621761,4,132,237,190,0.5569620253164557,0.6947368421052632,0.6182669789227166
null,GT composition shuffle,null,GT composition shuffle,89,raw,6,699,699,1.0,1,699,699,699,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,89,raw,6,699,699,1.0,2,669,698,698,0.9584527220630372,0.9584527220630372,0.9584527220630372
null,GT composition shuffle,null,GT composition shuffle,89,raw,6,699,699,1.0,3,579,697,697,0.830703012912482,0.830703012912482,0.830703012912482
null,GT composition shuffle,null,GT composition shuffle,89,raw,6,699,699,1.0,4,499,696,696,0.7169540229885057,0.7169540229885057,0.7169540229885057
null,GT Markov baseline,null,GT Markov baseline,89,raw,6,699,699,1.0,1,689,699,699,0.9856938483547926,0.9856938483547926,0.9856938483547926
null,GT Markov baseline,null,GT Markov baseline,89,raw,6,699,699,1.0,2,671,698,698,0.9613180515759312,0.9613180515759312,0.9613180515759312
null,GT Markov baseline,null,GT Markov baseline,89,raw,6,699,699,1.0,3,602,697,697,0.8637015781922525,0.8637015781922525,0.8637015781922525
null,GT Markov baseline,null,GT Markov baseline,89,raw,6,699,699,1.0,4,526,696,696,0.7557471264367817,0.7557471264367817,0.7557471264367817
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,6,699,213,0.30472103004291845,2,201,212,698,0.9481132075471698,0.28796561604584525,0.4417582417582417
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,6,699,213,0.30472103004291845,3,179,211,697,0.8483412322274881,0.2568149210903874,0.39427312775330403
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,6,699,213,0.30472103004291845,4,156,210,696,0.7428571428571429,0.22413793103448276,0.3443708609271523
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,6,699,213,0.30472103004291845,2,209,212,698,0.9858490566037735,0.2994269340974212,0.4593406593406593
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,6,699,213,0.30472103004291845,3,198,211,697,0.9383886255924171,0.28407460545193686,0.4361233480176211
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,6,699,213,0.30472103004291845,4,187,210,696,0.8904761904761904,0.2686781609195402,0.41280353200882997
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,6,699,402,0.575107296137339,1,397,402,699,0.9875621890547264,0.5679542203147353,0.7211625794732061
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,6,699,402,0.575107296137339,2,366,401,698,0.912718204488778,0.5243553008595988,0.6660600545950864
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,6,699,402,0.575107296137339,3,309,400,697,0.7725,0.4433285509325681,0.5633546034639926
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,6,699,402,0.575107296137339,4,259,399,696,0.6491228070175439,0.37212643678160917,0.4730593607305936
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,6,699,402,0.575107296137339,1,402,402,699,1.0,0.575107296137339,0.7302452316076293
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,6,699,402,0.575107296137339,2,396,401,698,0.9875311720698254,0.5673352435530086,0.7206551410373067
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,6,699,402,0.575107296137339,3,371,400,697,0.9275,0.5322812051649928,0.6763901549680947
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,6,699,402,0.575107296137339,4,343,399,696,0.8596491228070176,0.492816091954023,0.6264840182648402
null,GT composition shuffle,null,GT composition shuffle,89,raw,7,424,424,1.0,1,424,424,424,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,89,raw,7,424,424,1.0,2,400,423,423,0.9456264775413712,0.9456264775413712,0.9456264775413712
null,GT composition shuffle,null,GT composition shuffle,89,raw,7,424,424,1.0,3,367,422,422,0.8696682464454977,0.8696682464454977,0.8696682464454977
null,GT composition shuffle,null,GT composition shuffle,89,raw,7,424,424,1.0,4,332,421,421,0.7885985748218527,0.7885985748218527,0.7885985748218527
null,GT Markov baseline,null,GT Markov baseline,89,raw,7,424,424,1.0,1,385,424,424,0.9080188679245284,0.9080188679245284,0.9080188679245284
null,GT Markov baseline,null,GT Markov baseline,89,raw,7,424,424,1.0,2,339,423,423,0.8014184397163121,0.8014184397163121,0.8014184397163121
null,GT Markov baseline,null,GT Markov baseline,89,raw,7,424,424,1.0,3,322,422,422,0.7630331753554502,0.7630331753554502,0.7630331753554502
null,GT Markov baseline,null,GT Markov baseline,89,raw,7,424,424,1.0,4,309,421,421,0.7339667458432304,0.7339667458432304,0.7339667458432304
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,7,424,182,0.42924528301886794,1,165,182,424,0.9065934065934066,0.3891509433962264,0.5445544554455446
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,7,424,182,0.42924528301886794,2,147,181,423,0.8121546961325967,0.3475177304964539,0.48675496688741726
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,7,424,182,0.42924528301886794,3,131,180,422,0.7277777777777777,0.3104265402843602,0.4352159468438538
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,7,424,182,0.42924528301886794,4,117,179,421,0.6536312849162011,0.27790973871733965,0.39
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,7,424,182,0.42924528301886794,1,168,182,424,0.9230769230769231,0.39622641509433965,0.5544554455445545
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,7,424,182,0.42924528301886794,2,162,181,423,0.8950276243093923,0.3829787234042553,0.5364238410596027
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,7,424,182,0.42924528301886794,3,156,180,422,0.8666666666666667,0.3696682464454976,0.5182724252491694
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,7,424,182,0.42924528301886794,4,149,179,421,0.8324022346368715,0.35391923990498814,0.49666666666666665
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,7,424,348,0.8207547169811321,1,321,348,424,0.9224137931034483,0.7570754716981132,0.8316062176165804
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,7,424,348,0.8207547169811321,2,294,347,423,0.8472622478386167,0.6950354609929078,0.7636363636363636
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,7,424,348,0.8207547169811321,3,271,346,422,0.7832369942196532,0.6421800947867299,0.7057291666666667
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,7,424,348,0.8207547169811321,4,252,345,421,0.7304347826086957,0.5985748218527316,0.6579634464751959
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,7,424,348,0.8207547169811321,1,317,348,424,0.9109195402298851,0.7476415094339622,0.8212435233160621
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,7,424,348,0.8207547169811321,2,297,347,423,0.8559077809798271,0.7021276595744681,0.7714285714285716
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,7,424,348,0.8207547169811321,3,276,346,422,0.7976878612716763,0.6540284360189573,0.71875
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,7,424,348,0.8207547169811321,4,252,345,421,0.7304347826086957,0.5985748218527316,0.6579634464751959
null,GT composition shuffle,null,GT composition shuffle,89,raw,8,626,626,1.0,1,626,626,626,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,89,raw,8,626,626,1.0,2,531,625,625,0.8496,0.8496,0.8496
null,GT composition shuffle,null,GT composition shuffle,89,raw,8,626,626,1.0,3,448,624,624,0.717948717948718,0.717948717948718,0.717948717948718
null,GT composition shuffle,null,GT composition shuffle,89,raw,8,626,626,1.0,4,387,623,623,0.6211878009630819,0.6211878009630819,0.6211878009630819
null,GT Markov baseline,null,GT Markov baseline,89,raw,8,626,626,1.0,1,546,626,626,0.8722044728434505,0.8722044728434505,0.8722044728434505
null,GT Markov baseline,null,GT Markov baseline,89,raw,8,626,626,1.0,2,511,625,625,0.8176,0.8176,0.8176
null,GT Markov baseline,null,GT Markov baseline,89,raw,8,626,626,1.0,3,489,624,624,0.7836538461538461,0.7836538461538461,0.7836538461538463
null,GT Markov baseline,null,GT Markov baseline,89,raw,8,626,626,1.0,4,462,623,623,0.7415730337078652,0.7415730337078652,0.7415730337078652
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,8,626,316,0.5047923322683706,1,290,316,626,0.9177215189873418,0.46325878594249204,0.6157112526539278
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,8,626,316,0.5047923322683706,2,258,315,625,0.819047619047619,0.4128,0.548936170212766
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,8,626,316,0.5047923322683706,3,233,314,624,0.7420382165605095,0.3733974358974359,0.4968017057569296
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,8,626,316,0.5047923322683706,4,211,313,623,0.6741214057507987,0.33868378812199035,0.4508547008547008
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,8,626,316,0.5047923322683706,1,295,316,626,0.9335443037974683,0.4712460063897764,0.6263269639065817
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,8,626,316,0.5047923322683706,2,273,315,625,0.8666666666666667,0.4368,0.5808510638297872
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,8,626,316,0.5047923322683706,3,250,314,624,0.7961783439490446,0.40064102564102566,0.5330490405117272
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,8,626,316,0.5047923322683706,4,230,313,623,0.7348242811501597,0.36918138041733545,0.49145299145299143
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,8,626,476,0.7603833865814696,1,432,476,626,0.907563025210084,0.6900958466453674,0.7840290381125227
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,8,626,476,0.7603833865814696,2,383,475,625,0.8063157894736842,0.6128,0.6963636363636363
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,8,626,476,0.7603833865814696,3,335,474,624,0.7067510548523207,0.5368589743589743,0.6102003642987249
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,8,626,476,0.7603833865814696,4,286,473,623,0.6046511627906976,0.4590690208667737,0.5218978102189781
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,8,626,476,0.7603833865814696,1,443,476,626,0.930672268907563,0.707667731629393,0.8039927404718693
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,8,626,476,0.7603833865814696,2,409,475,625,0.8610526315789474,0.6544,0.7436363636363637
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,8,626,476,0.7603833865814696,3,378,474,624,0.7974683544303798,0.6057692307692307,0.6885245901639345
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,8,626,476,0.7603833865814696,4,345,473,623,0.7293868921775899,0.5537720706260032,0.6295620437956204
null,GT composition shuffle,null,GT composition shuffle,89,raw,9,64,64,1.0,1,64,64,64,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,89,raw,9,64,64,1.0,2,59,63,63,0.9365079365079365,0.9365079365079365,0.9365079365079365
null,GT composition shuffle,null,GT composition shuffle,89,raw,9,64,64,1.0,3,54,62,62,0.8709677419354839,0.8709677419354839,0.8709677419354839
null,GT composition shuffle,null,GT composition shuffle,89,raw,9,64,64,1.0,4,50,61,61,0.819672131147541,0.819672131147541,0.819672131147541
null,GT Markov baseline,null,GT Markov baseline,89,raw,9,64,64,1.0,1,54,64,64,0.84375,0.84375,0.84375
null,GT Markov baseline,null,GT Markov baseline,89,raw,9,64,64,1.0,2,46,63,63,0.7301587301587301,0.7301587301587301,0.7301587301587301
null,GT Markov baseline,null,GT Markov baseline,89,raw,9,64,64,1.0,3,39,62,62,0.6290322580645161,0.6290322580645161,0.6290322580645161
null,GT Markov baseline,null,GT Markov baseline,89,raw,9,64,64,1.0,4,33,61,61,0.5409836065573771,0.5409836065573771,0.5409836065573771
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,9,64,39,0.609375,1,29,39,64,0.7435897435897436,0.453125,0.5631067961165049
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,9,64,39,0.609375,2,19,38,63,0.5,0.30158730158730157,0.3762376237623762
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,9,64,39,0.609375,3,13,37,62,0.35135135135135137,0.20967741935483872,0.26262626262626265
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,9,64,39,0.609375,4,9,36,61,0.25,0.14754098360655737,0.18556701030927836
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,9,64,39,0.609375,1,29,39,64,0.7435897435897436,0.453125,0.5631067961165049
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,9,64,39,0.609375,2,23,38,63,0.6052631578947368,0.36507936507936506,0.45544554455445546
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,9,64,39,0.609375,3,18,37,62,0.4864864864864865,0.2903225806451613,0.36363636363636365
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,9,64,39,0.609375,4,13,36,61,0.3611111111111111,0.21311475409836064,0.26804123711340205
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,9,64,58,0.90625,1,51,58,64,0.8793103448275862,0.796875,0.8360655737704917
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,9,64,58,0.90625,2,44,57,63,0.7719298245614035,0.6984126984126984,0.7333333333333333
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,9,64,58,0.90625,3,40,56,62,0.7142857142857143,0.6451612903225806,0.6779661016949152
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,9,64,58,0.90625,4,36,55,61,0.6545454545454545,0.5901639344262295,0.6206896551724138
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,9,64,58,0.90625,1,45,58,64,0.7758620689655172,0.703125,0.7377049180327868
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,9,64,58,0.90625,2,36,57,63,0.631578947368421,0.5714285714285714,0.6
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,9,64,58,0.90625,3,28,56,62,0.5,0.45161290322580644,0.47457627118644063
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,9,64,58,0.90625,4,22,55,61,0.4,0.36065573770491804,0.3793103448275862
null,GT composition shuffle,null,GT composition shuffle,89,raw,10,193,193,1.0,1,193,193,193,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,89,raw,10,193,193,1.0,2,173,192,192,0.9010416666666666,0.9010416666666666,0.9010416666666666
null,GT composition shuffle,null,GT composition shuffle,89,raw,10,193,193,1.0,3,152,191,191,0.7958115183246073,0.7958115183246073,0.7958115183246073
null,GT composition shuffle,null,GT composition shuffle,89,raw,10,193,193,1.0,4,126,190,190,0.6631578947368421,0.6631578947368421,0.6631578947368421
null,GT Markov baseline,null,GT Markov baseline,89,raw,10,193,193,1.0,1,168,193,193,0.8704663212435233,0.8704663212435233,0.8704663212435233
null,GT Markov baseline,null,GT Markov baseline,89,raw,10,193,193,1.0,2,147,192,192,0.765625,0.765625,0.765625
null,GT Markov baseline,null,GT Markov baseline,89,raw,10,193,193,1.0,3,133,191,191,0.6963350785340314,0.6963350785340314,0.6963350785340314
null,GT Markov baseline,null,GT Markov baseline,89,raw,10,193,193,1.0,4,119,190,190,0.6263157894736842,0.6263157894736842,0.6263157894736842
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,10,193,151,0.7823834196891192,1,151,151,193,1.0,0.7823834196891192,0.8779069767441859
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,10,193,151,0.7823834196891192,2,135,150,192,0.9,0.703125,0.7894736842105263
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,10,193,151,0.7823834196891192,3,122,149,191,0.8187919463087249,0.6387434554973822,0.7176470588235295
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,89,raw,10,193,151,0.7823834196891192,4,102,148,190,0.6891891891891891,0.5368421052631579,0.6035502958579881
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,10,193,151,0.7823834196891192,1,151,151,193,1.0,0.7823834196891192,0.8779069767441859
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,10,193,151,0.7823834196891192,2,140,150,192,0.9333333333333333,0.7291666666666666,0.8187134502923976
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,10,193,151,0.7823834196891192,3,126,149,191,0.8456375838926175,0.6596858638743456,0.7411764705882353
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,89,raw,10,193,151,0.7823834196891192,4,114,148,190,0.7702702702702703,0.6,0.6745562130177515
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,10,193,240,1.2435233160621761,1,184,240,193,0.7666666666666667,0.9533678756476683,0.8498845265588916
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,10,193,240,1.2435233160621761,2,164,239,192,0.6861924686192469,0.8541666666666666,0.7610208816705335
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,10,193,240,1.2435233160621761,3,150,238,191,0.6302521008403361,0.7853403141361257,0.6993006993006994
length_matched_null,8-frame window length unigram,w8s4,8-frame window length unigram,89,raw,10,193,240,1.2435233160621761,4,126,237,190,0.5316455696202531,0.6631578947368421,0.5901639344262294
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,10,193,240,1.2435233160621761,1,180,240,193,0.75,0.9326424870466321,0.8314087759815243
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,10,193,240,1.2435233160621761,2,170,239,192,0.7112970711297071,0.8854166666666666,0.7888631090487239
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,10,193,240,1.2435233160621761,3,153,238,191,0.6428571428571429,0.8010471204188482,0.7132867132867133
length_matched_null,8-frame window length Markov,w8s4,8-frame window length Markov,89,raw,10,193,240,1.2435233160621761,4,130,237,190,0.5485232067510548,0.6842105263157895,0.6088992974238876
null,GT composition shuffle,null,GT composition shuffle,90,raw,6,699,699,1.0,1,699,699,699,1.0,1.0,1.0
null,GT composition shuffle,null,GT composition shuffle,90,raw,6,699,699,1.0,2,660,698,698,0.9455587392550143,0.9455587392550143,0.9455587392550143
null,GT composition shuffle,null,GT composition shuffle,90,raw,6,699,699,1.0,3,576,697,697,0.8263988522238164,0.8263988522238164,0.8263988522238165
null,GT composition shuffle,null,GT composition shuffle,90,raw,6,699,699,1.0,4,493,696,696,0.7083333333333334,0.7083333333333334,0.7083333333333334
null,GT Markov baseline,null,GT Markov baseline,90,raw,6,699,699,1.0,1,664,699,699,0.949928469241774,0.949928469241774,0.949928469241774
null,GT Markov baseline,null,GT Markov baseline,90,raw,6,699,699,1.0,2,646,698,698,0.9255014326647565,0.9255014326647565,0.9255014326647565
null,GT Markov baseline,null,GT Markov baseline,90,raw,6,699,699,1.0,3,566,697,697,0.812051649928264,0.812051649928264,0.812051649928264
null,GT Markov baseline,null,GT Markov baseline,90,raw,6,699,699,1.0,4,484,696,696,0.6954022988505747,0.6954022988505747,0.6954022988505747
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,90,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,90,raw,6,699,213,0.30472103004291845,2,201,212,698,0.9481132075471698,0.28796561604584525,0.4417582417582417
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,90,raw,6,699,213,0.30472103004291845,3,184,211,697,0.8720379146919431,0.26398852223816355,0.4052863436123348
length_matched_null,16-frame window length unigram,w16s8,16-frame window length unigram,90,raw,6,699,213,0.30472103004291845,4,168,210,696,0.8,0.2413793103448276,0.3708609271523179
length_matched_null,16-frame window length Markov,w16s8,16-frame window length Markov,90,raw,6,699,213,0.30472103004291845,1,213,213,699,1.0,0.30472103004291845,0.46710526315789475
