epoch,train_loss,val_loss,box_map50,box_map5095,pose_map50,pose_map5095,pck05,validation_scope,validation_images,seconds
30,1.0548026268355943,1.5728867041303756,0.9697794451415318,0.7986401508904354,0.9055411292620912,0.6595874027747581,0.9476904761904762,full,3000,654.4594748020172
31,1.0270875119531637,1.5966560418407123,0.9796341756305302,0.8036449522784626,0.9074410262167091,0.6601017572976049,0.9473333333333334,subset,750,649.3541934490204
32,1.0190460557971046,1.5561410594493785,0.9698064865446252,0.8010369672100619,0.9098246262049042,0.6640838548393714,0.9496904761904762,full,3000,662.9468379020691
33,1.0178947779248437,1.5255713239312172,0.969494490978849,0.7988634903844845,0.9024414482623055,0.6622474727181962,0.9492380952380952,subset,750,645.4005923271179
34,1.009159881609994,1.5469553832043992,0.9697105802816985,0.7972534077377099,0.9087420519347432,0.6638185102788275,0.9508809523809524,full,3000,661.0030648708344
35,1.0083805823066152,1.544349695245425,0.9698382772806768,0.795472943084447,0.9173579363285469,0.6685773901824816,0.9531428571428572,subset,750,644.8158979415894
36,1.0006058810748786,1.5379719391782234,0.969644570666616,0.7997246590331939,0.9080918946260012,0.6678180272019808,0.9502142857142857,full,3000,666.1696531772614
37,1.0062582668764197,1.560416114826997,0.9690829919035079,0.8040375301033553,0.9098792292507072,0.6680802895641192,0.9462857142857143,subset,750,646.5246007442474
38,0.9416140674430633,1.5355001535821469,0.9697581708507849,0.7995754607542268,0.9083842033199723,0.6670979261279951,0.9498809523809524,full,3000,662.6456820964813
39,0.9736900063597154,1.567601427435875,0.9696879596255339,0.797570962551742,0.9078917125729499,0.6620391935602957,0.948121304596605,subset,750,658.3705589771271
40,0.975019773218862,1.5258060104035316,0.9696690957928727,0.7996922483221687,0.9075249810506487,0.6684545190974716,0.9511190476190476,full,3000,662.7305660247803
41,0.9542902888631524,1.4929432272911072,0.9691094311037753,0.7986610674403922,0.9174672146554792,0.6822957316547129,0.9519047619047619,subset,750,664.3843643665314
42,0.9459383996940476,1.5196807993219255,0.9697097746533547,0.8014662037580778,0.9069526648868739,0.669663872137006,0.9496666666666667,full,3000,657.4828767776489
